QUEST_LV_0200_20150317_000001	Philip's Soldiers
QUEST_LV_0200_20160218_009928	Tetherbovine di Poslinkis Forest dikenal untuk elemen darkness.{nl}Pergi kesana dan kalahkan.
QUEST_LV_0200_20160218_009929	Bagi kita yang percaya pada Goddess, bekerja dengan darkness adalah tabu.{nl}Meskipun ada orang-orang yang mengambil resiko itu untuk tujuan mengalahkan musuh Goddess.
QUEST_LV_0200_20160218_009930	Kemampuanmu luar biasa.{nl}Aku akan bilang kamu lebih memenuhi syarat untuk mempelajari tingkat tertinggi Elementalist.[nL}
QUEST_LV_0200_20160218_009931	Biarkan aku mengajarkanmu.
QUEST_LV_0200_20160218_009932	Aku punya tugas untuk kamu. Permintaan datang dari Wings of Vibora.{nl}Itu seperti beberapa baron membuka portal yang harus ditutup.{nl}
QUEST_LV_0200_20160218_009933	Itu.. Demon Prison.{nl}Aku ingin tahu orang macam apa yang membuka tempat yang dipenuhi dengan demon.{nL}
QUEST_LV_0200_20160218_009934	Rupanya mereka mengirim permintaan ini ke tempat-tempat lain juga, tapi kita tidak bisa kehilangan itu kan?{nl}Jadilah yang pertama menyelesaikannya dan akan aku ajarkan kamu salah satu teknik Wugushi terkuat.
QUEST_LV_0200_20160218_009935	Target kamu ada di Rajatoad di Demon Prison District 1.{nl}Musuh mudah bagi Wugushi, tapi kamu harus tetap berhati-hati dalam penjara itu.
QUEST_LV_0200_20160218_009936	Beberapa orang telah benar-benar kehilangan rasa takut akan bencana.{nl}Orsha sedang berjuang cukup seperti itu.{nl}Aku tidak tahu apakah itu ide yang baik untuk pergi kesana, tapi aku tidak ingin melihat orang lain terluka lagi.
QUEST_LV_0200_20160218_009937	Sepertinya kamu melakukan pekerjaan yang sangat baik setelah semua.{nl}Itu sulit, tapi aku harus mengakui skillmu.{nl}
QUEST_LV_0200_20160218_009938	Baik, mari kita mulai dari teknik baru.{nl}Aku berjanji untuk menjagamu sampai kamu jadi Wugushi terbaik.
QUEST_LV_0200_20160218_009939	Jadi kamu datang untuk belajar teknik terakhir dari Scouts.{nl]Sebelum itu, ada sesuatu yang harus kamu lakukan untukku.{nl}
QUEST_LV_0200_20160218_009940	Ini nikmat untuk Scout Master...{nl}Rupanya Wings of Vibora mengirimkan permintaan tapi tak ada satupun yang melaksanakannya.{nl}
QUEST_LV_0200_20160218_009941	Dan kamu seorang full-fledged Scout sekarang.{nl}Aku pikir ini akan menjadi kesempatan yang baik untuk melihat apa yang telah kamu pelajari sebelumnya, {nl}dan aku yakin kamu dapat menarik itu...{nl}Apa yang kamu katakan?
QUEST_LV_0200_20160218_009942	Misi ini adalah untuk mengalahkan Deadborn di Demon Prison District 1.{nl}Mereka monster yang sangat kuat, tatapi untuk seorang seperti anda itu tidak akan sulit.
QUEST_LV_0200_20160218_009943	Keahlianmu dalam mengintai dan menghilang akan membuat kamu aman selamanya.{nl}Aku ingin kamu ingat dan jaga itu.{nl}
QUEST_LV_0200_20160218_009944	Kamu bertarung dengan gagah berani.{nl}Seperti janjiku, aku akan mengajarkan kamu teknik terakhir.{nl}
QUEST_LV_0200_20160218_009945	Dari caramu menyelesaikan misi, aku rasa tidak ada masalah kamu mempelajari itu.
QUEST_LV_0200_20160218_009946	Keluarga Himil berada di pusat Schaffenstar asli.{nl}Kemudian mereka pergi, dan ketika aku lahir mereka tidak lagi archer family, tapi warrior family.
QUEST_LV_0200_20160218_009947	Kami dapat disalahpahami untuk berurusan dengan kekuatan jahat {nl} atau menggunakan kekuatan demon bukan Goddess. {Nl} Tapi menggunakan kekuatan jahat tidak jahat dalam dirinya sendiri. {Nl} Kami tetap dalam bidang sihir kami dan berkat Goddess.
QUEST_LV_0200_20160218_009948	Saya datang dari luar kerajaan. {Nl} Tempat ini adalah bukan satu-satunya yang dipengaruhi oleh Medzio Diena, Kamu tahu. {nl} Saya datang untuk melihat apa yang terjadi di sini, tapi itu mengambil lebih lama dari yang diharapkan.
QUEST_LV_0200_20160218_009949	Nama Saker diberikan kepadaku oleh keluarga kerajaan. {Nl} Begitulah caraku mengabdi terhadap kerajaan, karena aku akan selalu.
QUEST_LV_0200_20160218_009950	Aku pernah masuk army.{nl}Aku tidak bisa hidup dengan begitu banyak aturan, jadi aku berhenti sesaat setelah itu.
QUEST_LV_0200_20160218_009951	Plague Doctors tidak hanya bergantung pada kasih karunia Goddess untuk kekuatan healing mereka.{nl}Kami juga menggunakan human medicine, yang berarti kita dapat menyembuhkan penyakit yang tidak bisa disembuhkan cleric.
QUEST_LV_0200_20160218_009952	Segala sesuatu di dunia dapat dinyatakan dalam angka. {Nl} Bahkan musik. kamu tidak percaya?
QUEST_LV_0200_20160218_009953	Dragoons adalah prajurit yang pemberani.{nl}Tidak ada yang bisa menghentikan Dragoon Charging dengan tombak mereka.
QUEST_LV_0200_20160218_009954	Kadang-kadang persuasi sederhana tidak cukup dan kamu harus melakukan hal-hal dengan kekerasan. {Nl} ini mungkin sangat baik menjadi kasus dengan wizard sekarang.
QUEST_LV_0200_20160218_009955	Ketika kamu mengutuk seseorang, kamu harus menggali kubur sendiri juga. {Nl} Apakah kamu mendapatkan apa artinya?
QUEST_LV_0200_20160218_009956	Membawa meriam berat sepanjang waktu jauh dari mudah.
QUEST_LV_0200_20160218_009957	Belum lagi bahwa bola meriam tidak bisa dibandingkan dengan peluru atau panah.
QUEST_LV_0200_20160218_009958	Biar bagaimanapun, aku tidak mencoba memberitahumu betapa sulitnya ini buatku.
QUEST_LV_0200_20160218_009959	Markmanship of Musketeers itu menarik kan? Dengan skill-skill seperti itu....{nl}Kamu dapat dengan cepat menghancurkan sekelompok musuh atau memberinya fatal blow.
QUEST_LV_0200_20160218_009960	Setelah Medzio Diena, Plague Doctors pun akan menjadi sangat penting.{nl}Itulah kenapa aku ingin memperbaiki Plague Doctors dan menolong bumi ini.
QUEST_LV_0200_20160218_009961	Aku tahu beberapa orang mengira numbers itu rumit.{nl}Aku benar-benar ga ngerti kenapa hal yang sesimpel itu menjadi sangat sulit.
QUEST_LV_0200_20160218_009962	Chaplin itu adalah.. Bisa dibilang kumpulan orang suci yang ada di dalam tentara.{nl} Mereka mengikuti kehendak Goddess, dan membantu tentara, dan berpikir untuk menjagai semuanya pada akhirnya.
QUEST_LV_0200_20160218_009963	Siapapun yang akan berangkat ke medan perang, pasti menginginkan mendapat doa sebagai berkat dari Goddess.{nl} Maka dari itu Chaplin dibutuhkan.
QUEST_LV_0200_20160218_009964	Begitulah. Akhirnya anda telah memutuskan untuk menjadi Chaplin.{nl} Priest seperti anda akan kami selalu terima kapanpun itu.{nl}
QUEST_LV_0200_20160218_009965	Hanya saja.. Disinipun ada sesuatu yang disebut proses.{nl}Hentikan, Bagaimana jika kau menolong pasukan kerajaan di tempat ini sebagai ganti PRmu?
QUEST_LV_0200_20160218_009966	Semakin lama, semakin cocok di hati ya.{nl} Para pasukan kerajaan yang ada di Dvasia Peak ini sedang menembus jalan melalui Gateway of Great King.{nl}
QUEST_LV_0200_20160218_009967	Tetapi karena gangguan dari monster sangatlah parah, sekarang kondisi dianggap sulit.{nl} Para tentara yang terluka adalah sebuah masalah, tetapi kerugian oleh karena material yang dirampas Para monster tidaklah sedikit.{nl}
QUEST_LV_0200_20160218_009968	Bunuhlah monster juga.. {nl} Jika anda mengambil kembali material yang dirampas, maka akan menjadi bantuan sangat berarti bagi para pasukan kerajaan.
QUEST_LV_0200_20160218_009969	Jika melakukan pekerjaan ini dengan selamat, maka dapat meninggalkan kesan yang baik bagi para pasukan kerajaan.{nl} Pastinya ini juga dapat menjadi cerita yang baik untuk merekomendasikan anda sebagai Chaplin.
QUEST_LV_0200_20160218_009970	Luar biasa.{nl} Belum apa-apa sudah terdengar pujian mengenai anda.{nl}
QUEST_LV_0200_20160218_009971	Kalau begitu, akan kuberitahukan hal-hal yang bisa dilakukan oleh Chaplin sekarang.
QUEST_LV_0200_20160218_009972	(Sesuatu tampaknya terukir di sini, tapi kabut hitam membuatnya sulit dilihat.){nl}
QUEST_LV_0200_20160218_009973	Inner shell of Keparis ini sempurna.{nl}Mereka akan tahan lama setelah dipoles dan diukir. {nl}Maukah kamu mencarikannya buatku?{nl}{nl}
QUEST_LV_0200_20160218_009974	Cepat sekali kamu.{nl}Sekarang aku dapat memoles inner shell ini dan membuatnya menjadi scripture. Terima kasih.{nl}
QUEST_LV_0200_20160218_009975	String yang dibuat dari Kulit Orange Dandel ini cukup bagus tapi agak pendek.{nl}Akan kuberikan anvil sebagai landasannya.{nl}Dapatkan kamu membuat bookbinding string dari leather string?{nl}
QUEST_LV_0200_20160218_009976	Pertama kamu membutuhkan leather string dari Orange Dandels.{nl}Lalu gunakan anvil untuk membentuknya menjadi sturdy bookbinding strings.{nl}
QUEST_LV_0200_20160218_009977	(Ada pahatan gambar Goddess es, manusia dan demon Goddess .)
QUEST_LV_0200_20160218_009978	Blacksmith Ilannye
QUEST_LV_0200_20160218_009979	Antanas yang menyuruhmu kemari kan?{nl}Kuberitahu, ini bukan permintaan yang mudah...{nl}
QUEST_LV_0200_20160218_009980	Kamu tahu, ga banyak yang mau menerima tugas ini. {nl}Apakah kamu menciptakan sebuah holy spell?
QUEST_LV_0200_20160218_009981	The chisel? Ah. {nl}Aku tidak tahu apa yang benar-benar diinginkan Antanas, Oleh karena itulah ku punya orang lain untuk mengurus hal ini.{nl}
QUEST_LV_0200_20160218_009982	Temui Jura.{nl}Dia bekerja di equipment shop.
QUEST_LV_0200_20160218_009983	Sampai jumpa lagi.{nl}Kembalilah jika ada yang perlu diperbaiki lagi.
QUEST_LV_0200_20160218_009984	Equipment Merchant Jura
QUEST_LV_0200_20160218_009985	The chisel?{nl}Ah, maksudnya sesuatu yang diminta Ilannye ?{nl}
QUEST_LV_0200_20160218_009986	Jura yang bertanggung jawab, bukan aku.{nl}Dia seorang equipment merchant.
QUEST_LV_0200_20160218_009987	Bagus, inilah yang aku inginkan.{nl}Aku bisa memulainya sekarang.
QUEST_LV_0200_20160218_009988	Kamu dapatkan chisel itu?{nl}Pesanan spesial selalu diterima dengan baik, jangan ragu untuk kembali lagi.
QUEST_LV_0200_20160218_009989	Kami sedang mengumpulkan objek-objek yang ditinggalkan Kedoran Merchant Alliance selama Medzio Diena.{nl}Pemimpin kami Merrisa sebagai penanggung jawab operasinya.
QUEST_LV_0200_20160218_009990	The 4th District tempat dia pergi itu seperti labirin. {nl}Kamu dan Kupole Daiva bisa mengikutinya.
QUEST_LV_0200_20160218_009991	Kumohon tunjukkan rasa simpatimu..{nl} Hauberk hanya tidak dapat mengingat kejahatan kejam yang dilakukannya di masa lalu.
QUEST_LV_0200_20160218_009992	Tidak perlu bersimpata pada Hauberk.{nl}Memang menyedihkan jiwanya telah terpisah, tapi dia juga seorang demon yang harus dimusnahkan.{nl}
QUEST_LV_0200_20160218_009993	Ia hanya masih tidak dapat mengingat kejahatan yang dilakukannya di masa lalu.{nl} Pastinya jika ia mengingat kembali namanya, maka akan terjadi pembantaian berdarah baru..{nl}
QUEST_LV_0200_20160218_009994	Karena Hauberk berada di dekat anda, maka tidak bisa mengatakan kebenaran.{nl} Mohon maaf.
QUEST_LV_0200_20160218_009995	Hauberk juga seorang penjahat. {nl}Tidak perlu bersimpati padanya.
QUEST_LV_0200_20160218_009996	Berhati-hatilah akan Hauberk yang bermaksud mengumpulkan kembali potongan jiwa dirinya.{nl} Potongan jiwa miliknya tidak bisa mengingat satu sama lain saja..{nl}
QUEST_LV_0200_20160218_009997	Jika ia mengingat kembali nama dirinya sendiri, maka akan terjadi pembantaian di tanah ini..
QUEST_LV_0200_20160218_009998	Semua karena kita terlalu terlena.{nl}Saat Laima memperingatkan bahwa kita dalam bahaya...{nl}Aku yakin aku bisa mengerti arti dari kata-kata itu.{nl}
QUEST_LV_0200_20160218_009999	Kamukah orang yang dikirim oleh mereka?{nl}Meskipun bukan kamu, maukah kamu menolong desa ini?{nl}
QUEST_LV_0200_20160218_010000	Tidak seperti Medzio Diena, tapi lebah-lebah itu telah berubah menjadi monster. {nl}Apiaries lainnya telah hancur, aku khawatir apa yang bakal terjadi pada kami.
QUEST_LV_0200_20160218_010001	Kamu disana.{nl}Apakah kamu bersama kelompok Saviors yang telah melarikan diri itu?{nl}
QUEST_LV_0200_20160218_010002	Bagus.{nl}Aku hanya percaya pada priests tapi aku tidak bisa seperti ini terus.{nl}
QUEST_LV_0200_20160218_010003	Aku ingin mengajak Savior berbakat sepertimu, bagaiman menurutmu?{nl}Aku akan membayarmu dengan layak.
QUEST_LV_0200_20160218_010004	Cepat sekali kamu kembali.{nl}Jadi, apa yang kamu lihat?
QUEST_LV_0200_20160218_010005	Kamukah Savior yang telah mensucikan Seal Tower?{nl}Akhirnya … kamu di sini.
QUEST_LV_0200_20160218_010006	Seal ini ada karena beberapa celah-dimensional crack tersebar di seluruh dunia...{nl}Jika seal ini rusak, para demon akan mulai menginvasi.{nl}
QUEST_LV_0200_20160218_010007	Ketika Medzio Diena Aku kehilangan banyak kekuatan, aku mengumpulkan seluruh sisa-sisa kekuatan untuk menciptakan seal ini...{nl}Meskipun sendirian, aku mampu mengatur seal yang sangat terbatas ini...
QUEST_LV_0200_20160218_010008	Terima kasih, Seal Uskis Arable Land sudah stabil.{nl}Bagimanapun, banyak Saviors yang telah kehilangan kesadarannya {nl}oleh energi jahat seal di Spring Light Woods.{nl}
QUEST_LV_0200_20160218_010009	Sepertinya obrolan ini telah selesai.{nl}Mari kita lihat apa kesimpulannya.
QUEST_LV_0200_20160218_010010	Saat pertama kamu datang padaku Aku penasaran, apakah kamu layak mendapat titel Hoplite...{nl}Tapi lihatlah kamu sekarang, seorang full-fledged Hoplite.{nl}
QUEST_LV_0200_20160218_010011	Akhirnya, ini sepertinya Test terakhirmu.{nl}Aku ingin melihat hasil latihanmu selama ini.
QUEST_LV_0200_20160218_010012	Apsimesti Crossroads merupakan jalan yang panjang pada tahap test terakhir Hoplites.{nl}Banyak Hoplites telah bertarung melawan monster dan peperangan hingga spear mereka hancur...{nl}
QUEST_LV_0200_20160218_010013	Semua tombak dan armor mereka yang rusak..{nl}Buah usaha tersebut akan menjadi penentu kualifikasi akhirmu.{nl}
QUEST_LV_0200_20160218_010014	Tes ini bukan hanya berfungsi untuk mengukur kekuatanmu. {nl} Tingkat level yang dibutuhkan untuk mencoba juga tidak dapat dicapai dengan mudah. {nl}
QUEST_LV_0200_20160218_010015	Untuk menyelesaikannya kamu harus melakukannya sendiri dengan {nl} upaya melaluinya untuk menapai level akhir.
QUEST_LV_0200_20160218_010016	Good job.{nl}Kamu akan menjadi panutan yang baik untuk para calon Hoplites di masa depan.{nl}
QUEST_LV_0200_20160218_010017	Aku tahu kamu sudah pada level atas, tapi jika ada sesuatu yang kamu butuhkan, datanglah padaku.
QUEST_LV_0200_20160218_010018	Kamu terlihat lebih mencolok daripada saat pertama aku melihatmu kawan. {nl} Baiklah, aku akan mengajarkan teknik terakhir Barbarian.{nl}
QUEST_LV_0200_20160218_010019	Aku akan berterus terang, aku meragukan apa kamu punya kemampuan untuk menangani mereka.
QUEST_LV_0200_20160218_010020	Berbicara itu murah. Yang penting adalah kemampuanmu. {nl} Obat ini adalah sesuatu yang saya gunakan untuk pelatihan di kotaku...{nl} Sebenarnya itu lebih seperti racun. {nl}
QUEST_LV_0200_20160218_010021	Minum dan mengalahkan monster yang turun di Apsimesti Crossroads.{nl}Tentu saja, kamu harus melakukannya sendiri.
QUEST_LV_0200_20160218_010022	Tapi kamu cukup kuat sejauh ini. Kamu bisa berhenti jika kamu mau.{nl}Jika itu yang kamu inginkan.
QUEST_LV_0200_20160218_010023	Tampaknya kesenanganmu akan kekuatan lebih besar dariku.{nl}Aku suka. Aku akan mengajarkan semua yang aku tahu.
QUEST_LV_0200_20160218_010024	Wew, kamu seorang Rodelero sekarang.{nl}Tapi untuk benar-benar lebih kuat, kamu harus belajar meningkatkan kekuatanmu sekali lagi.
QUEST_LV_0200_20160218_010025	Kamu tampak siap.{nl}Pergilah ke Apsimesti Crossroads dan lawan beberapa momon.{nl}
QUEST_LV_0200_20160218_010026	Sepertinya mudah bukan?{nl}Bagaimana bila kemudian bertarung tanpa shield kamu?
QUEST_LV_0200_20160218_010027	Sebuah perisai Rodelero adalah kawan yang paling dapat diandalkan.{nl}Tapi kamu tidak dapat menjadi pejuang sejati jika kamu tidak percaya diri dengan kekuatanmu.
QUEST_LV_0200_20160218_010028	Sekali lagi kamu membuktikan potensimu.{nl}Serahkan sisanya padaku. Aku akan mengajarkan teknik yang akan membuatmu tercengang.
QUEST_LV_0200_20160218_010029	Kupikir kamu akan menyerah..{nl}Tapi disini, kamu harus benar-benar seperti Cataphracts, ya?{nl}
QUEST_LV_0200_20160218_010030	Kamu tidak terlalu buruk.{nl} Jika kamu menyelesaikan tugas aku akan berpikir untuk memberikanmu... Aku mungkin hanya akan mulai menyukai kamu.{nl}
QUEST_LV_0200_20160218_010031	Ini sangat sederhana.{nl}Yang harus kamu lakukan adalah pergi ke Crossroads Apsimesti dan mengalahkan bebrapa momon.{nl}
QUEST_LV_0200_20160218_010032	Tapi jangan lupa, kita Cataphracts.{nl}Aku akan benar-benar kecewa jika kamu tidak menunggangi companionmu setiap saat.
QUEST_LV_0200_20160218_010033	Jika kamu tidak terbiasa bertarung dengan menunggangi companionmu.{nl} Kamu mungkin akan menyerah menjadi Cataphracts.{nl} Jangan bilang kamu bingung.
QUEST_LV_0200_20160218_010034	Bravo! {Nl} Aku hanya setengah-bercanda sebelumnya, tapi aku apa kamu benar-benar bisa melakukannya.{nl}
QUEST_LV_0200_20160218_010035	Jangan ragu untuk datang menemuiku lagi. {Nl} Aku pikir aku bisa mengajarkan kamu beberapa hal.{nl}{nl}
QUEST_LV_0200_20160218_010036	Maaf, tapi ada sesuatu yang aku ingin kamu lakukan yang lebih mendesak daripada Tes akhirmu.{nl} Banyak monster di Apsimesti Crossroads dan orang-orang dalam bahaya. {Nl}
QUEST_LV_0200_20160218_010037	Gunakan apa yang telah kamu pelajari untuk mengalahkan monster. {Nl} Aku harusnya jadi orang yang menangani ini, tapi ini hal yang mendesak, jadi yang kita lakukan ini bukan bagian dari Tes.
QUEST_LV_0200_20160218_010038	Seorang broker berdiri antara hidup dan mati...{nl} Begitulah Master Bokor dari Klaipeda menggambarkan Bokor.
QUEST_LV_0200_20160218_010039	Entah kenapa, itu tidak berlaku bagi manusia. {Nl} Kamu harus membantu orang-orang sesuai kehendak Goddess. Ingat itu.
QUEST_LV_0200_20160218_010040	Tindakan yang mengesankan.{nl} Sekarang aku akan mengajarkan sesuatu yang aku tahu tentang menjadi Bokor.
QUEST_LV_0200_20160218_010041	Aku pikir itu ketika levelku masih sekitar levelmu...{nl} Tesla mengatakan kepadaku ini sebagai pengajaran terakhirnya. {Nl}
QUEST_LV_0200_20160218_010042	Kamu dapat memiliki mata terbaik untuk bahan dan teknik terbaik..{nl} Tapi tanpa perawatan yang tepat kamu tidak akan bertahan lama sebagai pematung. {Nl}
QUEST_LV_0200_20160218_010043	Waktu itu aku tak tahu apa yang dia maksud, tapi sekarang aku pikir aku melakukannya.{nl}Kamu dapat membuat patung terbaik dengan bahan terbaik. {nl}Tapi jika pekerjaanmu tidak selesai, bukankah itu tidak berguna?{nl}
QUEST_LV_0200_20160218_010044	Itu sebabnya maintenance sangatlah penting.{nl}Aku hanya menerima perintah yang akan bagus untukmu, apa kamu ingin mencobanya?
QUEST_LV_0200_20160218_010045	Mari kita ini sebagai Tes terakhirmu, lalu. {nl} Para imam meminta pekerjaan perbaikan pada pakung Goddess Vakarine di Orsha dan Fedimian. {Nl}
QUEST_LV_0200_20160218_010046	Pertama, pergi ke Bellai Rainforest dan dapatkan beberapa bubur Papaya berminyak. {Nl} Aku akan menggunakannya untuk memuat balsem untuk memperbaiki patung.
QUEST_LV_0200_20160218_010047	Tesla selalu berkata bahwa suatu karya yang jujur sabar menanggung perawatan selama ratusan tahun. {Nl} hmm... Aku pikir dia benar.
