QUEST_LV_0400_20161005_000001	Kedoran Alliance Merchant Alta
QUEST_LV_0400_20171128_002554	Goddess Vaivora is waiting for you in Valandis Room 3.
QUEST_LV_0400_20171128_002555	Protect the Bluenode Collapsing Device
QUEST_LV_0400_20171128_002556	Goddess Vaivora has asked you to protect the Bluenode Collapsing Device for it to run in a stable state.
QUEST_LV_0400_20171128_002557	You have defeated all demons who have been attacking the Bluenode Collapsing Device.
QUEST_LV_0400_20171128_002558	Collect Monumental Magic Sources
QUEST_LV_0400_20171128_002559	Goddess Vaivora has asked you to collect Monumental Magic Source to recharge the Flicid Collapsing Device. She has also told you to go to Neringa for instructions after collecting the sources.
QUEST_LV_0400_20171128_002560	You have collected enough Monumental Magic Source. Go to Neringa for further instructions.
QUEST_LV_0400_20171128_002561	Activate the Flicid Collapsing Device
QUEST_LV_0400_20171128_002562	Neringa has instructed you on the final plan and how to activate the Flicid Collapsing Device. Activate the Flicid Collapsing Device.
QUEST_LV_0400_20171128_002563	The Flicid Collapsing Device has been activated. Report to Goddess Vaivora.
QUEST_LV_0400_20171128_002564	Talk to Kupole Scaia
QUEST_LV_0400_20171128_002565	Goddess Vaivora has asked you to help Kupole Scaia and activate the Ballandans Collapsing Device. First, go find Kupole Scaia.
QUEST_LV_0400_20171128_002566	Kupole Scaia is waiting for you in Valandis Room 3.
QUEST_LV_0400_20171128_002567	Kupole Scaia has asked you to defeat the demons in the area to activate the collapsing device. Defeat the demons and activate the Ballandans Collapsing Device.
QUEST_LV_0400_20171128_002568	Activate the Ballandans Collapsing Device
QUEST_LV_0400_20171128_002569	Kupole Scaia has asked you to activate the Ballandans Collapsing Device. Activate the device and protect it from the demons' attacks.
QUEST_LV_0400_20171128_002570	You have activated the Ballandans Collapsing Device. Return to Goddess Vaivora.
QUEST_LV_0400_20171128_002571	Defeat Demon Lord Luci
QUEST_LV_0400_20171128_002572	Neringa has instructed you to make it look as if demons have destroyed the Ballanorth Collapsing Device. After activating the device, defeat Demon Lord Luci near the device. After defeating Demon Lord Luci, the magic explosion will overload the collapsing device and destroy it.
QUEST_LV_0400_20171128_002573	As planned, Demon Lord Luci has been defeated, and the Ballanorth Collapsing Device has been destroyed due to overload. Report to Neringa.
QUEST_LV_0400_20171128_002574	Neringa is waiting for you in Valandis Room 91.
QUEST_LV_0400_20171128_002575	Shadow of the Black Wing
QUEST_LV_0400_20171128_002576	Destroy Demon Dimensional Door
QUEST_LV_0400_20171128_002577	Before fighting Giltine, Neringa has told you to destroy the Dimensional Doors that the demons have been using for their invasions. Destroy all the Dimensional Doors before meeting with Neringa.
QUEST_LV_0400_20171128_002578	Track down Giltine
QUEST_LV_0400_20171128_002579	Neringa has told you that Giltine has approached the Revelation. Protect and follow Neringa to track down Giltine.
QUEST_LV_0400_20171128_002580	Confront Demon Goddess Giltine
QUEST_LV_0400_20171128_002581	Demon Goddess Giltine has finally reached the Revelation. Neringa has told you to follow Laima's prophecy and put on end to the plan.
QUEST_LV_0400_20171128_002582	You have followed Laima's prophecy. Report to Goddess Vaivora.
QUEST_LV_0400_20171128_002583	Defeat the demons carrying Magic Signals
QUEST_LV_0400_20171128_002584	Kupole Rugile has asked you to eliminate demons who have been creating points of invasions. Defeat the demons who are carrying Magic Signals.
QUEST_LV_0400_20171128_002585	You have defeated enough demons carrying Magic Signals. Report to Kupole Rugile.
QUEST_LV_0400_20171128_002586	Kupole Rugile has told you that the demons have stolen unidentified records. Defeat the demons to retrieve the records.
QUEST_LV_0400_20171128_002587	You have retrieved enough unidentified records. Give them to Kupole Rugile.
QUEST_LV_0400_20171128_002588	Talk to Skirgaila
QUEST_LV_0400_20171128_002589	Something has happened to Skirgaila, who is a member of the resistance scouts.{nl}Go talk to Skirgaila.
QUEST_LV_0400_20171128_002590	Talk to the Beholder
QUEST_LV_0400_20171128_002591	A lieutenant of the search squad has been captured by the Beholder.{nl}Find the Beholder and ask what happened.
QUEST_LV_0400_20171128_002592	You'll have to help the Beholder to save the lieutenant.{nl}Talk to the Beholder.
QUEST_LV_0400_20171128_002593	Absorb magic from a Crystal stone in Prieblanda Rest Place
QUEST_LV_0400_20171128_002594	In order to remove the protection wall surrounding a Crystal Stone in Prieblanda Rest Place, find the deactivation procedure to deactivate its protection. After the protection has been removed, absorb magic from the Crystal Stone.
QUEST_LV_0400_20171128_002595	You have deactivated the Crystal Stone and filled the orb with magic.{nl}Give the orb to the Beholder.
QUEST_LV_0400_20171128_002596	Ask the Beholder where the next crystal is.
QUEST_LV_0400_20171128_002597	Absorb magic from a Crystal Stone in Lemtis Lot
QUEST_LV_0400_20171128_002598	The Beholder has asked you to absorb magic from a Crystal Stone in the Lot.{nl}Investigate the Crystal Stone to find the deactivation procedure and deactivate its protection. After the protection has been removed, absorb magic from the Crystal Stone.
QUEST_LV_0400_20171128_002599	You have absorbed magic from the Crystal Stone in the lot.{nl}Talk to the Beholder to hand over the absorbed magic.
QUEST_LV_0400_20171128_002600	Investigate the Crystal Stone in Lemtis Lot
QUEST_LV_0400_20171128_002601	Crystal Stone in the crossroad
QUEST_LV_0400_20171128_002602	You have absorbed magic from the Crystal Stone in the lot. Hand over the orb to the Beholder and ask where to find next.
QUEST_LV_0400_20171128_002603	Absorb magic from the Crystal Stone in Zibukas Crossroad
QUEST_LV_0400_20171128_002604	The Beholder has asked you to check the Crystal Stone in Zibukas Crossroad.{nl}Go to the crossroad to investigate.
QUEST_LV_0400_20171128_002605	The Crystal Stone in Zibukas Crossroad seems to be protected with strong magic.{nl}Inform the Beholder about this.
QUEST_LV_0400_20171128_002606	The Beholder might have some ideas on how to remove the protection.{nl}Talk to the Beholder.
QUEST_LV_0400_20171128_002607	Absorb magic with a Magic Nullifying Tool
QUEST_LV_0400_20171128_002608	The Beholder has given you a tool to nullify magic, and told you to fill the tool with magic.{nl}Defeat the demons in the area to absorb their souls into the tool.
QUEST_LV_0400_20171128_002609	You have filled the tool with magic.{nl}Use the tool to nullify the protection and absorb the Crystal Stone's magic.
QUEST_LV_0400_20171128_002610	You have nullified the protection and absorbed its magic into an orb.{nl}Take it to the Beholder.{nl}
QUEST_LV_0400_20171128_002611	You have given the Beholder the orb, but the Beholder doesn't seem to be satisfied.{nl}Listen to what the Beholder has to say.
QUEST_LV_0400_20171128_002612	Investigate the area around the crossroad
QUEST_LV_0400_20171128_002613	The Beholder has asked you to investigate the area around the crossroad.{nl}Go investigate where the Beholder has mentioned.
QUEST_LV_0400_20171128_002614	You have defeated all demons who have ambushed you.{nl}Tell the Beholder what happened.
QUEST_LV_0400_20171128_002615	Defeat ambushing demons
QUEST_LV_0400_20171128_002616	The Beholder thinks the vanished light has a suspicious quality to it.{nl}Talk to the Beholder.
QUEST_LV_0400_20171128_002617	Battle with Demon Lord Solcomm
QUEST_LV_0400_20171128_002618	It was Demon Lord Solcomm who sent out the light.{nl}In order to save the lieutenant from the Beholder, you must defeat Solcomm.
QUEST_LV_0400_20171128_002619	Injured Solcomm has run away from the battle.{nl}Go to the Beholder and ask what the next plan is.
QUEST_LV_0400_20171128_002620	Skirgaila seems to have more requests.{nl}Go talk to Skirgaila.
QUEST_LV_0400_20171128_002621	Burn the Supply Boxes
QUEST_LV_0400_20171128_002622	Skirgaila says they have found some supply boxes that are owned by demons.{nl} Go to Menua Crossroad and burn the supply boxes in the area.
QUEST_LV_0400_20171128_002623	You have burned all the supply boxes in the area.{nl}Go back to Skirgaila and report.
QUEST_LV_0400_20171128_002624	Skirgaila is impressed with your capabilities, and have more favors to ask.{nl}Talk to Skirgaila.
QUEST_LV_0400_20171128_002625	Investigate Zibukas Crossroad
QUEST_LV_0400_20171128_002626	Skirgaila has asked you to examine and record the ecosystem of Zibukas Crossroad.{nl}Go to the crossroad and record what you've found.
QUEST_LV_0400_20171128_002627	You have recorded all the necessary information.{nl}Bring the recorded document and hand it over to Skirgaila.
QUEST_LV_0400_20171128_002628	Skirgaila has found something from the record you've made.{nl}Talk to Skirgaila.
QUEST_LV_0400_20171128_002629	Burn the supplies wagon at the crossroad
QUEST_LV_0400_20171128_002630	Pour oil over the demons' supply wagon and use a match to burn it.
QUEST_LV_0400_20171128_002631	You have burned all the supply wagons.{nl}Report to Skirgaila.
QUEST_LV_0400_20171128_002632	Skirgaila needs more help for the investigation.{nl}Talk to Skirgaila.
QUEST_LV_0400_20171128_002633	Defeat demons around Lanko 26 Waters
QUEST_LV_0400_20171128_002634	Defeat demons around Lanko 26 Waters for the resistance and their investigations.
QUEST_LV_0400_20171128_002635	You have defeated all demons around Lanko 26 Waters.{nl}Report to Skirgaila.
QUEST_LV_0400_20171128_002636	Where is the Recruit?
QUEST_LV_0400_20171128_002637	Talk to Abraomas
QUEST_LV_0400_20171128_002638	Abraomas is worried about a recruit who has ignored orders and went out alone to look for the missing lieutenant.{nl}Listen to what Abraomas has to say.
QUEST_LV_0400_20171128_002639	Track down the recruit
QUEST_LV_0400_20171128_002640	Search for clues on the whereabouts of the recruit.{nl}Gather everything you can.
QUEST_LV_0400_20171128_002641	You have gathered enough clues.{nl}Go to Abraomas.
QUEST_LV_0400_20171128_002642	Abraomas is getting restless after hearing what you've found.{nl}Talk to Abraomas.
QUEST_LV_0400_20171128_002643	Look for the recruit
QUEST_LV_0400_20171128_002644	Abraomas isn't ready to give up yet. He has asked you to go to the other side to look for the recruit.{nl}Go over the other side to look for the recruit.
QUEST_LV_0400_20171128_002645	You have learned some clues to whereabouts of the recruit from a demon you defeated.{nl}Pass the information to Abraomas.
QUEST_LV_0400_20171128_002646	Looking for clues on the recruit
QUEST_LV_0400_20171128_002647	Defeated %
QUEST_LV_0400_20171128_002648	Abraomas seems to be relieved to hear about the recruit.{nl}Talk to Abraomas.
QUEST_LV_0400_20171128_002649	Talk to Leonardas
QUEST_LV_0400_20171128_002650	Abraomas has asked you to help the recruit who is in danger.{nl}Go to Lanko 22 Waters and find Leonardas.
QUEST_LV_0400_20171128_002651	The Beholder wants you to follow Solcomm.{nl}Talk to the Beholder.
QUEST_LV_0400_20171128_002652	Find Solcomm
QUEST_LV_0400_20171128_002653	Go to Lanko 22 Waters and track down Solcomm.{nl}
QUEST_LV_0400_20171128_002654	Talk to Demon Lord Solcomm
QUEST_LV_0400_20171128_002655	By following the blue light, you were able to find Solcomm, who seems to be injured.{nl}Solcomm wants to tell you something.{nl}Listen to what he has to say.
QUEST_LV_0400_20171128_002656	Solcomm has a proposition for you.{nl}Talk to Solcomm.
QUEST_LV_0400_20171128_002657	Solcomm is offering you a deal.{nl}Take the deal, and ask for details.
QUEST_LV_0400_20171128_002658	Solcomm wants to destroy the crystal stones nearby.{nl}Ask Solcomm for details.
QUEST_LV_0400_20171128_002659	Destroy the crystal stone in Negilus Inner Court
QUEST_LV_0400_20171128_002660	Solcomm has told you that the crystal stone in Negilus Inner Court can be destroyed by blowing up its protection devices.{nl}Go to Negilus Inner Court and activate the crystal stone's protection devices by touching them. After that, destroy the devices.
QUEST_LV_0400_20171128_002661	You have destroyed the crystal stone in the inner court.{nl}Go back to Solcomm.
QUEST_LV_0400_20171128_002662	Crystal stone in the garden
QUEST_LV_0400_20171128_002663	There is another crystal stone that needs to be destroyed. Go talk to Solcomm.{nl}
QUEST_LV_0400_20171128_002664	Craft a Magic Nullification Bomb
QUEST_LV_0400_20171128_002665	Solcomm wants you to destroy the crystal and its protection magic located in Oro Garden.{nl}With the recipe Solcomm gave you, craft a 
QUEST_LV_0400_20171128_002666	Magic Nullification Bomb
QUEST_LV_0400_20171128_002667	The root can be collected from Lily Velly and Jelly Velly.
QUEST_LV_0400_20171128_002668	Craft %s
QUEST_LV_0400_20171128_002669	Destroy the crystal stone in Oro Garden
QUEST_LV_0400_20171128_002670	You have crafted a Magic Nullification Bomb.{nl}Use the bomb to destroy the crystal stone.
QUEST_LV_0400_20171128_002671	Talk to Solcomm
QUEST_LV_0400_20171128_002672	You have destroyed the crystal stone in the garden.{nl}Go back to Solcomm.
QUEST_LV_0400_20171128_002673	Solcomm wants to tell you how to destroy the crystal stone on the other side.{nl}Go and talk to Solcomm.
QUEST_LV_0400_20171128_002674	Activate the self-destruction device in Dregnas Lot
QUEST_LV_0400_20171128_002675	Solcomm has hidden a self-destruction device in Dregnas Lot.{nl}Inspect the rocks in the lot to find the device and activate it.{nl}Some demons might appear to attack you.
QUEST_LV_0400_20171128_002676	You can feel the ground trembling. It seems that the crystal stone was destroyed.{nl}Go back to Solcomm.
QUEST_LV_0400_20171128_002677	After all the crystal stones have been destroyed, Solcomm is deep in thought.{nl}Talk to Solcomm.
QUEST_LV_0400_20171128_002678	Battle with Solcomm
QUEST_LV_0400_20171128_002679	Solcomm wants you to help him to defeat the Beholder. However, in order to save the Lieutenant, you need to defeat Solcomm.{nl}Defeat Solcomm in a battle.
QUEST_LV_0400_20171128_002680	You have defeated Solcomm.{nl}Go talk to the Beholder to save the Lieutenant.
QUEST_LV_0400_20171128_002681	Leonardas wants you to do something for him to safely return to his peers.{nl}Talk to Leonardas.
QUEST_LV_0400_20171128_002682	Collect ingredients
QUEST_LV_0400_20171128_002683	Leonardas wants to craft a special sap. Collect leaves from Lily Velly and Jelly Velly.
QUEST_LV_0400_20171128_002684	You have collected the leaves for Leonardas.{nl}Give them to Leonardas.
QUEST_LV_0400_20171128_002685	Talk to Leonardas to hear what his next plans are.
QUEST_LV_0400_20171128_002686	Find catalysts from the storage
QUEST_LV_0400_20171128_002687	Search boxes in a storage near Sviesus Crossroad to find magic catalysts.
QUEST_LV_0400_20171128_002688	You have gathered enough catalysts.{nl}Give them to Leonardas.
QUEST_LV_0400_20171128_002689	Found a Magic Catalyst inside the box
QUEST_LV_0400_20171128_002690	Leonardas has begun crafting the sap.{nl}Receive instructions from Leonardas.
QUEST_LV_0400_20171128_002691	Combine the Sap with the Lakeland Spirits
QUEST_LV_0400_20171128_002692	Leonardas has asked you to create the sap by using collected ingredients, his tools, and essence of the lake.{nl}Combine the sap by following his instructions.{nl}
QUEST_LV_0400_20171128_002693	You have combined the sap.{nl}Go back to Leonardas.
QUEST_LV_0400_20171128_002694	Leonardas wants to test the combined sap.{nl}Talk to Leonardas.
QUEST_LV_0400_20171128_002695	Testing the sap on monsters
