QUEST_LV_0400_20161005_000001	케도라 상단원 알타
QUEST_LV_0400_20161005_001219	쿠게리 자비에게서 %s 입수
QUEST_LV_0400_20161005_001220	인드라야는 여러 장의 지령서를 통해 자신을 쫓고 있던 마족의 현재 상황을 추측한 것 같습니다. 이제 그녀에게 다음으로 해야 할 일을 물어 보세요.
QUEST_LV_0400_20161005_001221	마족 발테리스를 처치하고 왕릉의 상자 회수
QUEST_LV_0400_20161005_001222	인드라야는 마족 발테리스를 물리치고 그가 빼앗아 간 왕릉의 상자를 회수 해야 왕릉의 입구를 계속 조사할 수 있다고 합니다. 아페이고스 제단을 조사 중인 발테리스를 찾아 그를 물리치세요.
QUEST_LV_0400_20161005_001223	발테리스를 무찌르고 왕릉의 상자를 회수하는 데에 성공하였습니다. 인드라야에게 돌아가 상자를 건네 주세요.
QUEST_LV_0400_20161005_001224	인드라야는 이제 되찾은 왕릉의 상자의 수수께끼를 풀고 상자를 열어보려고 합니다. 그녀를 도울 방법이 있는지 물어보세요.
QUEST_LV_0400_20161005_001225	마법걸린 나무들을 찾아 문장 반응시키기
QUEST_LV_0400_20161005_001226	인드라야는 색과 관련된 힌트가 필요하다고 합니다. 그녀가 준 지도에 표시되어 있는 마법걸린 나무를 찾아 왕가의 문장을 반응시키고 무슨 현상이 일어나는지 조사하세요.
QUEST_LV_0400_20161005_001227	다섯 그루의 나무가 각각 다른 색의 빛을 발산하는 것을 목격하였습니다. 인드라야에게 본 사실대로 이야기해 주세요.
QUEST_LV_0400_20161005_001228	인드라야는 상자 안에 들어있던 석판의 기록을 바탕으로 새로운 실마리를 찾은 것 같습니다. 그녀가 무엇을 알아내었는지 물어보세요.
QUEST_LV_0400_20161005_001229	라이카스 교차로를 조사
QUEST_LV_0400_20161005_001230	인드라야는 석판에 중앙지역의 위치와 함께 알 수 없는 글귀가 씌여 있었다고 합니다. 그녀와 함께 라이카스 교차로로 가서 글귀의 수수께끼를 풀어보세요. 그녀가 건네 준 쪽지를 보면 글귀를 다시 확인할 수 있습니다.
QUEST_LV_0400_20161005_001231	장치의 반응을 지켜보기
QUEST_LV_0400_20161005_001232	왕의 석상이 무언가 반응을 보이고 있습니다. 무슨 일이 일어나는지 끝까지 지켜보세요.
QUEST_LV_0400_20161005_001233	전승에서 문지기라고 표현했던 숨겨진 기둥을 발견하였습니다. 문지기 앞에 있는 인드라야와 대화하세요.
QUEST_LV_0400_20161005_001234	인드라야는 문지기에게 자신이 왕가의 핏줄임을 증명할 방법을 고민하고 있는 것 같습니다. 뭔가 좋은 방법이 없을지 그녀와 상의해 보세요.
QUEST_LV_0400_20161005_001235	왕가의 문장에 쿠게리의 영혼 흡수시키기
QUEST_LV_0400_20161005_001236	인드라야는 왕가의 문장에 마력을 충전시켜 달라고 부탁했습니다. 주변의 쿠게리 부족을 해치우고 쿠게리의 영혼을 대신 문장에 흡수시키세요.
QUEST_LV_0400_20161005_001237	왕가의 문장에 어느정도 마력이 충전된 것 같습니다. 인드라야에게 문장을 전달해 주세요.
QUEST_LV_0400_20161005_001238	성공적으로 왕릉의 입구를 발견했지만 더 이상의 진행은 어려운 듯 합니다. 인드라야에게 이제 어떻게 할 생각인지 물어 보세요.
QUEST_LV_0400_20161005_001239	쿠게리 누마니의 지팡이 수집
QUEST_LV_0400_20161005_001240	인드라야는 왕릉의 입구를 다시 봉인할 생각입니다. 왕가의 문장을 더 사용하기엔 무리가 있는 것 같으니 쿠게리 누마니의 지팡이를 모아다 주세요.
QUEST_LV_0400_20161005_001241	왕릉 입구의 재봉인에 필요한 정도의 지팡이가 충분히 모였습니다. 인드라야가 재봉인을 할 수 있도록 그녀에게 지팡이를 건네 주세요.
QUEST_LV_0400_20161005_001242	쿠게리 누마니에게서 %s 획득
QUEST_LV_0400_20161005_001243	인드라야는 왕릉의 입구를 다시 숨겼지만 그 사실을 알고 있을 발테리스의 남은 협력자들이 신경쓰이는 모양입니다. 우선 그녀와 대화해 보세요.
QUEST_LV_0400_20161005_001244	쿠게리 부족을 처치
QUEST_LV_0400_20161005_001245	인드라야는 발테리스의 지시를 받던 쿠게리들이 아직 남아 있어 비밀유지에 방해가 된다고 생각합니다. 그녀의 요청대로 쿠게리 부족을 처치해 주세요.
QUEST_LV_0400_20161005_001246	인드라야가 요청한 수 만큼의 쿠게리들을 처치할 수 있었습니다. 그녀에게 돌아가 그 사실을 전해 주세요.
QUEST_LV_0400_20161005_001247	쿠게리 부족 처치
QUEST_LV_0400_20161005_001248	전설의 흔적
QUEST_LV_0400_20161005_001249	아퀼라스와 대화
QUEST_LV_0400_20161005_001250	아퀼라스와 대화하세요
QUEST_LV_0400_20161005_001251	주변 식물들 구하기
QUEST_LV_0400_20161005_001252	아퀼라스를 도와 주변에 있는 식물들을 채집하세요
QUEST_LV_0400_20161005_001253	메켄과 대화
QUEST_LV_0400_20161005_001254	메켄과 대화하세요
QUEST_LV_0400_20161005_001255	우그니스와 대화
QUEST_LV_0400_20161005_001256	우그니스와 대화하세요
QUEST_LV_0400_20161005_001257	빌카스의 냄새 나는 털 구하기
QUEST_LV_0400_20161005_001258	플레세트 수색지가 빌카스의 서식지라 수색 활동에 어려움이 있습니다. 우그니스는 빌카스의 냄새나는 털을 간직하고 있으면 몸에서 빌카스의 냄새가 몬스터들이 공격하지 않을거라 합니다. 빌카스의 냄새 나는 털을 구하세요
QUEST_LV_0400_20161005_001259	빌카스와 빌카스 궁수를 처치해 %s 구하기
QUEST_LV_0400_20161005_001260	빌카스의 서식지 수색
QUEST_LV_0400_20161005_001261	빌카스의 서식지에 플레세트가 있는지 확인하려고 했지만 몬스터의 경계심때문에 수색이 쉽지 않습니다. 빌카스의 냄새 나는 털을 사용해 빌카스의 경계심을 푼 뒤 빌카스의 서식지에서 플레세트를 수색하세요
QUEST_LV_0400_20161005_001262	카이넨 나루터에서 제노나스 찾기
QUEST_LV_0400_20161005_001263	우그니스가 제노나스는 카이넨 나루터에 있다고 합니다. 카이넨 나루터로 가 제노나스의 수색 상황을 전달 받으세요
QUEST_LV_0400_20161005_001264	제노나스와 대화
QUEST_LV_0400_20161005_001265	제노나스와 대화하세요
QUEST_LV_0400_20161005_001266	메켄의 캠프로 가보기
QUEST_LV_0400_20161005_001267	메켄의 캠프로 가 제노나스를 말리세요
QUEST_LV_0400_20161005_001268	플레쳐 마스터와 대화하세요
QUEST_LV_0400_20161005_001269	롬펠누카의 마력 정수 구하기
QUEST_LV_0400_20161005_001270	플레세트 탐색 장치를 만들기 위해선 롬펠누카의 마력 정수가 필요하다고 합니다. 롬펠누카를 처치하고 마력 정수 구하세요
QUEST_LV_0400_20161005_001271	롬펠누카를 처치해 %s 구하기
QUEST_LV_0400_20161005_001272	빌카스의 정수 구하기
QUEST_LV_0400_20161005_001273	롬펠누카의 정수를 제어하기 위해선 빌카스의 정수가 필요하다고 합니다. 빌카스를 처치해 빌카스의 정수를 구하세요
QUEST_LV_0400_20161005_001274	빌카스를 처치해 %s 구하기
QUEST_LV_0400_20161005_001275	플레세트 탐색 장치로 플레세트 찾기
QUEST_LV_0400_20161005_001276	완성된 플레세트 탐색 장치로 플레세트를 찾으세요
QUEST_LV_0400_20161005_001277	메이번의 유지
QUEST_LV_0400_20161005_001278	사제 린타스와 대화
QUEST_LV_0400_20161005_001279	사제 린타스와 대화하세요
QUEST_LV_0400_20161005_001280	변형 마법 해제 문서 찾아오기
QUEST_LV_0400_20161005_001281	몬스터에 의해서 흩어진 변형 마법 해제 문서를 되찾아오세요.
QUEST_LV_0400_20161005_001282	%s 찾아오기
QUEST_LV_0400_20161005_001283	활력의 구로 활용해 보주 찾기
QUEST_LV_0400_20161005_001284	봉인을 푸는데 필요한 보주가 몬스터에 의해 흩어졌습니다. 사제 린타스는 활력의 구를 활용해 보주를 찾자고 합니다. 활력의 구를 사용하면 구 안에 있던 마력이 흘러나와 보주로 이동합니다. 활력의 구 안에서 나온 마력을 따라가 보주를 찾으세요
QUEST_LV_0400_20161005_001285	사제 린타스를 따라가기
QUEST_LV_0400_20161005_001286	사제 린타스가 카듀멜 국왕의 기념비를 찾았습니다. 사제 린타스를 따라가세요
QUEST_LV_0400_20161005_001287	사제 린타스와 함께 카듀멜 국왕의 기념비를 찾기
QUEST_LV_0400_20161005_001288	사제 린타스가 카듀멜 국왕의 두번째 기념비를 찾자고 합니다. 그와 함께 카듀멜 국왕의 두번째 기념비를 찾으세요. 아카틴 삼거리 근처를 이동하다 보면 린타스가 주변을 탐색할 것입니다.
QUEST_LV_0400_20161005_001289	미탤리 약초 구하기
QUEST_LV_0400_20161005_001290	기념비 근처에 있는 고사리에서 나온 포자때문에 사제 린타스에게 마비 증세가 왔습니다. 마비 증세를 완화하기 위해선 미탤리 약초가 필요합니다. 아우스네 공터와 그 주변 에서 미탤리 약초를 구하세요.
QUEST_LV_0400_20161005_001291	빌카스의 바짝 마른 피부 구하기
QUEST_LV_0400_20161005_001292	기념비 주변에 있는 고사리 때문에 기념비를 확인하는데 어려움이 있어 고사리를 모두 태워야 합니다. 빌카스의 바짝 마른 피부로 고사리를 태우세요
QUEST_LV_0400_20161005_001293	고사리들 불태우기
QUEST_LV_0400_20161005_001294	빌카스의 바짝 마른 피부를 이용해서 고사리들을 태우세요.
QUEST_LV_0400_20161005_001295	탐지기로 카듀멜 국왕의 기념비를 찾기
QUEST_LV_0400_20161005_001296	사제 린타스는 고사리 포자의 후유증이 아직 가시지 않았나 봅니다. 그를 대신해서 탐지기로 카듀멜 국왕의 기념비를 찾으세요
QUEST_LV_0400_20161005_001297	기념비로 보이는 것을 탐지기로 발견했습니다. 이 사실을 린타스에게 알려 주세요.
QUEST_LV_0400_20161005_001298	사레 린타스와 대화하세요
QUEST_LV_0400_20161005_001299	카듀멜 국왕의 세번째 기념비 파편 찾기
QUEST_LV_0400_20161005_001300	카듀멜 국왕의 세번째 기념비를 찾았지만 많은 부분이 훼손되어 기념비의 내용을 파악하기 힘든 상태입니다. 기념비의 내용을 파악하려면 기념비 파편을 찾아야 합니다.주변에 돌 조각들을 살펴보면서 기념비 파편을 찾으세요.
QUEST_LV_0400_20161005_001301	제초 작업
QUEST_LV_0400_20161005_001302	사제 키다스와 대화
QUEST_LV_0400_20161005_001303	사제 키다스와 대화하세요
QUEST_LV_0400_20161005_001304	빌카스의 침샘 구하기
QUEST_LV_0400_20161005_001305	카듀멜 국왕의 기념비이 억센 풀에 휘감겨 있어 내용을 읽는데 어려움이 있습니다. 제초제를 만들어 억센 풀을 제거하려고 합니다. 미티하린 풀을 빌카스에게 먹이면 빌카스의 침샘에서 억센 풀을 제거할 수 있는 침이 만들어 진다고 합니다. 빌카스가 약해졌을 때 미티하린 풀을 먹이고 빌카스의 침샘을 구하세요.
QUEST_LV_0400_20161005_001306	사제 브루나스 찾기
QUEST_LV_0400_20161005_001307	사제 키다스는 푸타스 공터로 간 사제 브루나스가 오질 않아서 걱정이 된다고 합니다. 푸타스 공터에서 사제 브루나스를 찾으세요.
QUEST_LV_0400_20161005_001308	사제 브루나스와 대화
QUEST_LV_0400_20161005_001309	사제 브루나스와 대화하세요
QUEST_LV_0400_20161005_001310	플레세트 회수하기
QUEST_LV_0400_20161005_001311	플레세트를 회수하세요
QUEST_LV_0400_20161005_001312	올라와 대화
QUEST_LV_0400_20161005_001313	올라와 대화하세요
QUEST_LV_0400_20161005_001314	리엘 찾기
QUEST_LV_0400_20161005_001315	올라는 리엘이 난민촌 밖으로 말도 없이 나갔다고 합니다. 난민촌 밖은 위험한 몬스터들이 돌아다니기에 올라가 걱정이 많습니다. 리엘을 찾아 보세요.
QUEST_LV_0400_20161005_001316	흰나무숲 나방의 고치 찾기
QUEST_LV_0400_20161005_001317	리엘은 천막을 고치기 위해 흰나무 숲 나방의 고치가 필요하다고 합니다. 몬스터로부터 안전하지 못한 올라와 리엘을 대신해 흰나무 숲 나방의 고치를 수집하세요.
QUEST_LV_0400_20161005_001318	올라에게 흰나무숲 나방의 고치 전달
QUEST_LV_0400_20161005_001319	흰나무 숲 나방의 고치를 구했습니다. 올라에게 돌아가서 고치를 전달해 주세요.
QUEST_LV_0400_20161005_001320	주변의 풀섶에서 %s 구하기
QUEST_LV_0400_20161005_001321	커티스와 대화
QUEST_LV_0400_20161005_001322	커티스와 대화하세요
QUEST_LV_0400_20161005_001323	식량으로 쓸만한 것 구해다 주기
QUEST_LV_0400_20161005_001324	커티스는 난민들의 식량이 부족하다고 합니다. 플로래비를 잡아 머리꽃을 구하세요.
QUEST_LV_0400_20161005_001325	이정도면 충분히 구한 것 같습니다. 커티스에게 갖다 주세요.
QUEST_LV_0400_20161005_001326	플로래비를 처치해 %s 구하기
QUEST_LV_0400_20161005_001327	방책 수리도구에 필요한 목재 만들기
QUEST_LV_0400_20161005_001328	커티스는 몬스터로부터 난민들을 돕기 위해 방책을 만들었지만 조잡하게 만들었기에 수시로 보수를 해야 한다고 합니다. 그는 나무를 가공해서 만든 재료를 가지고 방책을 수리하겠다고 합니다. 쓸만한 나무를 구한 뒤 목재 제작 도구를 사용해 방책 수리용 목재를 만드세요.
QUEST_LV_0400_20161005_001329	방책 수리하기
QUEST_LV_0400_20161005_001330	방책 수리용 목재를 사용해 방책을 보수하세요.
QUEST_LV_0400_20161005_001331	방책을 모두 수리했습니다. 더 도와줄 일은 없는지 커티스에게 물어 보세요.
QUEST_LV_0400_20161005_001332	플로론의 가죽 구하기
QUEST_LV_0400_20161005_001333	미쉐칸 숲은 밤에 되면 많이 추워진다고 합니다. 그래서 난민들은 플로론의 가죽을 활용해 옷과 침구류를 만들고 싶지만, 플로론들이 포악해 쉽지 않다고 합니다. 플로론을 처치해 가죽을 구해다 주세요.
QUEST_LV_0400_20161005_001334	가죽을 모두 구했습니다. 이제 커티스에게 갖다 주세요.
QUEST_LV_0400_20161005_001335	란둘린 초 구하기
QUEST_LV_0400_20161005_001336	커티스는 흰나무들에게서 독성이 나온다고 합니다. 독성이 지하수로 스며들게 되면 더 이상 마실 수 있는 물이 아니라고 합니다. 란둘린 초를 물에 넣으면 흰나무 독성이 정화된다고 합니다. 정화되지 않은 지하수를 바닥에 뿌려 잎이 노랗게 변하는 란둘린 초를 찾아오세요.
QUEST_LV_0400_20161005_001337	란둘린 초를 충분히 구했으니 커티스에게 돌아가세요.
QUEST_LV_0400_20161005_001338	커티스와 대화하세요.
QUEST_LV_0400_20161005_001339	부품 자루 회수하기
QUEST_LV_0400_20161005_001340	케이블카가 노후화가 심해 잔고장을 일으킨다고 합니다. 잔고장을 일으킬 때 마다 수리를 해야 하는데 몬스터들이 수리에 필요한 부품이 담긴 자루를 훔쳐가 버렸다고 합니다. 몬스터들을 처치하고 자루를 회수해 오세요.
QUEST_LV_0400_20161005_001341	부품 자루를 모두 회수했습니다. 이제 커티스에게 갖다 주세요.
QUEST_LV_0400_20161005_001342	몬스터를 처치하고 %s 회수하기
QUEST_LV_0400_20161005_001343	농경지 안에 있는 몬스터 처치하기
QUEST_LV_0400_20161005_001344	커티스는 농경지 안에 있는 몬스터 때문에 농사를 짓기 어렵다고 합니다. 몬스터를 처치해 농경지를 되찾으세요.
QUEST_LV_0400_20161005_001345	파베겔리아이 농경지에 있는 %s 처치
