QUEST_20150317_000001	Please select the user requiring a quest update.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM
QUEST_20171128_006921	[Please, stop trying. What is it that you want to reveal about my true identity? Other than me not being human, you know nothing.]{nl}[What are you?]{nl}[You will die soon, so I will not hide it. I am what you call a demon. A demon lord. I shall not reveal my true name. It is enough for you to know the name of Eminent, your family. When you die, there will be no more Eminents and no more unrest, no more disorder.]{nl}[Why are you after the lands and authority of a human?]{nl}[I have my reasons, but there is no need or time to elaborate.]{nl}Uttering these words, the young man reached out with his hand and lightly touched the other. He was still breathing slowly, his eyes closed. Later, with the servants back in the room tending to him, he would have his last breath. But not now.	[이미 그러려다 죄 없는 하인만 잡지 않았소.이제 그만 하시오.그리고 정체를 폭로하고 싶다지만,당신이 나에 대해 아는 것이 무엇이 있다고 폭로한단 말이오.사람이 아니라는 것을 제외하고 전혀 아는 바가 없지 않소?]{nl}[네 놈은 뭐냐?]{nl}[뭐 어차피 당신은 죽어가는 마당이니 굳이 숨기지 않겠소.나는 당신들이 흔히 말하는 마족이오.그것도 마군주라 존재지.나의 진명까지 알려주고 싶은 생각은 없소.지금은 일단 당신 가문인 에미넌트라는 이름이면 충분하겠군.이제 당신이 죽으면 다른 에미넌트도 없으니 혼동될 일도 없고 말이오.]{nl}[도대체 마군주라는 작자가 왜 인간의 작위와 영지를 노린다는 것이냐?]{nl}[거기에는 나름대로 사정이 있지만,더 이상 당신에게 이야기할 필요도 없고,시간도 없소이다.]{nl}그렇게 말하면서 청년은 손을 내밀어 상대를 가볍게 건드렸다.지금은 잠시 숨을 쉬며 정신을 잃은 상태지만,잠시 후에 사람을 부를 때 정도면 잠자는 도중에 여러 하인들이 지켜보는 가운데 자연스럽게 숨을 거둘 것이다.				에미넌트 이야기1
QUEST_20171128_006922	The man now set to become the only remaining member of the Eminent family took a few moments to organize his thoughts.{nl}After being tasked with finding Laima's Revelation and realizing the ways in which the goddess had used humans in Her favor, he was determined to plot his own scheme of human domination.	그 때까지 남은 시간 동안 이제 에미넌트 가문의 유일한 구성원이 될 청년은 자신의 생각을 다시 정리할 시간을 가질 수 있었다.{nl}제스티로부터 라이마와 그녀의 계시를 추격하는 임무를 받은 후,라이마가 인간을 이용한 계획을 세우고 그것을 실행한다는 사실을 알았을 때 그는 다른 마족과 달리 그 역시 인간을 이용할 계획을 세웠다.				에미넌트 이야기1
QUEST_20171128_006923	It would seem odd, that the ingenious Rexipher had wasted centuries surrounding that royal mausoleum before considering the thought of infiltrating the humans' society. On the other hand, the fact that he unlike other demons had even conceived such a plan was remarkable, given their proud and reluctant personality.{nl}He didn't know it yet, but his plan would become the foothold to, years later, defeating Laima's chosen guardian for the first time in history.	그렇게 똑똑하다는 렉시퍼가 겨우 인간의 왕이 남긴 무덤에 코를 박고 몇 백 년의 세월을 낭비하고 있는 모습을 보면서 어떤 마족도 인간과 그들의 사회를 이용할 생각을 하지 않는다는 점이 오히려 이상한 일이라 할 수 있었다.{nl}마족의 자존심과 성향상 생각하기 어려운 발상을 해냈다는 점에서 그는 다른 마족과 다른 점이 있는지도 몰랐다.{nl}이 때는 몰랐지만,그가 훗날 처음으로 라이마가 선택한 수호자를 궁지에 몰아넣고 죽인 최초의 마족이 되는 기반은 이 때부터 시작되었다고 할 수 있었다.				에미넌트 이야기1
QUEST_20171128_006924	Eminent Vol. 2	에미넌트 이야기2				
QUEST_20171128_006925	For the first time after Gesti discovered Laima's plans to hand Her Revelations over to posterity, the keeper of a Revelation had been murdered by a demon. Others had been sent by Gesti to complete that very mission, but Premier Eminent had been the first to succeed.	라이마가 인간을 이용해 자신의 계시를 후대에 전달한다는 계획을 알아차리고 제스티가 아홉 명의 마군주를 그 추적에 배치한 이래 처음으로 계시를 맡은 수호자가 마족에 의해 살해되었다.{nl}그 아홉 외에 그간 더 많은 마군주가 같은 명령을 받고 이 일에 나섰으나 그 가운데도 이런 성공을 거둔 자는 바로 그 프리미어 에미넌트가 처음이었다.				에미넌트 이야기2
QUEST_20171128_006926	As Lydia Schaffen's arrow burried itself into Ruklys' neck, Premier Eminent looked ready to shout out, 'I won!,' but he did not say a word.{nl}After disguising himself as a human and monopolizing the Kingdom's government from his political position, this was an important victory.{nl}His only grudge was failing to defeat Schaffen and Maven. Their names were far too powerful for him to attempt it without great risks.{nl}With Ruklys gone, all that was left to do was find the Revelation he was guarding. One word to poor King Kadumel was enough to grant Eminent full control over the operations.	프리미어 에미넌트는 리디아 샤펜의 화살이 루클리스의 숨통을 끊은 순간;이겼다’는 환성이 저절로 터져 나올 것 같았지만,실제로 소리를 내지는 않았다.{nl}인간의 모습을 위장하여 왕국의 재상이라는 지위까지 올라 국정을 농단한 끝에 얻은 귀한 승리였다.{nl}아쉬운 것은 당대의 수호자 가운데 리디아 샤펜과 메이번을 처리할 수 없었다는 점이다.{nl}그렇게 하기에는 두 사람의 명성이 너무 커서 무리수를 두지 않고는 가능하지 않았다.{nl}이제 루클리스가 죽었으니 그가 지키던 계시를 천천히 찾아내면 그만이다.{nl}멍청한 인간인 국왕 카듀멜은 몇 마디 하면 자신에게 모든 것을 맡기고 왕도로 돌아갈 테고,이곳의 모든 처결은 재상인 자신의 뜻대로 이룰 수 있다.				에미넌트 이야기2
QUEST_20171128_006927	He looked set to accomplish the enormous feat of becoming the first demon to seize Laima's Revelation.{nl}Suddenly, Lydia Schaffen made her way towards him. His human self was older than her, but he made the effort to address the acclaimed archer in his usual polite tone.{nl}[I was always sure you would be the one to capture the rebel leader. No general, no officer of the Kingdom but you, Lydia.]{nl}Lydia gave one look at the cunning politician before sighing deeply.{nl}[Next time you can believe I will be keeping my eyes on you. I don't care where you are or what you're doing, you won't be so safe anymore as long as I'm around. Mark my words.]{nl}Had another human spoken to him so brazenly, he would not have hesitated to retaliate. With Lydia, he merely maintained his unassuming expression of years trained in human interaction and spoke in a soft tone.{nl}[You are as proud as the one you killed today, I can tell. I should say, however, that one does not reach my position without a certain level of... competence.]	아직 누구도 성공하지 못한 라이마의 계시를 마족 중 최초 탈취하는 찬란한 공적은 온전히 그의 것이 되려 하고 있었다.{nl}그 때 리디아 샤펜이 다가왔다.{nl}에미넌트는 인간의 겉모습이 그녀보다 연상이고 지위 역시 재상이었지만,언제나 그러했듯이 주위의 보는 눈을 의식해 정중하게 이 인기 높은 여류궁수에게 예를 표하며 말했다.[반란의 수괴, 루클리스를 잡을 사람은 군문의 어떤 장군도 아닌 리디아님이 될 것이라고 생각하고 있었습니다.과연 제 예상이 틀리지 않았습니다.]{nl}리디아 샤펜은 아무 말 없이 이 노회한 정치가를 바라보다가 한숨을 쉬고 말했다.[이제 두 번 다시 내게 무얼 요구한다면,당신을 그냥 두지 않을 것입니다.당신이 어떤 곳에서 어떤 직위를 가진 존재이건 내가 결심했을 때 안전하지 않을 것입니다.]{nl}에미넌트는 다른 인간이 이런 불손한 말을 했다면 무척 기분이 나빴을 것이다. 인간의 모습으로 산 세월 동안 항상 유지하던 평정이 깨지지 않게 노력하면서 부드럽게 말했다.[당신도 당신이 방금 죽인 사형처럼 너무 자만심이 강합니다. 누구든 지금 저의 직위에 오른 사람은 결코 간단한 능력을 가지고 오를 수 없습니다.]				에미넌트 이야기2
QUEST_20171128_006928	Eminent and Schaffen peppered their words with the right amount of ambiguity. Their conversation was less and less a dialog between two humans. Lydia spoke next.{nl}[I knew a fool who used to say that... He's still up there, riding my arrow. I don't know if you know him.]{nl}It was true. No demon ??neither the fool she spoke of, nor the highest of demon lords ??had ever crossed her path and survived. Eminent found it hard to believe that would be his fate but, even with his immense power, Lydia was far from an easy target.	이 말을 하면서 에미넌트는 리디아와 마찬가지로 이중의 의미를 담았다. 이미 양쪽 모두 서로가 인간대인간으로 대화하는 것이 아니라는 분위기는 맞춰가고 있었다.{nl}리디아 샤펜이 말했다.[최근에 어떤 멍청이도 그런 비슷한 말을 하다가 지금도 내 화살 위에 올라탄 채 돌아오지 못하고 있는데 혹시 아는지 모르겠군요.]{nl}그 말은 사실이었다. 방금 리디아 샤펜이 언급한 그 멍청한 마족뿐 아니라 적지 않은 고위 마족들이 리디아 샤펜을 당하지 못하고 죽거나 소멸했다.{nl}에미넌트는 설마 자신이 그런 부류에 들어갈 허술한 자가 아니라고 생각했지만,이 여자는 그가 본신의 위력을 드러낸다고 해서 간단히 죽일 수 있는 그런 사람이 아니었다.				에미넌트 이야기2
QUEST_20171128_006929	Not only that, if there was any human capable of destroying a demon lord, the woman standing in front of him was certainly one of them. Her mentor Maven, on the other hand, was a high-ranked cleric who would stop at no means to defend himself from the demons.	현 시대에 지상에 살아있는 인간 가운데 마왕급의 마족을 죽일 수 있는 가능성이 있는 사람이 누구냐고 묻는다면,단 둘이라고 장담할 수 있었고 그 중 하나는 틀림없이 눈 앞에 있는 리디아 샤펜이었다.{nl}리디아의 스승인 메이번은 성직자로서 높은 경지에 도달해 있었지만,그라면 성격상 마왕에게서 본인을 지키며 퇴치할 수는 있어도 죽이기는 어려울 것임이 틀림없었다.				에미넌트 이야기2
QUEST_20171128_006930	Eminent decided not to respond to Lydia's provocation. In his human form of chancellor Eminent, he was in no way related to her sharp arrows.	에미넌트는 리디아 샤펜의 도발에 넘어가지 않았다.{nl}자신이 인간의 모습으로 재상의 직위를 유지하고 있는 이상,리디아 샤펜의 화살이 아무리 예리해도 그와는 무관한 일이었다.{nl}				에미넌트 이야기2
QUEST_20171128_006931	Lydia Schaffen's strategy, however, was not to fight physically.{nl}[Do you really think you'll get what you want now that Ruklys is dead? Have you forgotten that I was given the same divine task? If there was any chance of it getting to your hands, do you think he would have died at mine? Your plan will never work. You can be sure of that. But it's time for me to go now. Do me a favor when you deliver the news to His Majesty. Make sure everyone understands exactly what I did.]	그러나 리디아 샤펜은 에미넌트를 위해 촉이 달린 화살이 아니라 언어의 화살을 준비해 두고 있었다.[루클리스 사형이 죽었다고 당신이 원하는 것을 얻을 것이라 생각하나요?잊었는지 모르지만,나 역시 같은 임무를 여신으로부터 부여받은 사람이니 만의 하나라도 루클리스 사형의 죽음으로 당신이 그것을 획득할 가능성이 있다면{nl}내 손으로 그의 목숨을 거두지는 않았을 겁니다.당신이 어떤 다음 계획을 꾸미고 있었건 그것이 별로 소용없을 것이란 점을 확신합니다.그럼 나는 여기를 떠나겠습니다.왕에게는 당신이 잘 말해주길 바랍니다.그 인간 치사하게 감히 왕에게 인사도 없이 떠났다고 나한테 뭐라고 하지 않도록 말입니다.]				에미넌트 이야기2
