ETC_20150317_000001	케파
ETC_20160310_021060	루시엔과 나무 덩굴로 이동
ETC_20160310_021061	루시엔의 시약 시험
ETC_20160310_021062	계속 될 연구를 위해 (1)
ETC_20160310_021063	약초 씨앗 심기
ETC_20160310_021064	도미니카스의 설교 듣기
ETC_20160310_021065	마족의 영혼 흡수
ETC_20160310_021066	마을 주민 보호
ETC_20160310_021067	별관 연구실 수색
ETC_20160310_021068	살아남은 수도사 수색
ETC_20160310_021069	HP 회복 {img green_up_arrow 16 16}190 증가
ETC_20160310_021070	구매함
ETC_20160310_021071	{ol}{@st45w3}{s18}{Auto_1} {Auto_2} 증가
ETC_20160310_021072	레타스의 신성한 나무는 보이지 않고 {nl}숲의 기운에 반응한 몬스터들이 달려듭니다!
ETC_20160310_021073	설명서에는 가트레가 도움을 요청하는 내용이 적혀있습니다!{nl}상자를 정리한 후 가트레에게 돌아가세요
ETC_20160310_021074	연구 물품 정리 중
ETC_20160310_021075	문서 확인 중
ETC_20160310_021076	가트레가 말한 문서를 찾았습니다
ETC_20160310_021077	이미 살펴본 문서입니다
ETC_20160310_021078	마취 가루 뿌리는 중
ETC_20160310_021079	혈액 채취 중
ETC_20160310_021080	주변에 마취가루를 사용할 대상이 없습니다
ETC_20160310_021081	과성장한 식물의 잎사귀 찾는 중
ETC_20160310_021082	비슷한 약품 찾는 중
ETC_20160310_021083	마법진에 재료를 올리는 중
ETC_20160310_021084	모든 비석의 마력을 해방했습니다{nl}연성 마법진에서 완성된 용액을 회수하세요
ETC_20160310_021085	연성 마법진에 재료를 올려두었습니다{nl}이제 비석의 마력을 해방하세요!
ETC_20160310_021086	가트레가 준 설명서를 먼저 읽으세요
ETC_20160310_021087	연구 물품을 모두 정리했습니다{nl}가트레에게 돌아가세요
ETC_20160310_021088	잎사귀 더미에서 몬스터가 튀어나왔습니다!
ETC_20160310_021089	먼저 연성 마법진 위에 재료를 올려두세요
ETC_20160310_021090	이미 마력을 방출한 비석입니다
ETC_20160310_021091	비석의 마력을 해방 중
ETC_20160310_021092	잘못된 방향에서 해방하여 모든 비석의 마력이 초기화됩니다{nl}비석의 정면에서 마력을 해방하세요
ETC_20160310_021093	완성된 용액 회수 중
ETC_20160310_021094	잃어버린 연구 일지를 모두 찾았습니다{nl}연구 일지에 적힌 내용을 읽어보세요
ETC_20160310_021095	상자를 열어볼 수 없습니다
ETC_20160310_021096	주변에 몬스터가 있습니다{nl}주변의 몬스터를 모두 처치하고 상자를 열어보세요
ETC_20160310_021097	이미 살펴본 항아리입니다
ETC_20160310_021098	정리 상자 근처에 가서 읽어보세요
ETC_20160310_021099	얼어붙은 병사에게 붙잡혔습니다
ETC_20160310_021100	레미야를 지키지 못했습니다
ETC_20160310_021101	마력 흡수 중
ETC_20160310_021102	흡수할 마력이 남아있지 않습니다
ETC_20160310_021103	병사 주둔지 쪽으로 가요.
ETC_20160310_021104	여긴 결계가 너무 강력해요.{nl}병사 주둔지 쪽으로 돌아가요.
ETC_20160310_021105	루시엔을 지키지 못했습니다.
ETC_20160310_021106	루시엔이 시약 배합에 집중하지 못했습니다
ETC_20160310_021107	시약 사용 중
ETC_20160310_021108	약초 씨앗 심는 중
ETC_20160310_021109	마족의 영혼을 흡수했습니다
ETC_20160310_021110	마족의 영혼을 흡수하는 중
ETC_20160310_021111	정화된 영혼 주입 중
ETC_20160310_021112	사악한 우상을 파괴했습니다!
ETC_20160310_021113	이.. 나무 덩굴은 뭐죠..?
ETC_20160310_021114	도미니카스가 우릴 속인 거에요!
ETC_20160310_021115	아.. 이런 줄도 모르고 우리는..
ETC_20160310_021116	이건.. 우릴 공격했던 나무 덩굴이잖아?
ETC_20160310_021117	우리가 왜.. 여기 있는 거지?
ETC_20160310_021118	으.. 머리가 깨질 듯이 아파..
ETC_20160310_021119	도미니카스는 어디로 도망친거지?
ETC_20160310_021120	여기서.. 무슨 일이 일어난 거야..?
ETC_20160310_021121	내가.. 내가 대체 무슨 짓을..
ETC_20160310_021122	거짓된 경전을 찾았습니다!
ETC_20160310_021123	거짓된 경전을 찾지 못했습니다
ETC_20160310_021124	마을 주민 던컨을 지키지 못했습니다
ETC_20160310_021125	이 마족은 영혼을 흡수당하고 있습니다
ETC_20160310_021126	숨어있던 마족이 나타났습니다!
ETC_20160310_021127	시모나스님! 채취장에 몬스터가 다시 몰려옵니다!
ETC_20160310_021128	촌장, 우리도 계속 이렇게 있을 수 없습니다. 공물을 못내겠다면 철수해야 합니다.
ETC_20160310_021129	아 참, 토벌을 부탁하시려면 빨리하시지요. 그래야 하루라도 빨리 다시 채취하지 않겠소?
ETC_20160310_021130	수상한 주머니를 발견했습니다
ETC_20160310_021131	산호 확인하는 중
ETC_20160310_021132	낡고 헤진 가방
ETC_20160310_021133	마력 탐지중
ETC_20160310_021134	탐지기가 가방에서 뿜어져나온 마력에 반응하고 있습니다!
ETC_20160310_021135	탐지기는 아무런 반응을 보이지 않습니다
ETC_20160310_021136	아르님 산호의 서식지를 찾았습니다!
ETC_20160310_021137	이미 확인한 산호 입니다
ETC_20160310_021138	수상한 주머니를 파냈습니다
ETC_20160310_021139	촌장 프레제와 파견병 바질리우스가 이 쪽으로 옵니다
ETC_20160310_021140	파견병이 이쪽으로 뛰어옵니다
ETC_20160310_021141	누군가 이쪽으로 오고있습니다
ETC_20160310_021142	파티에 속해있지 않습니다.
ETC_20160310_021143	길드원이 아니면 작물을 심을 수 없습니다.
ETC_20160310_021144	길드 이벤트에 참여하지 않았습니다.
ETC_20160310_021145	해당 아이템 정보가 변경되었습니다.
ETC_20160310_021146	이미 판매된 아이템 입니다. 수령함을 확인해주세요.
ETC_20160310_021147	{#550000}남은 거래 횟수 : {COUNT}{nl}{#0f0f0f}해당 아이템을 팀 창고에 넣으면{nl}포텐셜이 감소합니다.{nl}하지만 팀 창고에서 꺼낼땐 포텐셜이 감소하지 않습니다.{nl}그래도 넣으시겠습니까?
ETC_20160310_021148	{#550000}남은 거래 횟수 : {COUNT}{nl}{#0f0f0f}해당 아이템을 팀 창고에 넣으면{nl}거래 가능한 아이템의 수량만큼 차감됩니다.{nl}그래도 넣으시겠습니까?
ETC_20160310_021149	{#FF0000}남은 거래 횟수 : {COUNT}{nl}{#0f0f0f}해당 아이템을 팀 창고에 넣으면{nl}포텐셜이 감소합니다.{nl}하지만 팀 창고에서 꺼낼땐 포텐셜이 감소하지 않습니다.{nl}그래도 넣으시겠습니까?
ETC_20160310_021150	{#FF0000}남은 거래 횟수 : {COUNT}{nl}{#0f0f0f}해당 아이템을 팀 창고에 넣으면{nl}거래 가능한 아이템의 수량만큼 차감됩니다.{nl}그래도 넣으시겠습니까?
ETC_20160310_021151	다른 캐릭터가 상점을 사용중에 있습니다. 잠시 후에 다시 시도해 주세요.
ETC_20160310_021152	처치 랭킹
ETC_20160310_021153	피해량 랭킹
ETC_20160310_021154	모험지수 {Rank}위
ETC_20160310_021155	해당 스킬 중엔 탑승을 시도할 수 없습니다.
ETC_20160310_021156	해당 스킬 중엔 장비 장착 및 해제를 할 수 없습니다.
ETC_20160310_021157	정리 상자
ETC_20160310_021158	버려진 문서 상자
ETC_20160310_021159	연구 일지
ETC_20160310_021160	잎사귀 더미
ETC_20160310_021161	연성 마법진
ETC_20160310_021162	마력을 가두는 허수아비
ETC_20160310_021163	사악한 우상
ETC_20160310_021164	마력을 가두는 비석
ETC_20160310_021165	길드 마스터에게 이벤트 보상이 지급되었습니다
ETC_20160310_021166	[마족 봉기] 이벤트를 완료했습니다
ETC_20160315_021167	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 600 TP{nl} - 헤어 악세서리 - 포포리온 인형{nl} - 헤어 악세서리 - 하나밍 인형{nl}
ETC_20160315_021168	사용 시 600 TP를 획득합니다.
ETC_20160315_021169	사용 시 350 TP를 획득합니다.
ETC_20160315_021170	사용 시 200 TP를 획득합니다.
ETC_20160315_021171	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 350 TP{nl} - 헤어 악세서리 - 포포리온 인형{nl}
ETC_20160315_021172	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 200 TP{nl}
ETC_20160315_021173	DLC를 구매하여야 접속 가능합니다.
ETC_20160317_021174	완벽한 번역가
ETC_20160317_021175	완변한 번역을 지원해준 유저를 위해 주어지는 칭호입니다.
ETC_20160317_021176	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 5개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 30회 가능{nl} - 개인 거래 횟수 30회{nl} - 미션,던전 1회 추가입장
ETC_20160317_021177	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 360 TP{nl} - 헤어 악세서리 - 포포리온 인형{nl} - 헤어 악세서리 - 하나밍 인형{nl}
ETC_20160317_021178	사용 시 360 TP를 획득합니다.
ETC_20160317_021179	사용 시 230 TP를 획득합니다.
ETC_20160317_021180	사용 시 110 TP를 획득합니다.
ETC_20160317_021181	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 260 TP{nl} - 헤어 악세서리 - 포포리온 인형{nl}
ETC_20160317_021182	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 110 TP{nl}
ETC_20160317_021183	인던,미션 2회 추가 입장
ETC_20160317_021184	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 5개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 30회 가능{nl} - 개인 거래 횟수 30회{nl} - 미션,던전 2회 추가입장
ETC_20160320_021185	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 650 TP{nl} - 토큰(60일){nl} - 헤어 악세서리 - 포포리온 인형{nl} - 헤어 악세서리 - 하나밍 인형{nl} - 호글란 컴패니언 교환권{nl} - 스탯초기화 포션{nl} - 스킬 초기화 포션{nl}
ETC_20160320_021186	사용 시 650 TP를 획득합니다.
ETC_20160320_021187	사용 시 380 TP를 획득합니다.
ETC_20160320_021188	사용 시 160 TP를 획득합니다.
ETC_20160320_021189	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 380 TP{nl} - 토큰 (30일){nl} - 헤어 악세서리 - 포포리온 인형{nl}
ETC_20160320_021190	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 160 TP{nl}
ETC_20160320_021191	사용 시 50 TP를 획득합니다. 사용하여 캐릭터 인벤토리에서 수령 시 청약철회가 불가능 합니다.
ETC_20160320_021192	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 5개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 30회 가능{nl} - 개인 거래 횟수 30회{nl} - 미션,던전 1회 추가입장
ETC_20160320_021193	토큰:60일
ETC_20160320_021194	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 5개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 60회 가능{nl} - 미션,던전 추가 1회 추가입장
ETC_20160320_021195	인던,미션 1회 추가 입장
ETC_20160323_021196	마법사의 탑 인던
ETC_20160323_021197	길드 미션2
ETC_20160323_021198	갑자기 주황 크래빌이 나타났습니다!
ETC_20160323_021199	주황 크래빌을 처치하고 루타스를 구하세요!
ETC_20160323_021200	움직일 수가 없다. 적은 어디에 있지?
ETC_20160323_021201	루타스가 마법진을 완성할 때까지 그를 보호하세요!
ETC_20160323_021202	챠지액션제한
ETC_20160323_021203	몬스터 습격
ETC_20160323_021204	구속 마법진으로 몬스터가 몰려듭니다.
ETC_20160323_021205	무적[금종조]
ETC_20160323_021206	금종조,무적 쉴드.
ETC_20160323_021207	7성 이상 장비 중 
ETC_20160323_021208	매직 어뮬렛은 필드의 몬스터를 처치하거나 미션 보상 등의 방법으로 습득할 수 있습니다.
ETC_20160323_021209	장비마다 매직 어뮬렛 부착 가능 개수가 다르며, 부착 시 포텐셜을 소모합니다.
ETC_20160323_021210	로직 오류
ETC_20160323_021211	잘못된 번역 데이터입니다.
ETC_20160323_021212	.tsv 파일의 인코딩은 반드시 UTF-8 whitout BOM 이어야 합니다.
ETC_20160323_021213	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 5개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +20% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 30회 가능
ETC_20160323_021214	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 7일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 5개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +20% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 최대 버프 적용 개수 증가{nl} - 프리미엄 제스쳐 사용 가능
ETC_20160323_021215	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 5일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 5개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +20% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 최대 버프 적용 개수 증가{nl} - 프리미엄 제스쳐 사용 가능
ETC_20160323_021216	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 1일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 5개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +20% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 최대 버프 적용 개수 증가{nl} - 프리미엄 제스쳐 사용 가능
