ETC_20150317_000001	$Kepa
ETC_20151102_016995	OptDesc/ - Steed Charge Skill Lv +1
ETC_20151102_016996	OptDesc/ - Doom Spike Skill Lv +1
ETC_20151102_016997	OptDesc/ - Rush Skill Lv +1
ETC_20151102_016998	OptDesc/ - Jolly Roger Skill Lv +1
ETC_20151102_016999	OptDesc/ - Iron Hook Skill Lv +1
ETC_20151102_017000	OptDesc/ - Keel Hauling Skill Lv +1
ETC_20151102_017001	OptDesc/ - Dust Devil Skill Lv +1
ETC_20151102_017002	OptDesc/ - Cancel Sub Weapon Skill Lv +1
ETC_20151102_017003	OptDesc/ - Hexen Dropper Skill Lv +1
ETC_20151102_017004	OptDesc/ - Punish Skill Lv +1
ETC_20151102_017005	OptDesc/ - Deeds of Valor Skill Lv +1
ETC_20151102_017006	OptDesc/ - Mordschlag Skill Lv +1
ETC_20151102_017007	OptDesc/ - Double Pay Earn Skill Lv +1
ETC_20151102_017008	OptDesc/ - Cyclone Skill Lv +1
ETC_20151102_017009	OptDesc/ - Shield Charge Skill Lv +1
ETC_20151102_017010	OptDesc/ - Montano Skill Lv +1
ETC_20151102_017011	OptDesc/ - Targe Smash Skill Lv +1
ETC_20151102_017012	OptDesc/ - Shield Push Skill Lv +1
ETC_20151102_017013	OptDesc/ - Shield Shoving Skill Lv +1
ETC_20151102_017014	OptDesc/ - Shield Bash Skill Lv +1
ETC_20151102_017015	OptDesc/ - Slithering Skill Lv +1
ETC_20151102_017016	OptDesc/ - Shooting Star Skill Lv +1
ETC_20151102_017017	OptDesc/ - High Kick Skill Lv +1
ETC_20151102_017018	OptDesc/ - Arrest Skill Lv +1
ETC_20151102_017019	OptDesc/ - Lunge Skill Lv +1
ETC_20151102_017020	OptDesc/ - Sept Etoiles Skill Lv +1
ETC_20151102_017021	OptDesc/ - Attaque Coquille Skill Lv +1
ETC_20151102_017022	OptDesc/ - Esquive Toucher Skill Lv +1
ETC_20151102_017023	OptDesc/ - Flanconnade Skill Lv +1
ETC_20151102_017024	OptDesc/ - Attaque Composee Skill Lv +1
ETC_20151102_017025	OptDesc/ - Energy Bolt Skill Lv +1
ETC_20151102_017026	OptDesc/ - Lethargy Skill Lv +1
ETC_20151102_017027	OptDesc/ - Sleep Skill Lv +1
ETC_20151102_017028	OptDesc/ - Reflect Shield Skill Lv +1
ETC_20151102_017029	OptDesc/ - Earthquake Skill Lv +1
ETC_20151102_017030	OptDesc/ - Surespell Skill Lv +1
ETC_20151102_017031	OptDesc/ - Magic Missile Skill Lv +1
ETC_20151102_017032	OptDesc/ - Fire Ball Skill Lv +1
ETC_20151102_017033	OptDesc/ - Fire Wall Skill Lv +1
ETC_20151102_017034	OptDesc/ - Enchant Fire Skill Lv +1
ETC_20151102_017035	OptDesc/ - Flare Skill Lv +1
ETC_20151102_017036	OptDesc/ - Flame Ground Skill Lv +1
ETC_20151102_017037	OptDesc/ - Fire Pillar Skill Lv +1
ETC_20151102_017038	OptDesc/ - Hell Breath Skill Lv +1
ETC_20151102_017039	OptDesc/ - Ice Bolt Skill Lv +1
ETC_20151102_017040	OptDesc/ - Ice Pike Skill Lv +1
ETC_20151102_017041	OptDesc/ - Ice Wall Skill Lv +1
ETC_20151102_017042	OptDesc/ - Ice Blast Skill Lv +1
ETC_20151102_017043	OptDesc/ - Gust Skill Lv +1
ETC_20151102_017044	OptDesc/ - Snow Rolling Skill Lv +1
ETC_20151102_017045	OptDesc/ - Frost Pillar Skill Lv +1
ETC_20151102_017046	OptDesc/ - Psychic Pressure Skill Lv +1
ETC_20151102_017047	OptDesc/ - Telekinesis Skill Lv +1
ETC_20151102_017048	OptDesc/ - Swap Skill Lv +1
ETC_20151102_017049	OptDesc/ - Teleportation Skill Lv +1
ETC_20151102_017050	OptDesc/ - Magnetic Force Skill Lv +1
ETC_20151102_017051	OptDesc/ - Raise Skill Lv +1
ETC_20151102_017052	OptDesc/ - Gravity Pole Skill Lv +1
ETC_20151102_017053	OptDesc/ - Summoning Skill Lv +1
ETC_20151102_017054	OptDesc/ - Summon Familiar Skill Lv +1
ETC_20151102_017055	OptDesc/ - Summon Salamion Skill Lv +1
ETC_20151102_017056	OptDesc/ - Physical Link Skill Lv +1
ETC_20151102_017057	OptDesc/ - Joint Penalty Skill Lv +1
ETC_20151102_017058	OptDesc/ - Hangman's Knot Skill Lv +1
ETC_20151102_017059	OptDesc/ - Spiritual Chain Skill Lv +1
ETC_20151102_017060	OptDesc/ - Lifeline Skill Lv +1
ETC_20151102_017061	OptDesc/ - Quicken Skill Lv +1
ETC_20151102_017062	OptDesc/ - Reincarnate Skill Lv +1
ETC_20151102_017063	OptDesc/ - Stop Skill Lv +1
ETC_20151102_017064	OptDesc/ - Slow Skill Lv +1
ETC_20151102_017065	OptDesc/ - Haste Skill Lv +1
ETC_20151102_017066	OptDesc/ - Back Masking Skill Lv +1
ETC_20151102_017067	OptDesc/ - Gather Corpse Skill Lv +1
ETC_20151102_017068	OptDesc/ - Flesh Cannon Skill Lv +1
ETC_20151102_017069	OptDesc/ - Flesh Hoop Skill Lv +1
ETC_20151102_017070	OptDesc/ - Dirty Pole Skill Lv +1
ETC_20151102_017071	OptDesc/ - Corpse Tower Skill Lv +1
ETC_20151102_017072	OptDesc/ - Swell Left Arm Skill Lv +1
ETC_20151102_017073	OptDesc/ - Shrink Body Skill Lv +1
ETC_20151102_017074	OptDesc/ - Swell Body Skill Lv +1
ETC_20151102_017075	OptDesc/ - Transpose Skill Lv +1
ETC_20151102_017076	OptDesc/ - Swell Right Arm Skill Lv +1
ETC_20151102_017077	OptDesc/ - Swell Brain Skill Lv +1
ETC_20151102_017078	OptDesc/ - Electrocute Skill Lv +1
ETC_20151102_017079	OptDesc/ - Stone Curse Skill Lv +1
ETC_20151102_017080	OptDesc/ - Hail Skill Lv +1
ETC_20151102_017081	OptDesc/ - Prominence Skill Lv +1
ETC_20151102_017082	OptDesc/ - Meteor Skill Lv +1
ETC_20151102_017083	OptDesc/ - Freezing Sphere Skill Lv +1
ETC_20151102_017084	OptDesc/ - Rain Skill Lv +1
ETC_20151102_017085	OptDesc/ - Frost Cloud Skill Lv +1
ETC_20151102_017086	OptDesc/ - Swift Step Skill Lv +1
ETC_20151102_017087	OptDesc/ - Multi Shot Skill Lv +1
ETC_20151102_017088	OptDesc/ - Fulldraw Skill Lv +1
ETC_20151102_017089	OptDesc/ - Oblique Shot Skill Lv +1
ETC_20151102_017090	OptDesc/ - Kneeling Shot Skill Lv +1
ETC_20151102_017091	OptDesc/ - Heavy Shot Skill Lv +1
ETC_20151102_017092	OptDesc/ - Twin Arrows Skill Lv +1
ETC_20151102_017093	OptDesc/ - Coursing Skill Lv +1
ETC_20151102_017094	OptDesc/ - Snatching Skill Lv +1
ETC_20151102_017095	OptDesc/ - Pointing Skill Lv +1
ETC_20151102_017096	OptDesc/ - Rush Dog Skill Lv +1
ETC_20151102_017097	OptDesc/ - Retrieve Skill Lv +1
ETC_20151102_017098	OptDesc/ - Hounding Skill Lv +1
ETC_20151102_017099	OptDesc/ - Growling Skill Lv +1
ETC_20151102_017100	OptDesc/ - Deploy Pavise Skill Lv +1
ETC_20151102_017101	OptDesc/ - Scatter Caltrop Skill Lv +1
ETC_20151102_017102	OptDesc/ - Stone Shot Skill Lv +1
ETC_20151102_017103	OptDesc/ - Rapid Fire Skill Lv +1
ETC_20151102_017104	OptDesc/ - Teardown Skill Lv +1
ETC_20151102_017105	OptDesc/ - Running Shot Skill Lv +1
ETC_20151102_017106	OptDesc/ - Barrage Skill Lv +1
ETC_20151102_017107	OptDesc/ - High Anchoring Skill Lv +1
ETC_20151102_017108	OptDesc/ - Critical Shot Skill Lv +1
ETC_20151102_017109	OptDesc/ - Steady Aim Skill Lv +1
ETC_20151102_017110	OptDesc/ - Time Bomb Arrow Skill Lv +1
ETC_20151102_017111	OptDesc/ - Bounce Shot Skill Lv +1
ETC_20151102_017112	OptDesc/ - Spiral Arrow Skill Lv +1
ETC_20151102_017113	OptDesc/ - Stake Stockades Skill Lv +1
ETC_20151102_017114	OptDesc/ - Conceal Skill Lv +1
ETC_20151102_017115	OptDesc/ - Claymore Skill Lv +1
ETC_20151102_017116	OptDesc/ - Punji Stake Skill Lv +1
ETC_20151102_017117	OptDesc/ - Detonate Traps Skill Lv +1
ETC_20151102_017118	OptDesc/ - Broom Trap Skill Lv +1
ETC_20151102_017119	OptDesc/ - Collar Bomb Skill Lv +1
ETC_20151102_017120	OptDesc/ - Spike Shooter Skill Lv +1
ETC_20151102_017121	OptDesc/ - Detoxify Skill Lv +1
ETC_20151102_017122	OptDesc/ - Needle Blow Skill Lv +1
ETC_20151102_017123	OptDesc/ - Bewitch Skill Lv +1
ETC_20151102_017124	OptDesc/ - Wugong Gu Skill Lv +1
ETC_20151102_017125	OptDesc/ - Zhendu Skill Lv +1
ETC_20151102_017126	OptDesc/ - Throw Gu Pot Skill Lv +1
ETC_20151102_017127	OptDesc/ - Jincan Gu Skill Lv +1
ETC_20151102_017128	OptDesc/ - Flu Flu Skill Lv +1
ETC_20151102_017129	OptDesc/ - Flare Shot Skill Lv +1
ETC_20151102_017130	OptDesc/ - Cloaking Skill Lv +1
ETC_20151102_017131	OptDesc/ - Perspective Distortion Skill Lv +1
ETC_20151102_017132	OptDesc/ - Scan Skill Lv +1
ETC_20151102_017133	OptDesc/ - Split Arrow Skill Lv +1
ETC_20151102_017134	OptDesc/ - Sneak Hit Skill Lv +1
ETC_20151102_017135	OptDesc/ - Feint Skill Lv +1
ETC_20151102_017136	OptDesc/ - Capture Skill Lv +1
ETC_20151102_017137	OptDesc/ - Vendetta Skill Lv +1
ETC_20151102_017138	OptDesc/ - Burrow Skill Lv +1
ETC_20151102_017139	OptDesc/ - Evasion Skill Lv +1
ETC_20151102_017140	OptDesc/ - Lachrymator Skill Lv +1
ETC_20151102_017141	OptDesc/ - Backstab Skill Lv +1
ETC_20151102_017142	OptDesc/ - Concentrated Fire Skill Lv +1
ETC_20151102_017143	OptDesc/ - Caracole Skill Lv +1
ETC_20151102_017144	OptDesc/ - Limacon Skill Lv +1
ETC_20151102_017145	OptDesc/ - Retreat Shot Skill Lv +1
ETC_20151102_017146	OptDesc/ - Broad Head Skill Lv +1
ETC_20151102_017147	OptDesc/ - Bodkin Point Skill Lv +1
ETC_20151102_017148	OptDesc/ - Barbed Arrow Skill Lv +1
ETC_20151102_017149	OptDesc/ - Cross Fire Skill Lv +1
ETC_20151102_017150	OptDesc/ - Magic Arrow Skill Lv +1
ETC_20151102_017151	OptDesc/ - Singijeon Skill Lv +1
ETC_20151102_017152	OptDesc/ - Roost Skill Lv +1
ETC_20151102_017153	OptDesc/ - Circling Skill Lv +1
ETC_20151102_017154	OptDesc/ - Hovering Skill Lv +1
ETC_20151102_017155	OptDesc/ - Pheasant Skill Lv +1
ETC_20151102_017156	OptDesc/ - Hanging Shot Skill Lv +1
ETC_20151102_017157	OptDesc/ - Cannon Shot Skill Lv +1
ETC_20151102_017158	OptDesc/ - Shootdown Skill Lv +1
ETC_20151102_017159	OptDesc/ - Siege Burst Skill Lv +1
ETC_20151102_017160	OptDesc/ - Cannon Blast Skill Lv +1
ETC_20151102_017161	OptDesc/ - Heal Skill Lv +1
ETC_20151102_017162	OptDesc/ - Cure Skill Lv +1
ETC_20151102_017163	OptDesc/ - Safety Zone Skill Lv +1
ETC_20151102_017164	OptDesc/ - Deprotected Zone Skill Lv +1
ETC_20151102_017165	OptDesc/ - Divine Might Skill Lv +1
ETC_20151102_017166	OptDesc/ - Fade Skill Lv +1
ETC_20151102_017167	OptDesc/ - Guardian Saint Skill Lv +1
ETC_20151102_017168	OptDesc/ - Aspersion Skill Lv +1
ETC_20151102_017169	OptDesc/ - Monstrance Skill Lv +1
ETC_20151102_017170	OptDesc/ - Blessing Skill Lv +1
ETC_20151102_017171	OptDesc/ - Sacrament Skill Lv +1
ETC_20151102_017172	OptDesc/ - Revive Skill Lv +1
ETC_20151102_017173	OptDesc/ - Mass Heal Skill Lv +1
ETC_20151102_017174	OptDesc/ - Exorcise Skill Lv +1
ETC_20151102_017175	OptDesc/ - Stone Skin Skill Lv +1
ETC_20151102_017176	OptDesc/ - Aukuras Skill Lv +1
ETC_20151102_017177	OptDesc/ - Zalciai Skill Lv +1
ETC_20151102_017178	OptDesc/ - Daino Skill Lv +1
ETC_20151102_017179	OptDesc/ - Zaibas Skill Lv +1
ETC_20151102_017180	OptDesc/ - Divine Stigma Skill Lv +1
ETC_20151102_017181	OptDesc/ - Melstis Skill Lv +1
ETC_20151102_017182	OptDesc/ - Hexing Skill Lv +1
ETC_20151102_017183	OptDesc/ - Effigy Skill Lv +1
ETC_20151102_017184	OptDesc/ - Zombify Skill Lv +1
ETC_20151102_017185	OptDesc/ - Mackangdal Skill Lv +1
ETC_20151102_017186	OptDesc/ - Bwa Kayiman Skill Lv +1
ETC_20151102_017187	OptDesc/ - Samediveve Skill Lv +1
ETC_20151102_017188	OptDesc/ - Ogouveve Skill Lv +1
ETC_20151102_017189	OptDesc/ - Damballa Skill Lv +1
ETC_20151102_017190	OptDesc/ - Chortasmata Skill Lv +1
ETC_20151102_017191	OptDesc/ - Carnivory Skill Lv +1
ETC_20151102_017192	OptDesc/ - Sterea Trofh Skill Lv +1
ETC_20151102_017193	OptDesc/ - Transform Skill Lv +1
ETC_20151102_017194	OptDesc/ - Shape Shifting Skill Lv +1
ETC_20151102_017195	OptDesc/ - Telepath Skill Lv +1
ETC_20151102_017196	OptDesc/ - Out of Body Skill Lv +1
ETC_20151102_017197	OptDesc/ - Astral Body Explosion Skill Lv +1
ETC_20151102_017198	OptDesc/ - Vashita Siddhi Skill Lv +1
ETC_20151102_017199	OptDesc/ - Possession Skill Lv +1
ETC_20151102_017200	OptDesc/ - Carve Vakarine Skill Lv +1
ETC_20151102_017201	OptDesc/ - Carve Goddess Zemyna Skill Lv +1
ETC_20151102_017202	OptDesc/ - Carve Goddess Laima Skill Lv +1
ETC_20151102_017203	OptDesc/ - Carve Skill Lv +1
ETC_20151102_017204	OptDesc/ - Carve Owl Skill Lv +1
ETC_20151102_017205	OptDesc/ - Carve World Tree Skill Lv +1
ETC_20151102_017206	OptDesc/ - Carve Goddess Ausrine Skill Lv +1
ETC_20151102_017207	OptDesc/ - Arcane Energy Skill Lv +1
ETC_20151102_017208	OptDesc/ - Change Skill Lv +1
ETC_20151102_017209	OptDesc/ - Counter Spell Skill Lv +1
ETC_20151102_017210	OptDesc/ - Forecast Skill Lv +1
ETC_20151102_017211	OptDesc/ - Prophecy Skill Lv +1
ETC_20151102_017212	OptDesc/ - Iron Skin Skill Lv +1
ETC_20151102_017213	OptDesc/ - Double Punch Skill Lv +1
ETC_20151102_017214	OptDesc/ - Palm Strike Skill Lv +1
ETC_20151102_017215	OptDesc/ - Hand Knife Skill Lv +1
ETC_20151102_017216	OptDesc/ - Energy Blast Skill Lv +1
ETC_20151102_017217	OptDesc/ - One Inch Punch Skill Lv +1
ETC_20151102_017218	OptDesc/ - God Finger Flick Skill Lv +1
ETC_20151102_017219	OptDesc/ - Golden Bell Shield Skill Lv +1
ETC_20151102_017220	OptDesc/ - Simony Skill Lv +1
ETC_20151102_017221	OptDesc/ - Indulgentia Skill Lv +1
ETC_20151102_017222	OptDesc/ - Discerning Evil Skill Lv +1
ETC_20151102_017223	OptDesc/ - Increase Magic Defense Skill Lv +1
ETC_20151102_017224	OptDesc/ - Oblation Skill Lv +1
ETC_20151102_017225	OptDesc/ - Smite Skill Lv +1
ETC_20151102_017226	OptDesc/ - Restoration Skill Lv +1
ETC_20151102_017227	OptDesc/ - Resist Elements Skill Lv +1
ETC_20151102_017228	OptDesc/ - Turn Undead Skill Lv +1
ETC_20151102_017229	OptDesc/ - Conversion Skill Lv +1
ETC_20151102_017230	OptDesc/ - Barrier Skill Lv +1
ETC_20151102_017231	OptDesc/ - Conviction Skill Lv +1
ETC_20151102_017232	Achievement Score Settings
ETC_20151102_017233	Achievement ClassName
ETC_20151102_017234	There was a problem confirming your age. Please try logging in sometime later.
ETC_20151102_017235	The entered name is not a Nexon.com member.
ETC_20151102_017236	The game has been terminated to complete a shutdown request.
ETC_20151102_017237	The game has been terminated to complete user's shutdown request.
ETC_20151102_017238	The game has been terminated.
ETC_20151102_017239	This is not a premium Internet cafe. Please ask the cafe manager for details.
ETC_20151102_017240	There have been too many requests from this IP. Please ask the cafe manager for details.
ETC_20151102_017241	There have been too many requests from this ID. Please ask the cafe manager for details.
ETC_20151102_017242	This PC has lost Internet connection. Please ask the Nexon cafe manager for details.
ETC_20151102_017243	
ETC_20151102_017244	Disconnected.
ETC_20151102_017245	The alloted time at the Nexon net cafe has expired, so the game has ended. Please refer to an employee at the net cafe for further inquiry. 
ETC_20151102_017246	{Price}NXPConsumedToHire{Minute}Continue?
ETC_20151102_017247	You have been restricted from chatting until {Time}.
ETC_20151102_017248	You have been restricted from trading until {Time}.
ETC_20151102_017249	The .ipf files are damaged and cannot be read. The client will now shutdown.
ETC_20151102_017250	You cannot use the gem on this equipment.
ETC_20151102_017251	This gem cannot be enhanced.
ETC_20151102_017252	Repairing the Goddess Statue
ETC_20151102_017253	Obtained Namott Sculpture from carving!
ETC_20151102_017254	These traces have already been examined 
ETC_20151102_017255	You examined the burnt message{nl}it appears it caught fire some number of days ago
ETC_20151102_017256	You examined the extinguished flame{nl}Looks like someone was in a hurry as the traces of the fire remain
ETC_20151102_017257	You examined the discarded bag{nl}It appears the person took what they needed and left
ETC_20151102_017258	Released the ominous magic circle
ETC_20151102_017259	Obtained the Chasers' Pouch
ETC_20151102_017260	Jolly
ETC_20151102_017261	Traces of the priests
ETC_20151102_017262	The cursed totem's energy has weakened!
ETC_20151102_017263	You must defeat the monsters around the cursed totem!
ETC_20151102_017264	Utilizing
ETC_20151102_017265	The surrounding demons have vanished upon using the Demon Sack
ETC_20151102_017266	The surrounding demons have been damaged upon using the Demon Sack
ETC_20151102_017267	Your HP seem to have increased upon using the Demon Sack
ETC_20151102_017268	Already guiding a migrant
ETC_20151102_017269	Required to advance to Statue Maintenance [Dievdirbys Advancement] (2)
ETC_20151102_017270	Abandon or complete the Missing Bishop (2) quest and try again
ETC_20151102_017271	Worshiped to the Goddess Statue
ETC_20151102_017272	Placing Purification of Namott
ETC_20151102_017273	Evil energies have weakened after placing the Purification of Namott
ETC_20151102_017274	The spot already has a placed Purification of Namott
ETC_20151102_017275	You are too close to the monster!{nl}Distance yourself from it
ETC_20151102_017276	Requesting help
ETC_20151102_017277	Using the Frost Tome
ETC_20151102_017278	Using the Psychokinesis Scroll 
ETC_20151102_017279	Unusable while the Psychokinesis Scroll is in effect
ETC_20151102_017280	Found the monster's linkage spot
ETC_20151102_017281	The box already contains a Hunter's Pass
ETC_20151102_017282	Reading the spellbook
ETC_20151102_017283	The spellbook has already been read.
ETC_20151102_017284	Using the Condensed Firestone
ETC_20151102_017285	Using the Magic Control Detection Orb
ETC_20151102_017286	Using the Wugushi's Pot
ETC_20151102_017287	Recording
ETC_20151102_017288	This area has already been recorded
ETC_20151102_017289	Recorded the status of the current area
ETC_20151102_017290	Removed the Magic Concentration Orb from the center of the Magic Circle of Verification
ETC_20151102_017291	The Magic Concentration Orb returned to its original position as you were too close to a Magic Dispel Tower! 
ETC_20151102_017292	The Magic Concentration Orb returned to its original position as you went out of bounds
ETC_20151102_017293	Cannot destroy the totem without defeating the monsters around
ETC_20151102_017294	Scouring the food basket
ETC_20151102_017295	Found jerky hiding inside the basket!{nl}Contaminate the jerky with red water.
ETC_20151102_017296	Raised the Statue of Widas
ETC_20151102_017297	The ferrets became wild after raising the Statue of Widas
ETC_20151102_017298	Obtained a Drowsy Herb!
ETC_20151102_017299	The Goddess Orb appeared underneath a sapling!
ETC_20151102_017300	The ferrets attacked the cursed pole!
ETC_20151102_017301	An awful smell diffused from the perfume
ETC_20151102_017302	Breaking out of Redemption Ward
ETC_20151102_017303	The little powers captured by the Redemption Ward have returned to Goddess Lada.
ETC_20151102_017304	Explode the life force sapping device!
ETC_20151102_017305	Use this after you defeat the monsters around!
ETC_20151102_017306	Protect the earthen seeds until they flower
ETC_20151102_017307	The young girl doesn't seem to be here
ETC_20151102_017308	Some time is required before you can apply another attack buff to Spirit -
ETC_20151102_017309	Acquired today's compensation
ETC_20151102_017310	Monsters have appeared in order to protect the activated guardian statue
ETC_20151102_017311	You cannot burn the vines as something is protecting it.
ETC_20151102_017312	You cannot burn the sealing text as something is protecting it.
ETC_20151102_017313	The sealed soul within the shaman doll came out. {nl} Monsters surrounding the doll has been cursed and their defense has dropped!
ETC_20151102_017314	The bone pile turned into apparitions
ETC_20151102_017315	The bone pile are not reacting into apparitions right now.
ETC_20151102_017316	The demon who reacted to the apparitions appeared above the stairs
ETC_20151102_017317	Operating the entry device
ETC_20151102_017318	The entry device granted you access.{nl}You may now open the demonic box.
ETC_20151102_017319	You have already accessed this object
ETC_20151102_017320	You may only open the box during the timespan granted by the entry device.
