ITEM_20150317_000001	없음_helmet
ITEM_20150323_004116	몬스터의 독을 모아 놓은 독액이라면서 수습 마법사 리마스가 건네 준 병.
ITEM_20150323_004117	작은 석상의 머리
ITEM_20150323_004118	작은 석상의 머리 부분.
ITEM_20150323_004119	작은 석상의 상반신
ITEM_20150323_004120	작은 석상의 상반신 부분.
ITEM_20150323_004121	작은 석상의 하반신
ITEM_20150323_004122	작은 석상의 하반신 부분.
ITEM_20150323_004123	작은 석상의 날개
ITEM_20150323_004124	작은 석상의 날개 부분.
ITEM_20150323_004125	뭉툭한 나무 조각
ITEM_20150323_004126	나무 망치의 머리 부분으로 쓰일 나무 조각.
ITEM_20150323_004127	막대 모양의 나무 조각
ITEM_20150323_004128	나무 망치의 손잡이 부분으로 쓰일 나무 조각.
ITEM_20150323_004129	나무 망치★
ITEM_20150323_004130	나무  술통을 여는 데 사용되는 나무 망치. 대충 만들어졌기 때문에 내구성은 좋지 않다.
ITEM_20150323_004131	끈적이는 액체
ITEM_20150323_004132	몬스터들이 죽으면서 뱉아 낸 끈적이는 액체. 점도가 높아 접착제로 쓰이면 좋을 것 같다.
ITEM_20150323_004133	무언가의 씨앗
ITEM_20150323_004134	몬스터에게서 얻은 무언가의 씨앗.
ITEM_20150323_004135	비터 드링크
ITEM_20150323_004136	비터 드링크. 맛이 쓰다.
ITEM_20150323_004137	목봉
ITEM_20150323_004138	주변의 울타리 등에서 잘라 낸 나무 봉. 
ITEM_20150323_004139	돌덩어리
ITEM_20150323_004140	몬스터로부터 구한 딱딱한 돌덩어리.
ITEM_20150323_004141	몬스터의 독 항아리.
ITEM_20150323_004142	가득 찬 독항아리
ITEM_20150323_004143	몬스터의 독이 가득 담긴 항아리.
ITEM_20150323_004144	쟁기★
ITEM_20150323_004145	쟁기
ITEM_20150323_004146	호미★
ITEM_20150323_004147	호미
ITEM_20150323_004148	가래★
ITEM_20150323_004149	가래
ITEM_20150323_004150	곡괭이★
ITEM_20150323_004151	곡괭이
ITEM_20150323_004152	쇠스랑★
ITEM_20150323_004153	쇠스랑
ITEM_20150323_004154	호라치우스의 자필 추천서
ITEM_20150323_004155	호라치우스가 써 준 추천서. 의심 많은 농민을 설득할 때 쓰인다.
ITEM_20150323_004156	뿌리째 뽑힌 민들레
ITEM_20150323_004157	뿌리 째 온전히 뽑힌 민들레. 뿌리와 잎이 골고루 먹을거리와 약재에 쓰인다. 쓴 맛을 빼는 것이 관건.
ITEM_20150323_004158	몬스터 살코기
ITEM_20150323_004159	몬스터로부터 막 얻어 낸 신선한 살코기.
ITEM_20150323_004160	잘 마른 육포★
ITEM_20150323_004161	건조기에 제대로 말린 쫀득한 육포.
ITEM_20150323_004162	몬스터로부터 구한 딱딱한 돌덩어리. 이것으로 봉인 마법진을 깰 수 있다고 한다.
ITEM_20150323_004163	종자 주머니
ITEM_20150323_004164	몬스터들이 훔쳐 갔던 씨앗 주머니.
ITEM_20150323_004165	고기 덩어리
ITEM_20150323_004166	무슨 고기인지 알 수 없는 고기의 덩어리.
ITEM_20150323_004167	거사에 동의하는 사람의 서명이 있는 연판장.
ITEM_20150323_004168	작은 여신상★
ITEM_20150323_004169	여기저기사 찾아 낸 여신상의 조각을 겨우 이어붙여 복원한 작은 여신상.
ITEM_20150323_004170	성긴 나무 껍질
ITEM_20150323_004171	펠타스타 측의 협조를 구하는 댓가로 필요한 티피오의 껍질
ITEM_20150323_004172	사제 요사나의 연구서
ITEM_20150323_004173	사제 요사나의 연구 보고서. 저주의 종류에 대해 적혀 있다.
ITEM_20150323_004174	사제 로아나의 연구서
ITEM_20150323_004175	사제 로아나의 연구 보고서. 저주가 어떻게 발현되는지에 대해 적혀 있다.
ITEM_20150323_004176	사제 프로지트의 연구서
ITEM_20150323_004177	사제 프로지트의 연구 보고서. 저주가 인체에 미치는 영향에 대해 적혀 있다.
ITEM_20150323_004178	교단에서 귀중하게 여기는 성물. 안타깝게도 대성당의 여기저기에 방치되어 있다.
ITEM_20150323_004179	성력을 탐지할 수 있는 구슬. 이것으로 잘 안보이는 은혜의 성물을 찾을 수 있다고 한다.
ITEM_20150323_004180	콜리플라이의 날개
ITEM_20150323_004181	저주의 비밀을 풀기 위한 마족의 표본
ITEM_20150323_004182	로프틀렘의 핵
ITEM_20150323_004183	사제 요사나의 연구 자료
ITEM_20150323_004184	사제 요사나가 저주에 대해 정리한 연구 보고서. 한 눈 판 새에 사라졌다고 한다.
ITEM_20150323_004185	정화의 스크롤
ITEM_20150323_004186	마족의 체액을 대성당의 신성한 기운을 받아 정화시킬 수 있다고 한다. 마족에게 사용해 보자.
ITEM_20150323_004187	교단에서 중요하게 여기는 성물. 사악한 기운이 주변에 감지되면 스스로 모습을 감춘다고 한다. 
ITEM_20150323_004188	저주를 끊임없이 퍼뜨리고 있는 저주. 일반적인 방법으론 파괴가 불가능하다고 한다.
ITEM_20150323_004189	튼튼한 허수아비와 울타리를 만드는데 적합한 목재.
ITEM_20150323_004190	정체불명의 단검
ITEM_20150323_004191	기분을 나쁘게 만드는 단검
ITEM_20150323_004192	분홍 츄파루카의 털
ITEM_20150323_004193	허수아비 재료로 쓰일 몬스터
ITEM_20150323_004194	엘롬의 잎사귀
ITEM_20150323_004195	엘롬 머리 위에 달려 있는 잎사귀. 엘리가 필요로 하고 있다.
ITEM_20150323_004196	두 번째 오염된 토양 표본
ITEM_20150323_004197	농장지기의 오두막 근처에서 채취한 토양 표본. 굉장히 오염되어 있다.
ITEM_20150323_004198	첫 번째 오염된 토양 표본
ITEM_20150323_004199	인적 없는 작업장 근처에서 채취한 토양 표본. 굉장히 오염되어 있다.
ITEM_20150323_004200	타누의 체액
ITEM_20150323_004201	타누의 장기에서 추출한 체액. 드루이드의 정화의식에 쓰인다.
ITEM_20150323_004202	묘목의 가지
ITEM_20150323_004203	엘리가 신비한 묘목에서 떼어낸 가지. 묘목 본래의 힘보다는 약하지만 어느정도의 힘을 간직한 듯 보인다.
ITEM_20150323_004204	의문의 작은 상자
ITEM_20150323_004205	흙더미에서 발견한 작은 상자. 자물쇠는 걸려 있지 않는 것 같다.
ITEM_20150323_004206	미렌의 낡은 봇짐
ITEM_20150323_004207	꽤나 꾀죄죄해 보이는 봇짐. 안쪽에 미렌의 이름이 수놓여 있다.
ITEM_20150323_004208	리프넛의 알
ITEM_20150323_004209	리프넛 암컷이 품고 있던 알. 연금술에서 재료로 유용하게 쓰인다고 한다.
ITEM_20150323_004210	기생 알집
ITEM_20150323_004211	포도 넝쿨의 뿌리에서 기생하는 몬스터의 알집. 굉장히 징그럽다.
ITEM_20150323_004212	황금 포도
ITEM_20150323_004213	아직 덜 익어 녹색빛이 감도는 포도.
ITEM_20150323_004214	드레이크의 뿔조각
ITEM_20150323_004215	드레이크의 사체에서 얻은 뿔조각이다. 토벌의 증거로 사병조장에게 건네주자.
ITEM_20150323_004216	빼돌린 곡식 주머니
ITEM_20150323_004217	샤튼가의 농장에 고용된 사병들이 뇌물로 빼돌린 곡식 주머니.
ITEM_20150323_004218	드루이드의 해독제
ITEM_20150323_004219	포도의 독기를 중화시키기 위한 드루이드 특제 해독제
ITEM_20150323_004220	조련 막대
ITEM_20150323_004221	드루이드의 힘이 담겨 있는 나뭇가지. 이걸로 몬스터를 조련해서 데려올 수 있다고 한다.
ITEM_20150323_004222	드루이드의 빈 돌그릇
ITEM_20150323_004223	드루이드들이 의식에 주로 사용한다는 특별한 돌그릇. 현재는 아무것도 담겨 있지 않다.
ITEM_20150323_004224	물이 가득찬 돌그릇
ITEM_20150323_004225	드루이드들이 의식에 주로 사용한다는 특별한 돌그릇. 물이 가득 담겨 있다.
ITEM_20150323_004226	루이스의 씨앗 주머니
ITEM_20150323_004227	루이스가 사병들의 눈을 피해 몰래 가꿔 온 소중한 씨앗 주머니.
ITEM_20150323_004228	피묻은 목걸이
ITEM_20150323_004229	샤튼가의 일원임을 상징하는 문장이 새겨진 금 목걸이. 피가 튄 흔적이 있다.
ITEM_20150323_004230	라우지누테의 독침
ITEM_20150323_004231	라우지누테를 처치했음을 증명하는 꼬리독침
ITEM_20150323_004232	바렌의 약 주머니
ITEM_20150323_004233	집사 바른이 클라페다에서 주문한 약 주머니. 속병을 치료할 약이 들어 있다.
ITEM_20150323_004234	비테로스의 잎사귀
ITEM_20150323_004235	비테로스의 머리에 달려 있던 잎사귀. 일부에서는 유용하게 사용되는 듯 하다.
ITEM_20150323_004236	검은 리디메드 수액
ITEM_20150323_004237	연구원 가레스가 부탁한 몬스터의 표본
ITEM_20150323_004238	주홍 사크몰리의 질긴 줄기
ITEM_20150323_004239	분홍 츄파루카의 심장
ITEM_20150323_004240	파이로맨서가 요청한 몬스터의 표본
ITEM_20150323_004241	파이로맨서의 연구 자료.
ITEM_20150323_004242	광폭화를 해독할 수 있는 약
ITEM_20150323_004243	마법진이 새겨진 가죽
ITEM_20150323_004244	제단을 파괴했을 때 나온 조각 파편
ITEM_20150323_004245	헌터 마스터가 준 약
ITEM_20150323_004246	리디메드의 풀잎
ITEM_20150323_004247	해독제를 만들기 위한 재료
ITEM_20150323_004248	정체불명의 독
ITEM_20150323_004249	정체불명의 단검에서 나온 독
ITEM_20150323_004250	루이즈가 만든 허수아비
ITEM_20150323_004251	마력 정화 장치
ITEM_20150323_004252	식물 생장을 억제하는 장치
ITEM_20150323_004253	작은 식물 억제 장치
ITEM_20150323_004254	연구원 가레스가 준 식물 억제 장치
ITEM_20150323_004255	해독제 레시피
ITEM_20150323_004256	헌터 마스터가 적어준 해독제 레시피
ITEM_20150323_004257	검은 리디메드의 정수
ITEM_20150323_004258	주홍 사크몰리의 정수
ITEM_20150323_004259	프리던전 테스트 아이템
ITEM_20150326_004260	헤비 리갈 글로브
ITEM_20150326_004261	미완성 툴팁입니다.
ITEM_20150326_004262	헤비 리갈 부츠
ITEM_20150326_004263	헤비 리갈 팬츠
ITEM_20150326_004264	헤비 리갈 로브
ITEM_20150326_004265	헤비 브리간딘 글로브
ITEM_20150326_004266	헤비 브리간딘 부츠
ITEM_20150326_004267	헤비 브리간딘 팬츠
ITEM_20150326_004268	헤비 브리간딘 아머
ITEM_20150326_004269	풀 플레이트 건틀릿
ITEM_20150326_004270	풀 플레이트 그리브
ITEM_20150326_004271	풀 플레이트 레깅스
ITEM_20150326_004272	풀 플레이트 아머
ITEM_20150326_004273	페디미안 글로브
ITEM_20150326_004274	페디미안 부츠
ITEM_20150326_004275	페디미안 팬츠
ITEM_20150326_004276	페디미안 로브
ITEM_20150326_004277	페디미안 레더 글로브
ITEM_20150326_004278	페디미안 레더 부츠
ITEM_20150326_004279	페디미안 레더 팬츠
ITEM_20150326_004280	페디미안 레더 아머
ITEM_20150326_004281	페디미안 건틀릿
ITEM_20150326_004282	페디미안 그리브
ITEM_20150326_004283	페디미안 레깅스
ITEM_20150326_004284	페디미안 아머
ITEM_20150326_004285	메지션 글로브
ITEM_20150326_004286	메지션 부츠
ITEM_20150326_004287	메지션 팬츠
ITEM_20150326_004288	메지션 로브
ITEM_20150326_004289	헌팅 글로브
ITEM_20150326_004290	헌팅 부츠
ITEM_20150326_004291	헌팅 팬츠
ITEM_20150326_004292	헌팅 아머
ITEM_20150326_004293	가드 건틀릿
ITEM_20150326_004294	가드 그리브
ITEM_20150326_004295	가드 레깅스
ITEM_20150326_004296	가드 아머
ITEM_20150326_004297	메이지 글로브
ITEM_20150326_004298	메이지 부츠
ITEM_20150326_004299	메이지 팬츠
ITEM_20150326_004300	메이지 로브
ITEM_20150326_004301	스커미셔 글로브
ITEM_20150326_004302	스커미셔 부츠
ITEM_20150326_004303	스커미셔 팬츠
ITEM_20150326_004304	스커미셔 튜닉
ITEM_20150326_004305	인펀트리 건틀릿
ITEM_20150326_004306	인펀트리 그리브
ITEM_20150326_004307	인펀트리 레깅스
ITEM_20150326_004308	인펀트리 아머
ITEM_20150326_004309	아크 메이지 글로브
ITEM_20150326_004310	아크 메이지 부츠
ITEM_20150326_004311	아크 메이지 팬츠
ITEM_20150326_004312	아크 메이지 로브
ITEM_20150326_004313	헤비 스커미셔 글로브
ITEM_20150326_004314	헤비 스커미셔 부츠
ITEM_20150326_004315	헤비 스커미셔 팬츠
ITEM_20150326_004316	헤비 스커미셔 튜닉
ITEM_20150326_004317	헤비 인펀트리 건틀릿
ITEM_20150326_004318	헤비 인펀트리 그리브
ITEM_20150326_004319	헤비 인펀트리 레깅스
ITEM_20150326_004320	헤비 인펀트리 아머
ITEM_20150326_004321	라이브러리안 글로브
ITEM_20150326_004322	라이브러리안 부츠
ITEM_20150326_004323	라이브러리안 팬츠
ITEM_20150326_004324	라이브러리안 로브
ITEM_20150326_004325	베테랑 글로브
ITEM_20150326_004326	베테랑 부츠
ITEM_20150326_004327	베테랑 팬츠
ITEM_20150326_004328	베테랑 튜닉
ITEM_20150326_004329	나이트 건틀릿
ITEM_20150326_004330	나이트 그리브
ITEM_20150326_004331	나이트 레깅스
ITEM_20150326_004332	나이트 아머
ITEM_20150326_004333	GM 코스튬
ITEM_20150326_004334	희미한 별빛의 결정
ITEM_20150326_004335	별빛을 받아 희미하게 빛나는 결정. 무언가를 밝힐 수 있을지도 모른다.
ITEM_20150326_004336	스타스톤의 결정
ITEM_20150326_004337	스타스톤의 작은 조각. 스타스톤끼리는 서로 반응한다고 한다.
ITEM_20150326_004338	마력 억제 수정
ITEM_20150326_004339	강력한 마력을 억제하는데 도움이 되는 수정
ITEM_20150326_004340	신비로운 장소로 이끄는 수정
ITEM_20150326_004341	암밴드 I
ITEM_20150326_004342	오래된 글라디우스
ITEM_20150326_004343	크루드 폴쳔
ITEM_20150326_004344	크루드 카스카라
ITEM_20150326_004345	오래된 샴시르
ITEM_20150326_004346	오래된 시미터
ITEM_20150326_004347	오래된 카스카라
ITEM_20150326_004348	슈페리어 글라디우스
ITEM_20150326_004349	슈페리어 폴쳔
ITEM_20150326_004350	슈페리어 친퀘데아
ITEM_20150326_004351	슈페리어 사브르
ITEM_20150326_004352	슈페리어 샴시르
ITEM_20150326_004353	오래된 콜로서스
ITEM_20150326_004354	슈페리어 플랑베르쥬
ITEM_20150326_004355	슈페리어 노다치
ITEM_20150326_004356	슈페리어 클레이모어
ITEM_20150326_004357	오래된 숏 로드
ITEM_20150326_004358	크루드 롱 로드
ITEM_20150326_004359	크루드 케인 로버
ITEM_20150326_004360	오래된 퓨터 로드
ITEM_20150326_004361	오래된 아울 로드
ITEM_20150326_004362	오래된 케인 로버
ITEM_20150326_004363	슈페리어 숏 로드
ITEM_20150326_004364	슈페리어 롱 로드
ITEM_20150326_004365	슈페리어 케인
ITEM_20150326_004366	슈페리어 크룩
ITEM_20150326_004367	슈페리어 퓨터 로드
ITEM_20150326_004368	오래된 라이트 보우
ITEM_20150326_004369	크루드 숏 보우
ITEM_20150326_004370	크루드 롱 보우
ITEM_20150326_004371	오래된 로카스 보우
ITEM_20150326_004372	오래된 고리토스
ITEM_20150326_004373	오래된 롱 보우
ITEM_20150326_004374	슈페리어 라이트 보우
ITEM_20150326_004375	슈페리어 숏 보우
ITEM_20150326_004376	슈페리어 컴포지트 보우
ITEM_20150326_004377	슈페리어 셀프 보우
ITEM_20150326_004378	슈페리어 로카스 보우
ITEM_20150326_004379	크루드 라이트 크로스보우
ITEM_20150326_004380	크루드 크로스보우
ITEM_20150326_004381	오래된 오크 크로스보우
ITEM_20150326_004382	오래된 씰 크로스보우
ITEM_20150326_004383	슈페리어 라이트 크로스보우
ITEM_20150326_004384	슈페리어 도큐
ITEM_20150326_004385	슈페리어 쿼렐보우
ITEM_20150326_004386	슈페리어 오크 크로스보우
ITEM_20150326_004387	슈페리어 크로스보우
ITEM_20150326_004388	오래된 우든 클럽
ITEM_20150326_004389	크루드 메이스
ITEM_20150326_004390	오래된 고덴닥
ITEM_20150326_004391	오래된 워픽
ITEM_20150326_004392	오래된 메이스
ITEM_20150326_004393	슈페리어 우든 클럽
ITEM_20150326_004394	슈페리어 아이언 클럽
ITEM_20150326_004395	슈페리어 모닝스타
ITEM_20150326_004396	슈페리어 마울
ITEM_20150326_004397	슈페리어 고덴닥
