QUEST_20180517_009634	Avoid the monsters and get to the Treasure Box to receive your prize.{nl}Turn on your light speed reflexes and pray for some good luck.{nl}Do you want to join the mission?{nl}If you become incapable of combat, {#003399}your gear will lose durability{/}. I recommend that you {#003399}unequip all your items before going in{/}.	몬스터들의 공세를 뚫고 보물 상자에 도달한다면 유용한 아이템을 얻으실 거예요.{nl}당신에게 큐브의 행운이 깃들길 기도해드릴게요.{nl}미션에 참여하실 건가요?{nl}미션 중 사망시 {#003399}장비 내구도가 하락{/}합니다. 입장 전 {#003399}착용 장비 해제를 권장{/}합니다.				괴도 트팡 이벤트 도우미	
QUEST_20180517_009635	You already used all your daily entries.{nl}Come back again tomorrow.	오늘 참여횟수를 모두 소진하셨습니다.{nl}내일 다시 도전해주세요.				괴도 트팡 이벤트 도우미	
QUEST_20180517_009636	You can open this chest.	상자를 열어보실 수 있습니다.				None	
QUEST_20180517_009637	The chest is already open.	이미 열어본 상자입니다.				None	
QUEST_20180517_009638	The chest is already open.{nl}Exit the mission?	이미 열어본 상자입니다.{nl}바로 미션 밖으로 나가시겠습니까?				None	
QUEST_20180517_009639	The time is nigh.{nl}I will wait in the cruel place that the tyrant has carved out.	이제 머지 않았습니다.{nl}폭군이 벼려낸 참혹한 공간에서 그대를 기다리겠습니다.	QUEST_20151016_002762	The time is nigh.{nl}I will wait in the cruel place that the tyrant has carved out.	이제 머지 않았습니다.{nl}폭군이 벼려낸 참혹간 공간에서 그대를 기다리겠습니다.	여신 라이마	
QUEST_20180517_009640	Blacksmith Teliavelis	대장장이 테리아베리스					
QUEST_20180517_009641	Sorry you had to come such a long way. The rest of the city can get mighty busy sometimes, so I just settled up here.{nl}But hey, what can I do for you?	여기까지 오느라 고생 많았네, 주위에서 시끄럽다고 아우성이라 어쩔 수 없이 이렇게 높은 곳에 지내게 되었네.{nl}그래, 무슨 일로 왔는가?				대장장이 테리아베리스	
QUEST_20180517_009642	That's a fine piece of equipment you have there.{nl}Although it's way above my skill level, I'm afraid.{nl}	좋은 장비를 갖고 계시군요.{nl}전 아직 이런 장비를 가공할 수 없어요.{nl}				대장장이 안나	
QUEST_20180517_009643	Now that I think about it, I heard a blacksmith called Teliavelis just arrived in Fedimian.{nl}You might want to go and have a word with him, see if he can help.	그러고보니 최근 굉장한 실력을 가진 대장장이인 테리아베리스님이 페디미안에 오셨다는 소문을 들었어요.{nl}그분이라면 가능하지 않을까 싶은데 한 번 찾아가 보시겠어요?				대장장이 안나	
QUEST_20180517_009644	No, I wouldn't dare touch this kind of equipment.{nl}But you might want to look for Teliavelis, the new blacksmith in Fedimian. I hear he has a good hand for this type of gear.	이 장비는 내 실력으로는 건드릴 수 없소.{nl}아, 그러고보니 페디미안에 테리아베리스라는 엄청난 실력의 대장장이가 있다는 소문을 들었는데 그를 찾아가 보시는 게 어떻겠소?				대장장이 자라스	
QUEST_20180517_009645	I wish I could help, but I'm not sure my skills are up to the task.{nl}Oh, but I heard there's a new blacksmith in Fedimian that might just give you a hand. Teliavelis, was it...?{nl}	제가 도와드리고 싶지만, 제 실력으로 이 장비는 가공하기 어렵네요.{nl}참, 얼마전 페디미안에 대단한 솜씨를 가진 대장장이라고 들었어요. 이름이.. 테리아베리스였던가.{nl}				대장장이 일라나이	
QUEST_20180517_009646	He should know what to do.{nl}How about you go find him?	그분이라면 이 장비를 가공할 수 있을 것 같네요.{nl}한 번 찾아가 보시는 게 어떠세요?				대장장이 일라나이	
QUEST_20180517_009647	That's one hell of a piece of gear, huh?{nl}Go on, go and find Vaidotas, the Alchemist Master.{nl}	훌륭한 장비가 탄생했다네!{nl}이제 알케미스트 마스터인 바이도타스를 찾아가게.{nl}				대장장이 테리아베리스	
QUEST_20180517_009648	He can work out something to amplify the power of your equipment.{nl}Go see him, he'll know what to do.	그라면 장비와 장비를 서로 묶어 장비의 능력을 크게 증폭시켜줄걸세.{nl}한 번 찾아가보게나.				대장장이 테리아베리스	
QUEST_20180517_009649	That's a fine piece of equipment you have there.{nl}Although it's way above my skill level, I'm afraid.{nl}	좋은 장비를 갖고 계시군요.{nl}전 아직 이런 장비를 가공할 수 없어요.				대장장이 안나	
QUEST_20180517_009650	No, I wouldn't dare touch this kind of equipment.	이 장비는 내 실력으로는 건드릴 수 없소.				대장장이 자라스	
QUEST_20180517_009651	I wish I could help, but I'm not sure my skills are up to the task.	제가 도와드리고 싶지만, 제 실력으로 이 장비는 가공하기 어렵네요.				대장장이 일라나이	
QUEST_20180517_009652	Returning to the previous map.{nl}Please check clear time.	원래 존으로 돌아갑니다.{nl}클리어 시간을 확인하세요.				알림	
QUEST_20180517_009653	The entire server can receive the Looting Chance buff once per day.	하루에 한번 루팅찬스 버프를 서버 전체에 줄 수 있습니다.				탁본 1위 동상	
QUEST_20180517_009654	Crystal Mine (PvP)	수정 광산(PVP)					
QUEST_20180517_009655	Entrance allowed only during the following times:{nl}10:00 - 10:15{nl}14:00 - 14:15{nl}18:00 - 18:15{nl}22:00 - 22:15	특정 시간외에는 출입이 금지됩니다. 출입 가능 시간은 다음과 같습니다.{nl}10시 ~ 10시 15분{nl}14시 ~ 14시 15분{nl}18시 ~ 18시 15분{nl}22시 ~ 22시 15분				수정 광산(PVP)	
QUEST_20180517_009656	The Crystal Mine is now open. Would you like to enter?{nl}- Note that you will be assigned a random camp, and you will be able to fight the opposite camp (PvP).	수정 광산 출입이 허가되었습니다. 입장하시겠습니까?{nl}- 입장시 특정 세력에 가입되며 타세력과 전투가 가능합니다.				광산 무법지대	
QUEST_20180517_009657	No participation requests are accepted after 10 minutes.	10분 이후에는 참가 신청을 받지 않습니다.				수정 광산(PVP)	
QUEST_20180517_009658	You cannot participate with this character.	참가 신청이 허가된 캐릭터가 아닙니다.				자원 쟁탈전 광산 입구	
QUEST_20180517_009659	A boss monster has appeared.	보스 몬스터가 등장합니다.				자원 쟁탈전 광산 입구	
QUEST_20180517_009660	An ominous power is blocking the Seal Stone. You need something to protect yourself from it.	불길한 힘에 의해 봉인석을 제거할 수 없다. 불길한 힘을 보호해줄 것이 필요할 것 같다.	QUEST_20180418_009556	The seal is held on by an ominous energy. You need the Power of Protection.	불길한 힘에 의해 봉인을 풀 수 없다. 보호의 힘이 필요하다.	벨코퍼 레이드 메시지1	
QUEST_20180517_009661	Something else is needed to use the power of the altar.	제단의 힘을 사용하려면 무언가 필요할 것 같다.	QUEST_20180418_009560	Something is needed to receive the altar's power. Defeat the monsters nearby.	제단의 힘을 사용하려면 무언가 필요하다. 주변의 몬스터를 처치해 보자.	벨코퍼 레이드 메시지3	
QUEST_20180517_009662	There's a Seal Stone blocking the way ahead. It needs to be destroyed first.	저 멀리 봉인석이 길을 막고 있는 것이 보인다. 봉인석을 파괴해야 앞으로 나아갈 수 있을 것 같다.	QUEST_20180418_009576	There's a Seal Stone blocking the way further down. Go and investigate.	저 멀리 봉인석이 길을 막고 있는 것이 보인다. 봉인석에게 먼저 다가가 보자.	벨코퍼 레이드 메시지11	
QUEST_20180517_009663	Velcoffer's nefarious energy seeps through the body.	이곳에 발을 들이자 벨코퍼의 사악한 기운이 몸을 침식하는 것 같다.	QUEST_20180418_009578	The Kupole said the stone statue must be destroyed to clear the way, and that the surrounding areas are cursed with Velcoffer's evil energy.	석상을 파괴해야만 앞으로 나아갈 수 있다는 조언과 함께 벨코퍼가 존재하는 지역은 사악한 기운으로 저주를 받기에 큐폴은 여기까지만 도와준다 하면서 사라졌다.	벨코퍼 레이드 메시지12	
QUEST_20180517_009664	Further down the way on the right is a stone statue giving off evil energy. It needs to be destroyed.	저 멀리 오른쪽 편에 불길한 기운이 감도는 석상이 보인다. 석상을 파괴해야 할 것 같다.	QUEST_20180418_009580	Further down the way there is a stone statue giving off an awful energy. Destroy it.	저 멀리 오른쪽 편에 불길한 기운이 감도는 석상이 보인다. 석상을 파괴하자.	벨코퍼 레이드 메시지13	
QUEST_20180623_009665	Royal Soccer Tournament Helper	천하제일 축구대회 도우미					
QUEST_20180623_009666	There are many events being held to celebrate the Royal Soccer Tournament.{nl}Which event would you like to participate in?	천하제일 축구대회를 기념해서 여러 가지 이벤트를 진행 중입니다.{nl}어떤 이벤트에 참여하시겠어요?				천하제일 축구대회 도우미	
QUEST_20180623_009667	Goalkeeper	골키퍼					
QUEST_20180623_009668	Hewo, fwend! Are you excited about the soccer townament?{nl}I know I am!!	우리 모두 다 같이 축제를 즐겨요.{nl}펭 펭~				골키퍼	
QUEST_20180623_009669	Tell me your favowite team! I'll give you a banner and title to suppowt them!	마음에 드는 팀을 고르고 응원 도구와 칭호를 받아 가세요.{nl}펭 펭~				골키퍼	
QUEST_20180623_009670	If you have the Supporter's Armband and the Banner, you can also get a Trophy!	서포터즈 암밴드와 슬로건을 획득한 계정은 트로피를 받을 수 있습니다.{nl}펭 펭~				골키퍼	
QUEST_20180623_009671	Oh? You aweady have the Trophy.	이미 트로피를 받았습니다.{nl}펭 펭~				골키퍼	
QUEST_20180629_009672	I'm giving out supplies to those who contributed to rebuilding our world.{nl}The supplies can only be received once per team and you can't transfer them via Team Storage.{nl}{#003399}Deleting your character after receiving the supplies won't let you receive them again.{/}Will you accept them?	세상의 재건에 새로 참여하신 분들을 위한 지원품을 드리고 있습니다.{nl}팀마다 한 번씩만 받으실 수 있고 팀 창고로 이동할 수 없습니다.{nl}{#003399}지원품을 받은 캐릭터를 삭제하시면 해당 지원품을 다시 받으실 수 없습니다.{/}{nl}받으실 건가요?	QUEST_20180418_008581	I'm giving out supplies to those who contributed to reconstructing our world.{nl}The supplies can only be received once per team and you can't transfer them via Team Storage.{nl}Do you want to receive them?	세상의 재건에 새로 참여하신 분들을 위한 지원품을 드리고 있습니다.{nl}팀마다 한 번씩만 받으실 수 있고 팀 창고로 이동할 수 없습니다.{nl}받으실 건가요?	기사단장 우스카	
QUEST_20180629_009673	Balance Update Reset Helper	10차 밸런스 초기화 지원 도우미					
QUEST_20180629_009674	I'm handing out reset items to Archer, Cleric and Nak Muay class characters. I will also exchange consumables.{nl}Nak Muay: Skill Reset Potion (14 Days) x2{nl}Archer, Cleric: Stats Reset Potion (14 Days) x2, Skill Reset Potion (14 Days) x2, Attribute Reset Potion (14 Days) x2	저는 아처, 클레릭, 낙무아이 분들에게 초기화 아이템을 지원해드리고 변경된 스킬 소비 아이템을 교체해 드리고 있어요.{nl}낙무아이 : 스킬 초기화 포션(14일) 2개{nl} 아처, 클레릭 : 스탯 초기화 포션(14일) 2개, 스킬 초기화 포션(14일) 2개, 특성 초기화 포션(14일) 2개	QUEST_20180320_007491	We're giving reset items to Shinobi and Wizard class characters.{nl}The items are all timed and you can only receive them once per character, so think carefully before using them.{nl}Would you like to receive the items now?	저는 시노비, 위저드 분들에게 초기화 아이템을 지원해드리고 있습니다.{nl}기간제 아이템으로 시노비 분들은 캐릭터당 1회{nl}위저드 분들은 캐릭터당 1일 1회씩 지원하고 있으니 꼭! 잘 생각하시고 받아가 주세요.{nl}초기화 아이템을 받으시겠습니까?	10차 밸런스 초기화 지원 도우미	
