ETC_20150317_005001	이미 향나는 돌가루가 묻어있습니다!
ETC_20150323_010119	나무뿌리 수정의 핵을 몬스터로부터 찾으면 자동으로 파괴 됩니다!
ETC_20150323_010120	나무뿌리 수정 반응 중
ETC_20150323_010121	몬스터로부터 갇힌 순례자의 영혼이 빠져 나왔습니다!{nl}갇힌 순례자의 영혼을 파괴하여 해방시키세요!
ETC_20150323_010122	갇힌 순례자의 영혼
ETC_20150323_010123	몬스터를 데리고 와서 체력을 소진 시킨 뒤 영혼을 빼내야 합니다
ETC_20150323_010124	마족 소환진을 망가뜨리는데 성공했습니다.
ETC_20150323_010125	꽃이 까맣게 말라 죽고 말았습니다!
ETC_20150323_010126	작은 초상화를 다시 줍는 중
ETC_20150323_010127	작은 초상화를 다시 주웠습니다
ETC_20150323_010128	작은 초상화를 버리는 중
ETC_20150323_010129	작은 초상화를 묘비에 버렸습니다
ETC_20150323_010130	손수건을 상자에서 꺼냈습니다.
ETC_20150323_010131	손수건을 도로 상자에 넣었습니다. 다시 꺼낼 수 있습니다.
ETC_20150323_010132	맞는 열쇠가 없습니다.{nl}몬스터로부터 열쇠를 찾아 보세요.
ETC_20150323_010133	순례자의 영혼이 수정을 공격했습니다!
ETC_20150323_010134	몬스터의 체력이 너무 많습니다!
ETC_20150323_010135	제단을 충분히 식혀 주었습니다!
ETC_20150323_010136	마법진을 망가뜨리는 중
ETC_20150323_010137	페디미안 외곽에서는 사용 할 수 없습니다!
ETC_20150323_010138	사용 가능 기간이 지났습니다
ETC_20150323_010139	문양석을 다시 구해서 들어오세요.
ETC_20150323_010140	기절한 스콜피오에게 다가가 독액을 뽑아 내세요!
ETC_20150323_010141	독액을 뽑아 내는 중
ETC_20150323_010142	독액을 뽑아 냈습니다!
ETC_20150323_010143	기절하지 않은 스콜피오에게서는 독을 뽑아 낼 수 없습니다!
ETC_20150323_010144	스위트 허브를 따는 중
ETC_20150323_010145	스위트 허브를 구했습니다!
ETC_20150323_010146	스위트 허브의 가시에 찔렸습니다!
ETC_20150323_010147	음식이 상한다는 지역에 들어 선 것 같습니다
ETC_20150323_010148	마류스에게 가서 새 새참떡을 얻어오세요!
ETC_20150323_010149	새참 떡이 상하지 않았습니다! 달류스에게 갖다 주세요!
ETC_20150323_010150	새참 떡이 상했습니다! 상한 떡을 버린 뒤 마류스에게서 새 떡을 받아 오세요!
ETC_20150323_010151	상한 떡을 버리는 중
ETC_20150323_010152	갑자기 나타난 주황 하밍
ETC_20150323_010153	상한 떡을 버리자 주황 하밍이 나타났습니다!
ETC_20150323_010154	악취 때문에 잠시 기절합니다!
ETC_20150323_010155	문질러 없애는 중
ETC_20150323_010156	진짜 이상한 기운을 없앤 것 같습니다!
ETC_20150323_010157	진짜가 아니었나 봅니다! 다른 것을 찾아 보세요!
ETC_20150323_010158	딱히 이상한 기운은 없는 것 같습니다!
ETC_20150323_010159	작물을 뽑아 보는 중
ETC_20150323_010160	작물을 뽑아 보니 이상이 없는 것 같습니다
ETC_20150323_010161	잎사귀가 끊어져 버려 이상을 확인 할 수 없습니다. 다른 것을 뽑아 보세요!
ETC_20150323_010162	작물들이 까맣게 죽어 버렸습니다!
ETC_20150323_010163	나무로 어설픈 마법진을 만드는 중
ETC_20150323_010164	주술서를 태우는 중
ETC_20150323_010165	이상한 보석을 없애는 중
ETC_20150323_010166	보석을 없앴더니 오히려 피해를 입었습니다!
ETC_20150323_010167	보석을 없앴더니 몬스터가 튀어 나왔습니다!
ETC_20150323_010168	첫 번 째 병을 묻는 중
ETC_20150323_010169	두 번 째 병을 묻는 중
ETC_20150323_010170	몬스터의 사악한 기운이 마법진에 흡수 되었습니다!
ETC_20150323_010171	여신상의 오작동으로 엉뚱한 곳으로 이동되었습니다!
ETC_20150323_010172	여신상의 오작동으로 5초간 행동이 느려집니다!
ETC_20150323_010173	별 다른 일 없이 여신상의 머리를 파 냈습니다!
ETC_20150323_010174	항아리를 설치 했으니 몬스터가 유인됩니다. 설치한 항아리는 20초 후 사라집니다.
ETC_20150323_010175	설치한 독 항아리
ETC_20150323_010176	봉인 마법진의 저주로 수면에 걸렸습니다!
ETC_20150323_010177	돌이 모두 떨어졌습니다. 알비나에게 가서 돌을 다시 얻어 오세요
ETC_20150323_010178	마법진이 파되 되었습니다!
ETC_20150323_010179	봉인 마법진
ETC_20150323_010180	돌을 던져 넣는 데 성공했습니다!
ETC_20150323_010181	돌을 던져 넣는 데 실패했습니다!
ETC_20150323_010182	마법진을 설치 하는 중
ETC_20150323_010183	농민을 설득 하는 중
ETC_20150323_010184	내 준다
ETC_20150323_010185	없다고 한다
ETC_20150323_010186	있다! 당연히 보여 준다
ETC_20150323_010187	보여주기 싫다
ETC_20150323_010188	돌을 던져 넣었지만 마법진이 폭주하였습니다!
ETC_20150323_010189	이 마법진이 아닙니다
ETC_20150323_010190	마법진에 돌을 던져 넣는 데 성공했지만 수면에 걸렸습니다!
ETC_20150323_010191	마법진이 인간을 공격하는 몬스터를 안식에 들게 하였습니다!{nl}이 사실을 요아나에게 보고하세요!
ETC_20150323_010192	몬스터의 영혼
ETC_20150323_010193	마법진이 반응하지 않습니다
ETC_20150323_010194	몬스터가 도망 가려고 합니다!
ETC_20150323_010195	여신상을 놓는 중
ETC_20150323_010196	여신상을 받아 오세요
ETC_20150323_010197	나무 망치를 만드는 중
ETC_20150323_010198	망치 재료를 얻는 중
ETC_20150323_010199	쓸만한 나무를  구하지 못했습니다!
ETC_20150323_010200	쓸만한 나무 대신 주황 단델이 튀어 나왔습니다!
ETC_20150323_010201	연판장에 대한 설명 중
ETC_20150323_010202	기꺼이 내 준다
ETC_20150323_010203	돈 아깝다
ETC_20150323_010204	자세히 볼 수 있도록 내어 준다
ETC_20150323_010205	뺏길지도 모르므로 내 주지 않는다
ETC_20150323_010206	5000 실버를 내 준다
ETC_20150323_010207	돈을 요구하다니 절대 들어 줄 수 없다
ETC_20150323_010208	2000실버를 준다
ETC_20150323_010209	돈은 못 준다
ETC_20150323_010210	내준다
ETC_20150323_010211	절대 줄 수 없다
ETC_20150323_010212	약값에 보태라고 5000 비스 정도 쥐어 준다
ETC_20150323_010213	돈 요구는 들어 줄 수 없다
ETC_20150323_010214	통을 부수는 중
ETC_20150323_010215	흩날리는 먼지가 몬스터를 자극합니다
ETC_20150323_010216	영혼의 정수가 먼지처럼 허공에 흩날립니다
ETC_20150323_010217	너무 낡고 더럽혀진 경전입니다
ETC_20150323_010218	나크티스와 관련된 내용을 찾았습니다
ETC_20150323_010219	나크티스와 관련된 내용을 찾지 못했습니다.{nl}다시 훑어 봐야 합니다.
ETC_20150323_010220	약재로 쓰기에 괜찮아 보입니다
ETC_20150323_010221	열쇠를 사용한다
ETC_20150323_010222	그냥 둔다
ETC_20150323_010223	열쇠를 사용해서 장치를 열었다
ETC_20150323_010224	찾고 있던 열쇠가 어디있는지 안다고 한다
ETC_20150323_010225	인간이 숨겨놓은 열쇠의 위치를 안다고 한다
ETC_20150323_010226	어서 찾아야 한다고 한다
ETC_20150323_010227	기회는 지금 뿐이라고 한다
ETC_20150323_010228	변신 성공!{nl}나크티스의 수하들을 가울레 제단으로 유인하세요.
ETC_20150323_010229	알았어
ETC_20150323_010230	두번째 장치에 대해서 묻는다
ETC_20150323_010231	영력의 신표를 충전하는 방법
ETC_20150323_010232	세 번째 열쇠를 얻는 방법
ETC_20150323_010233	약재로 사용하기에 너무 시든 것 같습니다
ETC_20150323_010234	마족으로 변신하는 방법에 대한 내용을 찾았습니다
ETC_20150323_010235	별로 상관 없는 내용들만 가득한 것 같습니다
ETC_20150323_010236	나크티스의 부하들이 라욱티 제단을 파괴했습니다
ETC_20150323_010237	계획에 대해
ETC_20150323_010238	마족과 관련된 문헌에 대해
ETC_20150323_010239	이제 숨 좀 쉬겠군
ETC_20150323_010240	저녀석들을 잡아라
ETC_20150323_010241	놈들에게서 내 힘들 되찾아야한다
ETC_20150323_010242	윽..{nl}절 풀어주시는 건가요?
ETC_20150323_010243	바카리네 여신은 어디에 있나요?
ETC_20150323_010244	당신말을 어떻게 믿죠?
ETC_20150323_010245	이제 어떻게 할 생각이죠?
ETC_20150323_010246	이리로..{nl}가까이 오너라..
ETC_20150323_010247	너도 나처럼 속은거다..{nl}계시자여..
ETC_20150323_010248	소형 전이틈새를 제거했습니다.
ETC_20150323_010249	르알다 봉인을 해제했습니다.
ETC_20150323_010250	카사 봉인을 해제했습니다.
ETC_20150323_010251	라다 봉인을 해제했습니다.
ETC_20150323_010252	몬스터가 별다른 반응을 보이지 않습니다.
ETC_20150323_010253	영체의 눈이 떠진 상태에서는 인도할 수 없습니다.
ETC_20150323_010254	이미 다른 영체를 인도중입니다.
ETC_20150323_010255	더 이상 나크티스와 관련된 내용은 없어보입니다
ETC_20150323_010256	사제의 책 회수 중
ETC_20150323_010257	메이번의 열쇠 회수 중
ETC_20150323_010258	메이번의 열쇠 사용 중
ETC_20150323_010259	정화의 스크롤 사용
ETC_20150323_010260	고기 더 줘요!
ETC_20150323_010261	너무 배가 고파!
ETC_20150323_010262	이젠 못 먹겠어..
ETC_20150323_010263	제단이 가동되었습니다
ETC_20150323_010264	제단 가동 중
ETC_20150323_010265	영력의 신표 근처에서 마족을 처치하여 신표를 충전하세요.
ETC_20150323_010266	장치 확인 중
ETC_20150323_010267	마족이 지키고 있습니다.
ETC_20150323_010268	열쇠 사용 중
ETC_20150323_010269	탁한 성물 회수 중
ETC_20150323_010270	탁한 성물 회수 성공
ETC_20150323_010271	성물이 들어간 제단이 보인다
ETC_20150323_010272	약 사용하기
ETC_20150323_010273	정화의 표식이 새겨져있는 동안 마족 몬스터를 처치하세요
ETC_20150323_010274	발판이 내려갔다
ETC_20150323_010275	촛불의 정체
ETC_20150323_010276	메이번의 비밀
ETC_20150323_010277	발판이 눌렸다
ETC_20150323_010278	울타리를 세우는 중
ETC_20150323_010279	보수 중 몬스터가 나왔다!
ETC_20150323_010280	큰 식물 억제 장치 회수
ETC_20150323_010281	작은 식물 억제 장치 설치
ETC_20150323_010282	토양 표본 채집 중
ETC_20150323_010283	흙더미 조사 중
ETC_20150323_010284	상자를 여는 중
ETC_20150323_010285	힘을 주어도 왜인지 열리지 않는다
ETC_20150323_010286	민들레를 뽑는 중
ETC_20150323_010287	봇짐을 뒤져보는 중
ETC_20150323_010288	누군지 모르는 사람의 이름이 적혀 있습니다.
ETC_20150323_010289	포도 채집 중
ETC_20150323_010290	황금포도 채집 중
ETC_20150323_010291	황금포도가 빛을 잃고 있습니다.
ETC_20150323_010292	황금포도가 못 쓰게 되었습니다.
ETC_20150323_010293	잡동사니를 살펴보는 중
ETC_20150323_010294	나무 궤짝을 열어보는 중
ETC_20150323_010295	덤불을 헤집는 중
ETC_20150323_010296	중독 치료 중
ETC_20150323_010297	중독된 농민
ETC_20150323_010298	감사합니다! 덕분에 살았습니다!
ETC_20150323_010299	이 은혜, 잊지 않겠습니다!
ETC_20150323_010300	감사합니다! 덕분에 살았어요!
ETC_20150323_010301	이 은혜, 잊지 않을게요!
ETC_20150323_010302	조련 막대를 사용하는 중
ETC_20150323_010303	몬스터를 조련하는데 성공하였습니다!
ETC_20150323_010304	이미 조련한 몬스터가 있습니다.
ETC_20150323_010305	잘 하셨습니다.
ETC_20150323_010306	이 정도면 충분한 것 같군요.
ETC_20150323_010307	물을 뜨는 중
ETC_20150323_010308	제초제를 뿌리는 중
ETC_20150323_010309	가방을 조사하는 중
ETC_20150323_010310	아무것도 찾을 수 없었습니다.
ETC_20150323_010311	땅굴로 들어가는 중
ETC_20150323_010312	약 주머니 줍는 중
ETC_20150323_010313	이건 약 주머니가 아닌 것 같습니다.
ETC_20150323_010314	낙오된 사병
ETC_20150323_010315	해독제를 만드는 중
ETC_20150323_010316	해독제 완성!{nl}기티스에게 전해주세요.
ETC_20150323_010317	재료가 다 모였습니다.{nl}헌터마스터가 준 약에 재료를 섞어 해독제를 만드세요.
ETC_20150323_010318	해독제 전달하기
ETC_20150323_010319	전달 성공
ETC_20150323_010320	전달 실패
ETC_20150323_010321	흥분된 마음이 좀 진정이 됐습니다
ETC_20150323_010322	나한테 이런 이상한 약 주지마!
ETC_20150323_010323	기분이 좋지 않다.
ETC_20150323_010324	풀더미에서 좋지 않은 기운이 흘러나옵니다.
ETC_20150323_010325	마족 소환 수정
ETC_20150323_010326	버프 제거 아이템
ETC_20150323_010327	아이템이 현재 장착중에 있습니다.
ETC_20150323_010328	같은 종류의 물건은 등록할 수 없습니다.
ETC_20150323_010329	구매자가 이 아이템을 원하지 않습니다.
ETC_20150323_010330	판매하시겠습니까?
ETC_20150323_010331	각성 옵션
ETC_20150323_010332	테넷 화원에서만 사용할 수 있습니다
ETC_20150323_010333	람스티스 협곡 지역에서만 사용할 수 있습니다
ETC_20150323_010334	{@st42b}전직 일자 : 
ETC_20150323_010335	{@st42b}플레이 타임 : 
ETC_20150323_010336	마을 사람들은 마족이였습니다.{nl}베야 골짜기의 포탈로 도망치세요.
ETC_20150323_010337	대성당 완공 기념 탁본
ETC_20150323_010338	브리케팅 중
ETC_20150323_010339	검은색
ETC_20150323_010340	파란색
ETC_20150323_010341	분홍색
ETC_20150323_010342	롱 포니테일
ETC_20150323_010343	롱 웨이브 트윈테일
ETC_20150323_010344	드바시아 고개_1_2
ETC_20150323_010345	사제 
ETC_20150323_010346	휘장의 서명
ETC_20150323_010347	자애의 단상
ETC_20150323_010348	낡은 고서
ETC_20150323_010349	뜯겨져나간 낱장
ETC_20150323_010350	낡은 문헌
ETC_20150323_010351	틸다스 협곡
ETC_20150323_010352	대지의 요새59_2
ETC_20150323_010353	대지의 요새59_3
ETC_20150323_010354	대지의 요새59_1
ETC_20150323_010355	몬젠x
ETC_20150323_010356	마족수감소 3 구역
ETC_20150323_010357	마족수감소 5 구역
ETC_20150323_010358	마족수감소 2 구역
ETC_20150323_010359	마족수감소 4 구역
ETC_20150323_010360	소형 전이틈새
ETC_20150323_010361	리더 호라치우스★
ETC_20150323_010362	식품 건조기★
ETC_20150323_010363	식량 창고
ETC_20150323_010364	봉인 마법진★
ETC_20150323_010365	여신상의 머리★
ETC_20150323_010366	여신상의 날개★
ETC_20150323_010367	불완전한 마법진★
ETC_20150323_010368	불완전한 마법진 바깥 이벤트
ETC_20150323_010369	[아렐르노 남작가]{nl}         아스타
ETC_20150323_010370	남작비서 아루나스
ETC_20150323_010371	아렐르노 남작★
ETC_20150323_010372	남작비서 베뉴스
ETC_20150323_010373	파워 서플라이★
ETC_20150323_010374	어설픈 봉인 마법진
ETC_20150323_010375	남작의 창고★
ETC_20150323_010376	이상한 기운 탐지
ETC_20150323_010377	병을 묻을 곳
ETC_20150323_010378	멘티켄 등장 엔터 트리거
ETC_20150323_010379	마법진을 설치 할 곳
ETC_20150323_010380	오염된 흙더미
ETC_20150323_010381	덜 자란 민들레
ETC_20150323_010382	낡은 봇짐
ETC_20150323_010383	포도 넝쿨
ETC_20150323_010384	물약 트리거
ETC_20150323_010385	나무궤짝
ETC_20150323_010386	중독된 소작인
ETC_20150323_010387	농장 사병 업햄
ETC_20150323_010388	땅굴 입구
ETC_20150323_010389	땅굴 출구
ETC_20150323_010390	약 주머니
ETC_20150323_010391	보스 트리거
ETC_20150323_010392	안전지대 트리거
ETC_20150323_010393	기티스의 농장
ETC_20150323_010394	트리피드
ETC_20150323_010395	변형된 나태의 나무뿌리 수정*
ETC_20150323_010396	분노하는 순례자의 영혼*
ETC_20150323_010397	누군가의 일지
ETC_20150323_010398	기원의 숲 안내
ETC_20150323_010399	낙엽 더미
ETC_20150323_010400	판매대
ETC_20150323_010401	신심의 나무 안내
ETC_20150323_010402	달러스의 시신
ETC_20150323_010403	약이 끓고 있는 솥
ETC_20150323_010404	[크로노맨서 마스터]{nl}  루시드 윈터스푼
ETC_20150323_010405	[엘리멘탈리스트 마스터]{nl}        위칸 셀레스틱
ETC_20150323_010406	목재더미
ETC_20150323_010407	농장지대49_2
ETC_20150323_010408	자루
ETC_20150323_010409	음식 부패 이벤트 발생
ETC_20150323_010410	잠든 스콜피오
ETC_20150323_010411	작은 식물 억제 장치 설치 장소
ETC_20150323_010412	울타리 설치 장소
