QUEST_LV_0100_20150317_000001	Sentinel	경계병
QUEST_LV_0100_20151224_014391	Agent Notres thinks it doesn't make sense to move the people migrating to Orsha to the Deer Hooves Lot. First, they want you to check whether it would be possible to defeat the monsters there.	정보원 노토레스는 오르샤로 몰려오는 이주민들을 사슴발굽 공터로 이주시킨다는 계획이 말도 안된다고 생각하고 있습니다. 일단 사슴발굽 공터의 몬스터들을 쉽게 처치할 수 있는 수준인지 알아봐 달라고 부탁합니다.
QUEST_LV_0100_20151224_014392	Check out at the Deer Hooves Lot	사슴발굽 공터 확인
QUEST_LV_0100_20151224_014393	Agent Notres has asked you to check whether the Deer Hooves Lot can be used to make a temporary settler camp. Go there and see whether it is safe.	정보원 노토레스는 사슴발굽 공터에 임시 이주민 캠프를 만들어도 되는지 확인하고 싶다고 합니다. 사슴발굽 공터가 안전한지 확인해 보세요.
QUEST_LV_0100_20151224_014394	The Deer Hooves Lot doesn't seem like a safe place for the settlers. Go and tell Agent Notres about it.	아무래도 사슴발굽 공터는 이주민들이 머물기엔 위험한 것 같습니다. 정보원 노토레스에게 이 사실을 알려주세요.
QUEST_LV_0100_20151224_014395	Agent Notres seems to need your help. Talk to Agent Notres.	정보원 노토레스는 당신의 도움이 필요해 보입니다. 정보원 노토레스와 대화해 보세요.
QUEST_LV_0100_20151224_014396	Agent Notres was sent to collect blood from monsters in order to find out what is making them so ferocious, but it's not an easy task. Defeat some monsters at Rohonsa Cliff and help collect their contaminated blood.	정보원 노토레스는 흉폭해진 몬스터들의 원인을 찾기 위해 몬스터의 피를 뽑아 오는 임무를 맡았지만 버겁다고 합니다. 로혼사 절벽의 몬스터를 처치하고 오염된 피를 수집하세요.
QUEST_LV_0100_20151224_014397	Deliver to Agent Notres	정보원 노토레스에게 전달
QUEST_LV_0100_20151224_014398	You have collected enough contaminated blood. Bring it to Agent Notres.	오염된 피를 수집했습니다. 정보원 노토레스에게 전해 주세요.
QUEST_LV_0100_20151224_014399	Chaser Zegaus needs your help. Talk to Chaser Zegaus.	추적자 제가우스가 당신의 도움을 필요로 합니다. 추적자 제가우스와 대화해 보세요.
QUEST_LV_0100_20151224_014400	While Chaser Zegaus is glad Priest Pranas is safe, now they are injured and worried for their own safety. Defeat some monsters for Zegaus.	추적자 제가우스는 사제 프라나스가 무사한 게 안심이지만 이제 자기들 신변을 걱정해야 겠다고 합니다. 부상당한 제가우스를 위해 주변의 몬스터를 처치해 주세요.
QUEST_LV_0100_20151224_014401	The monsters won't be a threat now. Return to Chaser Zegaus.	이 정도면 몬스터에게 위협받을 일은 없을 것 같습니다. 추적자 제가우스에게 돌아가 보세요.
QUEST_LV_0100_20151224_014402	Chaser Zegaus looks troubled by something. Ask Chaser Zegaus what is wrong.	추적자 제가우스에게 당황한 기색이 역력합니다. 무슨 일인지 추적자 제가우스와 대화해 보세요.
QUEST_LV_0100_20151224_014403	Collect Chaser Zegaus' Belongings	추적자들의 짐 회수
QUEST_LV_0100_20151224_014404	Chaser Zegaus seems to have lost a bag with medicine and bandages. Look around and search for the trackers' belongings.	추적자 제가우스는 치료약과 붕대가 든 가방을 잃어버렸다고 합니다. 주변에 흩어져 있는 추적자들의 짐을 찾아주세요.
QUEST_LV_0100_20151224_014405	Deliver to Chaser Zegaus	추적자 제가우스에게 전달
QUEST_LV_0100_20151224_014406	You have found the trackers' belongings. Bring them to Chaser Zegaus.	추적자들의 짐을 모두 찾았습니다. 추적자 제가우스에게 가져가세요.
QUEST_LV_0100_20151224_014407	The box you found at Groundsle Hill that seems to belong to Bishop Urbonas. Talk to Priest Pranas about the box's contents.	곰취 언덕에서 주교 우르보나스의 것으로 보이는 상자를 찾았습니다. 이 안에 무엇이 들어 있는지 사제 프라나스와 대화해 보세요.
QUEST_LV_0100_20151224_014408	Relay the journal's contents to Inesa Hamondale	이네사 해먼데일에게 일지의 내용 전달
QUEST_LV_0100_20151224_014409	Most of the contents of Bishop Urbonas' journal remain unknown. For now, relay the journal as it is to Inesa Hamondale.	주교 우르보나스가 남긴 일지의 내용은 알 수 없는 것 투성이입니다. 일단 일지에 적혀있는 대로 이네사 해먼데일에게 일지의 내용을 전해 주세요.
QUEST_LV_0100_20151224_014410	Inesa Hamondale is deeply worried after hearing about Bishop Urbonas being chased by demons. Talk to Inesa Hamondale about what to do next.	주교 우르보나스가 마족에게 쫓기고 있다는 말에 오르샤 영주 이네사 해먼데일은 크게 걱정하고 있습니다. 이제 어떻게 하면 좋을지 이네사 해먼데일과 대화해 보세요.
QUEST_LV_0100_20151224_014411	Inesa Hamondale prepared a quick gift that will be useful for your journey. Before departing for Ashaq Underground Prison, visit the Item Merchant to collect it.	오르샤 영주 이네사 해먼데일은 급한 대로 지원품을 준비했다고 합니다. 아샤크 지하 감옥으로 떠나기 전에 잡화 상인에게 들러 지원품을 받아가세요.
QUEST_LV_0100_20151224_014412	If you are ready, go join Priest Pranas before leaving for the Ashaq Underground Prison to rescue Bishop Urbonas.	준비를 전부 마쳤으면 주교 우르보나스를 구하러 아샤크 지하 감옥으로 가기 전에 사제 프라나스와 합류하세요.
QUEST_LV_0100_20151224_014413	Join Priest Pranas	사제 프라나스와 합류
QUEST_LV_0100_20151224_014414	Priest Pranas says he is going to gather a few talented Chasers and head to the entrance of Ashaq Underground Prison. Join him by the Gebene Cliff in Paupys Crossing.	사제 프라나스는 실력 좋은 추적자들을 모아 아샤크 지하 감옥 입구로 가겠다고 합니다. 파우피스 나루의 게베네 절벽에서 사제 프라나스와 합류하세요.
QUEST_LV_0100_20151224_014415	Bishop Urbonas' Whereabouts	주교 우르보나스의 행방
QUEST_LV_0100_20151224_014416	You have now met with Priest Pranas at the entrance to the Ashaq Underground Prison. Ask him whether he is ready to go inside the prison.	아샤크 지하 감옥 입구에서 당신을 기다리고 있는 사제 프라나스와 만났습니다. 감옥으로 들어갈 준비는 되었는지 물어보세요.
QUEST_LV_0100_20151224_014417	Priest Pranas says he will enter Ashaq Underground Prison 1F first with the Chasers. Follow Priest Pranas to Ashaq Underground Prison 1F.	사제 프라나스는 추적자들과 함꼐 아샤크 지하 감옥 1층으로 먼저 들어가겠다고 합니다. 아샤크 지하 감옥 1층으로 사제 프라나스를 따라가세요.
QUEST_LV_0100_20151224_014418	There seems to be something wrong with Priest Pranas and the Chasers. Ask Priest Pranas about what happened.	사제 프라나스와 추적자들의 몸에 뭔가 이상이 생긴 것 같습니다. 무슨 일인지 사제 프라나스와 대화해 보세요.
QUEST_LV_0100_20151224_014419	Priest Pranas is having difficulties moving due to an odd energy felt in the area. Talk to Priest Pranas again.	사제 프라나스는 이상한 기운 때문에 몸을 움직이기가 힘든 것 같습니다. 사제 프라나스와 다시 대화해 보세요.
QUEST_LV_0100_20151224_014420	Check the Torture Material Room	고문 자재실 확인
QUEST_LV_0100_20151224_014421	Priest Pranas says he feels as if his body is being constricted. He did say the sensation felt stronger inside the Torture Material Room; go there and investigate.	사제 프라나스는 몸을 죄여오는 느낌은 처음이라고 합니다. 고문 자재실에서 강하게 느껴진다고 하니 그 곳에 무엇이 있는지 확인해 보세요.
QUEST_LV_0100_20151224_014422	Defeat the incoming demons	몰려드는 마족 처치
QUEST_LV_0100_20151224_014423	The idol inside the Torture Material Room is making the demons attack!	고문 자재실에 있는 우상을 살펴보려 하자 인기척을 느낀 마족들이 공격해 옵니다!
QUEST_LV_0100_20151224_014424	Report to Priest Pranas on the Cursed Idol	사제 프라나스에게 저주의 우상 보고
QUEST_LV_0100_20151224_014425	You have successfully defeated the attacking demons. Talk to Priest Pranas about the cursed idol.	몰려든 마족들을 간신히 처치했습니다. 사제 프라나스에게 저주의 우상에 대해 말해 주세요.
QUEST_LV_0100_20151224_014426	Defeat the attacking demons	급습한 마족 처치
QUEST_LV_0100_20151224_014427	With the cursed idol destroyed, the curse on Ashaq Underground Prison 1F seems to have been lifted. Return to Priest Pranas.	저주의 우상이 파괴되면서 아샤크 지하 감옥 1층의 저주가 걷히는 것 같습니다. 사제 프라나스에게 돌아가 보세요.
QUEST_LV_0100_20151224_014428	Priest Pranas seems to be completely unaware of the cursed idol. Talk to Priest Pranas about what to do next.	사제 프라나스는 우상에 대해 전혀 모르는 것 같습니다. 이제 어떻게 해야 할지 사제 프라나스와 대화해 보세요.
QUEST_LV_0100_20151224_014429	Go to the location marked on the map left by Bishop Urbonas	주교 우르보나스가 남긴 지도에 표시된 곳으로 이동
QUEST_LV_0100_20151224_014430	Priest Pranas believes the map left behind by Bishop Urbonas is the only hope you have. Take the track under the stairs to the right side of Pranas to get to the location marked on the map.	사제 프라나스는 주교 우르보나스가 남긴 상자에 들어 있는 지도밖에 믿을 게 없다고 합니다. 프라나스에게서 오른쪽의 계단 밑에 있는 궤도를 타고 지도에 표시된 곳으로 가 보세요.
QUEST_LV_0100_20151224_014431	Talk to Bishop Urbonas	주교 우르보나스와 대화
QUEST_LV_0100_20151224_014432	Unexpectedly, Bishop Urbonas is standing on the spot marked on the map! Ask Bishop Urbonas about what happened.	놀랍게도 그 곳에는 주교 우르보나스가 있었습니다! 어떻게 된 일인지 주교 우르보나스와 대화해 보세요.
QUEST_LV_0100_20151224_014433	Bishop Urbonas says he is hiding in the Ashaq Underground Prison to keep the Demon Orders from Marnox. Tell Bishop Urbonas about the nightmare.	주교 우르보나스는 마르녹스에게서 마족 명령서를 지키기 위해 아샤크 지하 감옥에 숨었다고 합니다. 주교 우르보나스에게 악몽에 대해 물어 보세요.
QUEST_LV_0100_20151224_014434	Bishop Urbonas wonders if you're not a Revelator as the ones told in the legends yourself. Step on the Revelator magic circle to prove your identity as a Revelator.	주교 우르보나스는 당신이 전승 속의 계시자일지도 모르겠다고 합니다. 계시자를 위해 준비한 마법진에 올라가 당신이 계시자인지 확인해 보세요.
QUEST_LV_0100_20151224_014435	A bright light twines around your body and you feel an inexplicable surge of divine force. Talk to Bishop Urbonas again.	밝은 빛이 온 몸을 휘감으면서 몸 안에서 알 수 없는 신성한 힘이 솟구칩니다. 주교 우르보나스와 다시 대화해 보세요.
QUEST_LV_0100_20151224_014436	Bishop Urbonas has asked you to retrieve the hidden Demon Orders. Talk to him again and find out what you need to do.	주교 우르보나스는 숨겨 놓은 마족 지령서를 되찾아 달라고 부탁했습니다. 어떻게 하면 되는지 주교 우르보나스와 다시 대화해 보세요.
QUEST_LV_0100_20151224_014437	Defeat demons to recharge the Orb of Return	마족을 처치하여 환원의 보주 충전
QUEST_LV_0100_20151224_014438	According to Urbonas, to destroyed the cursed idol you need to defeat demons in Ashaq Underground Prison 1F and recharge the Orb of Return, then use it on the cursed idol.	우르보나스는 저주의 우상을 파괴하기 위해 아샤크 지하 감옥 1층의 마족들을 처치하여 그들의 마력으로 환원의 보주를 충전한 뒤 저주의 우상에 사용하라고 말했습니다.
QUEST_LV_0100_20151224_014439	Destroy the Cursed Idol in the Torture Material Room	고문 자재실의 저주의 우상 파괴
QUEST_LV_0100_20151224_014440	You have recharged the Orb of Return. Use it on the cursed idol to destroy it!	환원의 보주를 충분히 충전했습니다. 저주의 우상에 사용하여 파괴하세요!
QUEST_LV_0100_20151224_014441	Defeat Blue Dumaros and Blue Wendigos to recharge the Orb of Return	푸른 듀마로와 푸른 웬디고를 처치하여 환원의 보주 충전
QUEST_LV_0100_20151224_014442	Chaser Torvana fears the demons might attack because of the cursed idol. Talk to Chaser Torvana.	추적자 토르바나는 우상의 저주때문에 마족들에게 당할까 걱정하고 있습니다. 추적자 토르바나와 대화해 보세요.
QUEST_LV_0100_20151224_014443	Chaser Torvana has asked you to collect red crystals from demons. Go to the Torture Chamber and defeat Blue Dumaros and Blue Wendigos to collect red crystals.	추적자 토르바나는 위협용으로 지닐 수 있게 마족들의 붉은 결정을 구해달라고 부탁합니다. 고문실 쪽에 있는 푸른 듀마로와 푸른 웬디고들을 처치하고 붉은 결정을 수집하세요.
