ITEM_20150317_000001	no_helmet
ITEM_20150317_003910	Cold fluids can be obtained rarely from the monster
ITEM_20150317_003911	Teofirisu of bag
ITEM_20150317_003912	Bag that contains the Theo Phillies tool
ITEM_20150317_003913	Figure sculpture *
ITEM_20150317_003914	a piece of paper that monster had swallowed. It's like a portrait of work of someone.
ITEM_20150317_003915	Empty frame *
ITEM_20150317_003916	Relics of soldiers
ITEM_20150317_003917	Relics of soldiers who died to protect the town of mine to the end
ITEM_20150317_003918	Food of mine of town
ITEM_20150317_003919	Food that Vubbe went to looting in the town of mine. The amount is a little less.
ITEM_20150317_003920	Ugh Den Buckler plate
ITEM_20150317_003921	Peltasta side shield parts required in return for obtaining the cooperation of.
ITEM_20150317_003922	Reserach of Priest
ITEM_20150317_003923	Divine material of words
ITEM_20150317_003924	Divine Force Detector Bead
ITEM_20150317_003925	Specimen
ITEM_20150317_003926	Those of the Cathedral
ITEM_20150317_003927	Company made of research results
ITEM_20150317_003928	Devine material of grace
ITEM_20150323_003929	Sandwich bread
ITEM_20150323_003930	Sandwich cheese
ITEM_20150323_003931	Sandwich meat
ITEM_20150323_003932	Spoon
ITEM_20150323_003933	Salad
ITEM_20150323_003934	Salad set
ITEM_20150323_003935	Soup set
ITEM_20150323_003936	Sandwich
ITEM_20150323_003937	Soup
ITEM_20150323_003938	You can earn from Colimensia of forest quest of cobalt.
ITEM_20150323_003939	You can earn from merge of Septyni Glen Quest
ITEM_20150323_003940	This is the material to make a Safi Necklace. You can earn from Rikius of Sirdgele Forest.
ITEM_20150323_003941	This is the material to make a Safi Necklace. You can earn from Bramble of Kuwairurasu forest.
ITEM_20150323_003942	You can earn from Yonajolem of Ramsties canyon.
ITEM_20150323_003943	You can earn from the arc Men ridge of Scorpios.
ITEM_20150323_003944	You can earn from Unicorn of Esan bias village.
ITEM_20150323_003945	You can get from Esan bias the town of River feed.
ITEM_20150323_003946	You can earn from the glove incredibly of suburbs Pemidian.
ITEM_20150323_003947	You can earn from collecting on the outskirts Pemidian.
ITEM_20150323_003948	It is an empty flask. You can save and put the liquid. You can buy from alchemist master.
ITEM_20150323_003949	Carl site
ITEM_20150323_003950	It is a catalyst that will to promote the magic effect. Alchemist is often used.
ITEM_20150323_003951	Repair Kit
ITEM_20150323_003952	Contains the tools needed to repair the equipment. You can buy from Squire master.
ITEM_20150323_003953	Glico pig skin
ITEM_20150323_003954	Fang Garuroku
ITEM_20150323_003955	Black powder of Inoumu
ITEM_20150323_003956	Durable Leather of glycated pig
ITEM_20150323_003957	Hair Garuroku
ITEM_20150323_003958	Materials needed for the experiment of Sepomasuta. Easily fire stick.
ITEM_20150323_003959	Fang issue bears Sherman
ITEM_20150323_003960	Fang No. Gumakipa
ITEM_20150323_003961	Decision seat needed to release the seal of people Justice valley
ITEM_20150323_003962	Soul decision of Ponderu
ITEM_20150323_003963	Spirit determination of pounds
ITEM_20150323_003964	I might Sirdgele Forest area can be seen at a glance. Is on the way to the display.
ITEM_20150323_003965	No. bear Sherman of blood
ITEM_20150323_003966	Materials required for the elementary data list master prove eligibility
ITEM_20150323_003967	Blood of issue Gumakipa
ITEM_20150323_003968	Blood of issue bears battle captain
ITEM_20150323_003969	Paralysis powder that can stun the black of the valley Maizuru riding in rain
ITEM_20150323_003970	Clear sound I tree
ITEM_20150323_003971	Fisherman fishing rod
ITEM_20150323_003972	Rod rod made of wood Fisherman is prized. Sound clear in this is, I have a tree. Let's look at the confirmation of the bash.
ITEM_20150323_003973	Bone of blue Ponderu
ITEM_20150323_003974	Built-in black pounds
ITEM_20150323_003975	Paupisu become abnormal phenomenon recorded report.
ITEM_20150323_003976	Huge tusks obtained from Minotaur of lock sonar market
ITEM_20150323_003977	Well ride stone
ITEM_20150323_003978	stone Fletcher of master has requested consideration of teaching.
ITEM_20150323_003979	Sharp fangs of Dutch territory Bobain
ITEM_20150323_003980	fangs Monk master has requested as evidence of promise.
ITEM_20150323_003981	Claws of monsters that haunt from the square of petrified been city Berg tea
ITEM_20150323_003982	Decode robbing team active in petrified been city Berg tea square is the length thing of stole. Was allowed to expose to the mineralized frost in order to make those cities is petrified what Fumuchoon.
ITEM_20150323_003983	Petrified been city Berg water bottles password has been carved to find and are ghouls Benzaminasu that hidden in the flock of guards of tea Square
ITEM_20150323_003984	Petrified been incense obtained monsters of urban Berg tea Square I stone powder
ITEM_20150323_003985	Meat mass of monsters
ITEM_20150323_003986	Weak leaf
ITEM_20150323_003987	Weak leaf of grass that can be seen usually in large Angler Rod. Eat That said, it does not seem fit to the human taste.
ITEM_20150323_003988	Root of the tree modification nuclear
ITEM_20150323_003989	Reagents to distinguish the monster that killed pilgrims at the altar
ITEM_20150323_003990	And be willing to display all of the sanctuary of the blessing of specific Garunamu fault forest. and {nl} When you right-click, you spread map. Please put it collected for other pilgrims passing through the forest of used after the origin. {Nl} recovery ship of position: appli- shown tea intersection Rod to go to.
ITEM_20150323_003991	The Otooon holy water from Priest master in order to purify the contaminated sanctuary of forest of origin.
ITEM_20150323_003992	Gypsum powder that is used when you want to repair the forest of the failed image of origin.
ITEM_20150323_003993	Water flowing within a small forest of origin.
ITEM_20150323_003994	Lead of flowers broke in the reeds of the forest of origin.
ITEM_20150323_003995	Lead sap decision
ITEM_20150323_003996	The parasitic to tree cancer ball is a decision solidified eat smoked lead of sap to lead.
ITEM_20150323_003997	A small portrait
ITEM_20150323_003998	Handkerchief mother
ITEM_20150323_003999	Sap obtained from the tree that was cut of appli- shown tea intersection.
ITEM_20150323_004000	the upper part of the stone sacred tree is depicted.
ITEM_20150323_004001	middle portion of the stone sacred tree is depicted.
ITEM_20150323_004002	the lower part of the stone sacred tree is depicted.
ITEM_20150323_004003	Part of the bee nest
ITEM_20150323_004004	The first key Mei times. Is to be able to approach obviously if unless collect all five keys.
ITEM_20150323_004005	Relics of petrochemical been guards by mineralization has been frost in petrified been city lock sonar market
ITEM_20150323_004006	The manicured wood
ITEM_20150323_004007	Cultivated land of wood
ITEM_20150323_004008	Appropriate thickness and length of the timber to the scarecrow. I was making a huge scarecrow.
ITEM_20150323_004009	aura of curse that lump remained
ITEM_20150323_004010	That momentum of curse remained a lump. Monster I was spit dead.
ITEM_20150323_004011	Symbol that was originally decorated the altar it's Austerlitz. I had fragmented by monster attacks.
ITEM_20150323_004012	Jim package of Dzuruke
ITEM_20150323_004013	Merchant Dzuruke is lost luggage. Contains miscellaneous daily necessities in.
ITEM_20150323_004014	Second key Mei times. Is to be able to approach obviously if unless collect all five keys.
ITEM_20150323_004015	Third of key Mei times. Is to be able to approach obviously if unless collect all five keys.
ITEM_20150323_004016	Fourth of key Mei times. Is to be able to approach obviously if unless collect all five keys.
ITEM_20150323_004017	Fifth key Mei times. Is to be able to approach obviously if unless collect all five keys.
ITEM_20150323_004018	Shinpyo of Kotodama
ITEM_20150323_004019	Shinpyo that can be supplied the magic in the bay sneakers altar. For many years, all of the magical power had been discharged.
ITEM_20150323_004020	cloudy solvent
ITEM_20150323_004021	Cloudy liquid like something is stuck. Can I be referred to as this solvent?
ITEM_20150323_004022	new drug that Durham was developed
ITEM_20150323_004023	To refer to have me brought up the power that can be resistance to evil aura to eat this, ... Let's experiment to monsters.
ITEM_20150323_004024	Month thistle
ITEM_20150323_004025	Drug required to treat the curse of Nakutisu
ITEM_20150323_004026	Meat painted a bunch of medicine that will solve the curse of phagocytosis. And trying to get forced to eat the cursed pilgrims.
ITEM_20150323_004027	Raw meat dripping monster.
ITEM_20150323_004028	In Asmodian of research, makeover ed
ITEM_20150323_004029	Very old document how can change the Asmodian is written.
ITEM_20150323_004030	Materials needed for making the scroll that can be transformed into a magic family. Is a lot of amount required.
ITEM_20150323_004031	At any time scroll that can be transformed into a Asmodian. However, it is only possible to Asmodian that was used as a material.
ITEM_20150323_004032	No curse monarch Nakutisu
ITEM_20150323_004033	Monarch of the literature that is not associated with the curse. I have dealt in detail the Nakutisu related information.
ITEM_20150323_004034	Doll Jen of tour de force
ITEM_20150323_004035	material that Pell data star master has to ask
ITEM_20150323_004036	Are exposed to petrochemical frost in petrified been city Berg tea Square is a flower that has become a stone. Value higher selling go that from the outside.
ITEM_20150323_004037	Bunbisemu of monsters
ITEM_20150323_004038	It is Bunbisemu of consignee monster of Bururuto.
ITEM_20150323_004039	Lush mane of Haubakku
ITEM_20150323_004040	To Haubakku seeds betray Haubakku, is part of the blackMail was Haubakku of the body.
ITEM_20150323_004041	Kyuporunoru is the ball that was used when the Islay has asked Asmodian.
ITEM_20150323_004042	Sealed part of Haubakku sleeping
ITEM_20150323_004043	Ma is part of torn soul monarch Haubakku.
ITEM_20150323_004044	The key to the evening star
ITEM_20150323_004045	Goddess just is fix that granted the power of their own space for you queue Pol azide Nation. It will be converted as human beings can be used by the azide Nation.
ITEM_20150323_004046	Part of the soul of Haubakku
ITEM_20150323_004047	Haubakku is jewelry that his power was made for handing out to men.
ITEM_20150323_004048	Evening star worth mining area
ITEM_20150323_004049	It is a minute mining area that has been created in order to monitor the queue Pol divers Asmodian. If you use, Hidden It can be di lot of than to find the Haubakku.
ITEM_20150323_004050	Evening star Rune
ITEM_20150323_004051	Goddess just is rune that was filling the power of the stomach. This is the rune to absorb the soul of the Asmodian.
ITEM_20150323_004052	Signs of death row inmates
ITEM_20150323_004053	Kyuporu is the sign of death row inmate given to malicious monsters of reduction of Asmodian number.
ITEM_20150323_004054	Howe back seal part
ITEM_20150323_004055	It is a part of the soul of Haubakku has been sealed.
ITEM_20150323_004056	Kyuporu necklace
ITEM_20150323_004057	Kyuporu This is a necklace that had been possessed.
ITEM_20150323_004058	Traces of transition
ITEM_20150323_004059	Magic monster is of force applied to come beyond the transition gap crystal.
ITEM_20150323_004060	Empty soul
ITEM_20150323_004061	Goddess just you is the empty soul who ask in order to recover the video Nice.
ITEM_20150323_004062	Human relics
ITEM_20150323_004063	Go into reduction of Asmodian number is miserably killed the human relics to Asmodian us.
ITEM_20150323_004064	Another sign
ITEM_20150323_004065	This is the audio Nice horsepower crystals came out away from Dio Nice became berserk.
ITEM_20150323_004066	While Dio Nice attacks the Asmodian, studded in them nails
ITEM_20150323_004067	Asmodian teeth
ITEM_20150323_004068	Was won to defeat Asmodian decrease 4 areas of Asmodian number Kyuporu time hitting you.
ITEM_20150323_004069	Four main armor parts. Is a part that serves to protect the front of the chest.
ITEM_20150323_004070	Four main armor parts. Is a part that serves to protect the shoulders.
ITEM_20150323_004071	Four main armor parts. Is a part that is padded on the back.
ITEM_20150323_004072	Four main armor parts. Is a part wrapped around the waist.
ITEM_20150323_004073	Fueled
ITEM_20150323_004074	And fueled monster had. General good to maintain the fire dry better than wood.
ITEM_20150323_004075	Cool body fluids that can be obtained from rare monster. This altar expressions knee.
ITEM_20150323_004076	Teofirisu of bag
ITEM_20150323_004077	Figure sculpture
ITEM_20150323_004078	Empty frame
ITEM_20150323_004079	Pedy Sorry, No outer warp scroll
ITEM_20150323_004080	Fahd order make me your future master warp fix Ogawa. Since it is only available when the sanctuary is a problem occurs, unreasonable buyout Leave tell me that there is no meaning.
