QUEST_LV_0200_20150317_000001	$Philipas' Soldier
QUEST_LV_0200_20150714_007497	I didn't know why the master left such words since he doesn't know which person I would ask to get rid of the remains of the research.{nl}But, now I understand why he left such words since I've met you.
QUEST_LV_0200_20150714_007498	The remains of the research can be found using the documents which Raius desperately wanted to have.{nl}
QUEST_LV_0200_20150714_007499	Please take the Wisdom Guiding Stone and the Soul Crystal with you and look for the Magic Gem Fusion Device in the Underground Grave of Ritinis.{nl}I will write down the method for you.
QUEST_LV_0200_20150714_007500	You've come late. {nl}Did you get the documents of the master from Hones?
QUEST_LV_0200_20150714_007501	I had a misunderstanding...{nl}But I wanted be acknowledged by the master like Hones.{nl}
QUEST_LV_0200_20150714_007502	The master always complimented me, but I felt uncomfortable whenever I thought about Hones.{nl}Although, he passed away already... It is good to find out what the master had in his mind.{nl}
QUEST_LV_0200_20150714_007503	I feel comfortable now. {nl}I want to talk to Hones.
QUEST_LV_0200_20150714_007504	Very good. You've found the remains of the master's research.{nl}I will let you dispose of them. It is more important for me to continue the will of the master.{nl}
QUEST_LV_0200_20150714_007505	I feel disappointed a bit, but I also feel comfortable in a way.{nl}Well... Raius... I hope he would be alright.
QUEST_LV_0200_20150714_007506	Magic Gem Fusion Device
QUEST_LV_0200_20150714_007507	Please gather all Spatial Magic Gems.{nl}It is hard to understand the hidden rules of space, but my knowledge would help you.
QUEST_LV_0200_20150714_007508	My master, who was a Sorcerer, researched on the goddesses.{nl}It was about some special kind of space. He said a vast amount of knowledge can be obtained from that space.
QUEST_LV_0200_20150714_007509	Hones's Regular Memo
QUEST_LV_0200_20150714_007510	The Spatial Magic Gem of Contract is in the reception room, but it was destroyed recently.{nl}The monsters must have fragments of the gem.
QUEST_LV_0200_20150714_007511	When you collect all fragments of the Magic Gem, please go to the Forgotten Priest's Grave. {nl}You can restore the Magic Gem at the Magic Field of Preservation.
QUEST_LV_0200_20150714_007512	Hones's Regular Memo
QUEST_LV_0200_20150714_007513	You will find the Spatial Magic Gem of Promise at Siaura Mine.{nl}Please use the Soul Crystal to the monsters and collect the Condensed Spite.{nl}
QUEST_LV_0200_20150714_007514	With that, destroy the Barrier Stone at Siaura Mine.{nl}The Black Chaser will pursue you from behind, but you would be able to find the Spatial Magic Gem of Promise when you reach the end of the mine.
QUEST_LV_0200_20150714_007515	Templeshooter at the Shrine of Remembrance holds the Spatial Magic Gem of Offer.{nl}The Wisdom Guiding Stone will help you to find the hidden Templeshooter.
QUEST_LV_0200_20150714_007516	Please... save us.{nl}I will soon disappear, but please save the others.{nl}Please save us... them... from the vicious demons.
QUEST_LV_0200_20150714_007517	$Kupole Vita
QUEST_LV_0200_20150714_007518	$Given that you saw it too,{nl} I'm certain there is something here.{nl}
QUEST_LV_0200_20150714_007519	$Ah, I am Kupole Vita.{nl}I guide the spirits on behalf of the missing goddesses.
QUEST_LV_0200_20150714_007520	$I came here to look for spirits who have vanished.{nl} I can sense that there are spirits here who have strayed out of the normal way.{nl}
QUEST_LV_0200_20150714_007521	$But, I can hardly find any evidence.{nl}The spirits hardly talk to me.
QUEST_LV_0200_20150714_007522	$What? The spirits talked to you first?{nl}You must have something which enables you to save them.{nl}
QUEST_LV_0200_20150714_007523	$I have a request for you.{nl}I want you to hear what they are trying to say.
QUEST_LV_0200_20150714_007524	$Since there aren't enough evidence, I think we should look for more spirits.{nl}We should also find out why they disappeared without leaving any words.
QUEST_LV_0200_20150714_007525	$The reason why the spirits aren't able to talk is due to a contract.{nl}The demons is probably used the Pot of Silence as a Contract of Enunciation.{nl}
QUEST_LV_0200_20150714_007526	$However, the ominous energy of the contract is too strong for me to get close.{nl}I will give you some purification powders for you to ward off the energy and destroy the pot.{nl}
QUEST_LV_0200_20150714_007527	$Be careful though. {nl}It will be very dangerous if it is related to the demons.
QUEST_LV_0200_20150714_007528	$Perhaps the vanished spirits breached the contract by talking. {nl}I think they wanted to get out by doing so.
QUEST_LV_0200_20150714_007529	$It seems that you've destroyed the Pot of Silence safely.{nl}Though, is there any other problem?
QUEST_LV_0200_20150714_007530	$It seems that the demons have noticed our movement.{nl} We should resolve this fast before the demons do anything.{nl}
QUEST_LV_0200_20150714_007531	$Since the Contract of Enunciation was destroyed, we should be able to listen to the spirits in more details.{nl}It will be good to find the spirits that know the details of the circumstance.
QUEST_LV_0200_20150714_007532	$Rimos' Spirit
QUEST_LV_0200_20150714_007533	$It has been a long time. You... I am finally being released.{nl}I've been deceived by the demons. My words, body and even the spirit have been binded to the contract for hundreds of years.{nl}
QUEST_LV_0200_20150714_007534	$Please gather the skeletons binded to the Contract of Flesh at Supube Stone Chamber.{nl} Help them rest in peace...{nl}
QUEST_LV_0200_20150714_007535	Nutrients... Medzio Diena even makes the people in the past to suffer.
QUEST_LV_0200_20150714_007536	{memo X}My body. Unfortunately, it is not mine anymore.{nl}I regret my fault in the past that I've committed due to my greed.
QUEST_LV_0200_20150714_007537	The Contract of Flesh is tied in Sataruti Hall.{nl}Please burn the contract and the skeletons with holy power.
QUEST_LV_0200_20150714_007538	We've suffered a lot from regrets and failures for hundreds of years.{nl}The goddesses yet... Would we be saved.
QUEST_LV_0200_20150714_007539	I can feel it. I feel myself being freed from the binding contract.{nl}But, there is one more thing to do.
QUEST_LV_0200_20150714_007540	$The Contract of Spirit is engraved on Master Genie in Garubingal Burial Chamber.{nl}I will be completely free when Master Genie gets defeated.
QUEST_LV_0200_20150714_007541	{memo X}Please be safe.{nl}We are already dead, but you are not.
QUEST_LV_0200_20150714_007542	$I can finally be free...{nl}This was the moment I've been waiting for hundreds of years... It feels like a dream.
QUEST_LV_0200_20150714_007543	$We the Kupoles guide all the spirits to Goddess Ausrine.{nl}They rest in peace beside the goddesses eternally.{nl}
QUEST_LV_0200_20150714_007544	$But they will all disappear if they are extinguished.{nl}But, if the demons are involved... we could maybe use them for nutrients.{nl}
QUEST_LV_0200_20150714_007545	$Something is engraved on this tablet.{nl}To see what's written, you should obtain the materials to make rubbings with.
QUEST_LV_0200_20150714_007546	Adrijus
QUEST_LV_0200_20150714_007547	$Oh, you must have saw my notice board.{nl}Well, I don't care if that's not why you came here.{nl}If you could get me the rubbings found in this region, I will properly reward you.{nl}
QUEST_LV_0200_20150714_007548	$Let's see...{nl} 
QUEST_LV_0200_20150714_007549	May the threads of destiny be cut loose and flutter freely
QUEST_LV_0200_20150714_007550	?{nl}Could this be Goddess Laima...
QUEST_LV_0200_20150714_007551	May the threads of destiny be cut loose and flutter freely.
QUEST_LV_0200_20150714_007552	$Oh, is that a rubbing? Thank you so much. {nl}Let's see...{nl} 
QUEST_LV_0200_20150714_007553	$The Kingdom's walls will last longer than the Kingdom itself
QUEST_LV_0200_20150714_007554	$This is actually correct!{nl}The capital is in ruins now, yet the walls still remain standing.
QUEST_LV_0200_20150714_007555	$Welcome!{nl}Pick out anything you want.
QUEST_LV_0200_20150714_007556	$Look at the inscription beside me. This tombstone has eroded against the elements since time immemorial. {nl}We need to restore it.{nl}
QUEST_LV_0200_20150714_007557	$Be careful with this. It is a poison that turns body fluids into acid.{nl}Throw this on the monsters nearby and bring me the acid you get.
QUEST_LV_0200_20150714_007558	$Long ago, this place was the training field for those who wanted to become Oracles.{nl}People trained here and created inscriptions with these forecasts.{nl}
QUEST_LV_0200_20150714_007559	$I am sure that must be helpful forecasts in this area.{nl}Even though all the important forecasts are gone.
QUEST_LV_0200_20150714_007560	{memo X}
QUEST_LV_0200_20150714_007561	$With the acidic fluid, I can etch deeper into the tombstone.{nl}Don't forget to pay a visit to Fedimian as well.
QUEST_LV_0200_20150714_007562	$Ah, this is it. Thank you for your efforts.{nl}Now, I will combine it with the diluting solution and pour it...
QUEST_LV_0200_20150714_007563	$Aha... what...? 
QUEST_LV_0200_20150714_007564	To eat a Kepa, one simply boils it in salty water.
QUEST_LV_0200_20150714_007565	...{nl}This isn't a useful forecast!{nl}
QUEST_LV_0200_20150714_007566	$Kepas are edible?{nl}Is this a useful forecast? I am confused.
QUEST_LV_0200_20150714_007567	$There is hardly any sand stuck on the tablet at Gruitis Hall.{nl}I've brought a brush, but it won't be effective enough.{nl}
QUEST_LV_0200_20150714_007568	{memo X}
QUEST_LV_0200_20150714_007569	$Until then, I will be looking around the other tablets.{nl}Alright then, I am counting on you.
