SKILL_20150317_000001	공격
SKILL_20150714_004705	{memo X}스킬 [포어캐스트]의 지속시간이 특성 레벨당 1초씩 증가합니다.
SKILL_20150714_004706	체인지: 당첨
SKILL_20150714_004707	{memo X}[체인지]로 바뀐 몬스터가 특성 레벨당 0.05%의 확률로 아이템 대박 버프를 갖습니다.
SKILL_20150714_004708	스킬 [쓰러스트]의 밀치는 힘이 특성 레벨당 50 증가합니다.
SKILL_20150714_004709	스킬 [수레바퀴]로 공중에 뜬 적이 떨어지면서 물리 공격력의 50%만큼 대미지를 입으며, 떨어진 곳에 적들도 같이 피해를 입습니다.
SKILL_20150714_004710	스킬 [아이템 수리]를 사용할 수 있는 수가 레벨당 1 만큼 증가합니다
SKILL_20150717_004711	공격력 #{SkillAtkAdd}#{nl}특성 공격력 #{CaptionRatio}#%{nl}{#339999}{ol}[스턴]{/}{/} 지속시간 1초
SKILL_20150717_004712	이동속도 #{CaptionRatio}#증가{nl}지속시간 #{CaptionTime}#초
SKILL_20150717_004713	{memo X}자신의 공격이 반드시 명중하지만, 자신의 치명타 발생과 치명타 저항이 감소하는 상태가 됩니다.
SKILL_20150717_004714	{memo X}치명타 발생 #{CaptionRatio}#%감소{nl}치명타 저항 #{CaptionRatio}#%감소{nl}지속시간 #{CaptionTime}#초
SKILL_20150717_004715	일시적으로 주변 적들의 방어력을 감소시키고, 감소시킨 방어력을 자신의 공격력에 추가합니다.
SKILL_20150717_004716	{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}점프 중이거나 공중에 있을 때, 아래의 적을 강하게 내리밟아 피해를 줍니다. 캐릭터의 높이, 신발 방어구의 회피 능력치에 따라 공격력 증가합니다.
SKILL_20150717_004717	포획 시간 #{CaptionRatio}#초
SKILL_20150717_004718	공격력 #{CaptionRatio}#% 감소{nl}감소된 공격력 만큼 방어력 증가{nl}추가 방어력 #{CaptionRatio2}#%{nl}2초당 SP 1%씩 소모
SKILL_20150717_004719	공격력 #{SkillAtkAdd}#{nl}특성 공격력 #{CaptionRatio}#%{nl}지속시간 #{CaptionRatio2}#초{nl}광역 공격 비율 #{SkillSR}#
SKILL_20150717_004720	{memo X}그리모어에 삽입한 카드의 악마를 소환합니다. 소환된 악마의 공격력, 방어력은 캐릭터의 지능, 정신 능력치의 영향을 받습니다. 그리모어에는 악마형 몬스터 카드만 장착할 수 있습니다.
SKILL_20150717_004721	악마형 보스 소환{nl}악마 추가 공격력 #{CaptionRatio}#{nl}악마 추가 방어력 #{CaptionRatio2}#
SKILL_20150717_004722	{memo X}이동 속도 #{CaptionRatio}# 감소{nl}마법진 지속시간 #{CaptionRatio2}#초{nl}{#339999}{ol}[슬로우]{/}{/} 지속시간 5초
SKILL_20150717_004723	{memo X}네크로노미콘에 삽입한 카드의 형태를 본떠 쇼고스를 만듭니다. 소환된 악마의 공격력, 방어력은 캐릭터의 지능, 정신 능력치의 영향을 받습니다. 네크로노미콘에는 동물형, 식물형, 변이형 몬스터 카드만 장착할 수 있습니다.
SKILL_20150717_004724	{memo X}쇼고스 추가 공격력 #{CaptionRatio}#{nl}쇼고스 추가 방어력 #{CaptionRatio2}#{nl}식물, 야수, 변이 사체{nl}각각 #{CaptionTime}#개 소비
SKILL_20150717_004725	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}적이 밟았을 때 튀어오르는 함정을 설치합니다.
SKILL_20150717_004726	{memo X}힘의 르와인 오구를 상징하는 문양을 지면에 설치합니다. 이 문양 주변의 좀비들과 동료는 힘 능력치가 증가합니다.
SKILL_20150717_004727	물리 방어력 감소
SKILL_20150717_004728	물리 방어력이 감소함
SKILL_20150717_004729	주기적으로 화염 피해를 받음
SKILL_20150717_004730	SP 흡수
SKILL_20150717_004731	SP를 흡수하는 상태입니다
SKILL_20150717_004732	SP를 흡수당하는 상태입니다
SKILL_20150717_004733	실버 증가
SKILL_20150717_004734	드랍되는 실버가 증가
SKILL_20150717_004735	마법 방어력이 증가
SKILL_20150717_004736	마법 방어력이 감소, 물리 방어력 증가
SKILL_20150717_004737	이동속도가 감소
SKILL_20150717_004738	{memo X}[천] 계열 방어구를 착용할 수 있습니다. 또한 현재 착용한 [천] 방어구 수와 특성 레벨에 따라 최대 SP와 마법 방어력이 증가합니다. (같은 계열의 장비 3개 이상부터 적용)
SKILL_20150717_004739	{memo X}[가죽] 계열 방어구를 착용할 수 있습니다. 또한 현재 착용한 [가죽] 방어구 수와 특성 레벨에 따라 회피가 증가합니다. (같은 계열의 장비 3개 이상부터 적용)
SKILL_20150717_004740	{memo X}[판금] 계열 방어구를 착용할 수 있습니다. 또한 현재 착용한 [판금] 방어구 수와 특성 레벨에 따라 최대 HP와 물리 방어력이 증가합니다. (같은 계열의 장비 3개 이상부터 적용)
SKILL_20150717_004741	적의 후방에서 단검 공격 시 특성 레벨당 20의 추가 대미지를 입힙니다.
SKILL_20150717_004742	특성 레벨당 [겅호]의 물리 공격력 증가 효과가 1 상승하지만, 방어력 감소 효과 역시 1 상승합니다.
SKILL_20150717_004743	스킬 [배쉬]의 광역 공격 비율이 특성 레벨당 1 추가됩니다.
SKILL_20150717_004744	[스턴] 상태의 적이 [쓰러스트]에 당하면 5초 동안 [출혈] 상태에 빠집니다. 출혈 대미지는 캐릭터의 힘에 비례합니다.
SKILL_20150717_004745	스킬 [엄보블로]에 피격된 적이 특성 레벨당 5% 확률로 3초 동안 스턴에 걸립니다.
SKILL_20150717_004746	스킬 [실드랍]의 광역 공격 비율이 특성 레벨당 1 추가됩니다.
SKILL_20150717_004747	상태 [가드]가 활성화되어 있는 동안 캐릭터의 물리 방어력이 특성 레벨당 10% 증가합니다.
SKILL_20150717_004748	[크로스 가드]의 물리 방어력 증가 효과가 특성 레벨당 1 추가됩니다.
SKILL_20150717_004749	카타스트로크: 넉백 증가
SKILL_20150717_004750	스킬 [수레바퀴]의 광역 공격 비율이 1 추가됩니다.
SKILL_20150717_004751	스킬 [카타스트로크]로 밀려나는 적이 물리 공격력의 50% 추가대미지를 입습니다.
SKILL_20150717_004752	{memo X}[스컬 스윙]에 당한 적은 3초 동안 점프 불가 상태가 됩니다.
SKILL_20150717_004753	{memo X}스킬 [피어스]에 피격된 적이 특성 레벨당 2% 확률로 5초 동안 [출혈]에 걸립니다. 출혈 대미지는 캐릭터의 물리 공격력에 비례합니다.
SKILL_20150717_004754	스킬 [양손찌르기]의 때리기 피해가 특성 레벨당 10% 감소하고, 찌르기 피해가 특성 레벨당 10% 증가합니다.
SKILL_20150717_004755	스킬 [피네스트라]가 활성화 되어 있는 동안 광역 공격 비율이 3 증가하지만, 회피율이 기존 감소되는 수치의 2배 더 감소합니다.
SKILL_20150717_004756	스킬 [롱스트라이드]의 재사용 대기시간이 10초 감소합니다.
SKILL_20150717_004757	{memo X}[워크라이]의 물리 공격력 증가 효과가 특성 레벨당 1 상승합니다. (이 특성은 적의 방어력이 감소된 후 적용됩니다.)
SKILL_20150717_004758	워크라이: 대상 추가
SKILL_20150717_004759	스킬 [몬타노]가 대상에게 10초 동안 [슬로우]를 부여하며, [슬로우] 지속시간이 특성 레벨당 소형몬스터/중형몬스터/대형몬스터에게 각각 3초/2초/1초씩 증가합니다.
SKILL_20150717_004760	{memo X}스킬 [타지스매쉬]로 [화염] 상태인 적을 죽이면 근처 [특성 레벨] 만큼의 적들에게 [화염]이 퍼집니다.
SKILL_20150717_004761	스킬 [돌격]에 피격되어 밀리는 적이 특성 레벨당 1% 확률로 2초 동안 [스턴]에 걸립니다.
SKILL_20150717_004762	스킬 [어스웨이브]의 속성이 대지 속성으로 변경됩니다.
SKILL_20150717_004763	스킬 [포박]이 끝나고 4초 동안 [둔화]가 남아있으며, 2레벨 부터 [둔화] 지속시간이 특성 레벨당 0.4초 증가합니다.
SKILL_20150717_004764	스킬 [킬 홀링]에 공격 당한 적은 5초 동안 [출혈] 상태에 빠집니다.[출혈]의 지속시간은 특성 레벨당 1초씩 증가하며, 출혈 대미지는 캐릭터의 힘에 비례합니다.
SKILL_20150717_004765	팔랑크스: 둔화
SKILL_20150717_004766	[팔랑크스] 진영일 때 적의 공격이 블록 당하면 해당 적은 둔화에 걸립니다. 둔화의 지속시간은 특성 레벨당 4초 증가합니다.
SKILL_20150717_004767	특성 레벨당 [리플렉트 실드]의 반사 대미지가 특성 레벨당 1 추가되고, 이에 따라 피격 대미지가 감소됩니다.
SKILL_20150717_004768	특성 레벨당 [레써지]의 물리 공격력과 마법 공격력 약화 효과가 특성 레벨당 1 상승합니다.
SKILL_20150717_004769	{memo X}[슬리프]에 걸린 적에게 [에너지 볼트]로 공격 시 특성 레벨당 마법 공격력의 50%만큼 추가대미지를 줍니다.
SKILL_20150717_004770	스킬 [파이어볼]에 피격된 적은 특성 레벨당 10% 확률로 5초 동안 화염 피해를 입습니다. 화염 대미지는 캐릭터의 지능에 비례합니다.
SKILL_20150717_004771	스킬 [파이어월] 위에 아군이 올라가면 5초 동안 불 속성 공격력이 특성 레벨당 5 증가합니다.
SKILL_20150717_004772	{memo X}스킬 [인챈트파이어] 범위에 적이 있으면, 적의 불 속성 저항이 5초 동안 특성 레벨당 10% 만큼 감소합니다.
SKILL_20150717_004773	스킬 [마그네틱 포스]에 피격 된 적은 특성 레벨당 5% 확률로 4초 동안 [스턴]에 걸립니다.
SKILL_20150717_004774	스킬 [행맨스 낫]에 피격 된 적들은 특성 레벨당 마법 공격력의 20% 만큼 추가 피해를 입습니다.
SKILL_20150717_004775	행맨스 낫: 스플래시방어
SKILL_20150717_004776	스킬 [행맨스낫]으로 모아진 적들의 광역 방어 비율이 1 감소합니다.
SKILL_20150717_004777	{memo X}특성 레벨당 [왼팔 강화] 공격력 강화 효과가 특성 레벨당 1 상승합니다.
SKILL_20150717_004778	{memo X}특성 레벨당 [오른팔 강화] 방어력 및 공격력 강화 효과가 특성 레벨당 1 상승합니다.
SKILL_20150717_004779	{memo X}특성 레벨당 [스웰 브레인] 지능 증가 효과가 특성 레벨당 1 상승합니다.
SKILL_20150717_004780	스킬 [크기 확대]로 대형이 된 적의 이동속도가 특성 레벨당 25% 감소하고, 물리, 마법 공격력이 특성 레벨당 20% 증가합니다.
SKILL_20150717_004781	스킬 [크기 축소]로 소형이 된 적의 이동속도가 특성 레벨당 20% 증가하고, 물리, 마법 공격력이 특성 레벨당 25% 감소합니다.
SKILL_20150717_004782	스킬 [크기 확대]로 크기가 변경될 때 마다, 특성 레벨당 마법 공격력의 20% 만큼 대미지를 줍니다.
SKILL_20150717_004783	스킬 [크기 축소]로 크기가 변경될 때 마다, 특성 레벨당 마법 공격력의 20% 만큼 대미지를 줍니다.
SKILL_20150717_004784	[왼팔 강화]가 활성화되어 있을 때 [크기 확대] 된 적을 공격하면 [공격력 약화] 상태가 지속됩니다. 지속시간은 특성 레벨당 8초 증가하며, [공격력 약화]는 최대 10까지 중첩됩니다.
SKILL_20150717_004785	스킬 [헤일]에 적이 피격될 때마다 특성 레벨당 5% 확률로 5초 동안 [결빙]에 걸립니다.
SKILL_20150717_004786	스킬 [메테오] 챠지 중 회피가 특성 레벨당 10% 증가합니다.
SKILL_20150717_004787	적을 불 속성 공격으로 마무리 하면 30% 확률로 폭발이 일어나 근처 적들에게 대미지의 80%만큼 피해를 입힙니다.
SKILL_20150717_004788	적을 얼음 속성 공격으로 마무리 하면 50% 확률로 근처 적들은 6초 동안 [둔화]에 걸립니다.
SKILL_20150717_004789	스킬 [사역마 소환]의 사역마가 자폭할 때 특성 레벨당 1% 확률로 주변 적에게도 같은 피해를 줍니다.
SKILL_20150717_004790	스킬 [어택 그라운드]의 재사용 대기시간이 2초 감소합니다.
SKILL_20150717_004791	스킬 [홀드]의 재사용 대기시간이 2초 감소합니다.
SKILL_20150717_004792	슬로우: 치명타 저항
SKILL_20150717_004793	백마스킹: 혼란
SKILL_20150717_004794	스킬 [백마스킹] 사용 후 어그로가 끌린 적은 6초 동안 [혼란]에 걸리며, 2레벨 부터 [혼란] 지속시간이 특성 레벨당 2초 증가합니다.
SKILL_20150717_004795	플레쉬 캐논: 부패
SKILL_20150717_004796	스킬 [플래쉬 캐논]에 피격 된 적은 확률적으로 15초 동안 부패 상태에 빠집니다. 특성 레벨당 확률이 10%씩 증가합니다.
SKILL_20150717_004797	플레쉬 후프: 사기저하
SKILL_20150717_004798	[플래쉬 후프] 근처에 접근한 적은 특성 레벨당 4초 동안 [공격력 약화] 상태에 걸립니다. [공격력 약화]는 최대 10까지 중첩됩니다.
SKILL_20150717_004799	쇼고스 근처에 있는 적은 15초 동안 부패 상태에 걸립니다. 이 능력은 쇼고스가 소환 되고서 특성 레벨당 1분 동안 지속됩니다.
SKILL_20150717_004800	[디신터]가 적용되는 범위가 특성 레벨당 10 증가합니다.
SKILL_20150717_004801	스킬 [디그]의 재사용 대기시간이 10초 감소합니다.
SKILL_20150717_004802	[아이템 어웨이크닝] 던전에 참가한 아군은 30분 동안 물리 공격력과 마법 공격력이 증가합니다. 공격력은 특성 레벨당 20% 증가합니다.
SKILL_20150717_004803	풀드로우: 넉백 증가
SKILL_20150717_004804	{memo X}[양손활] 장착 시 공중형 몬스터에게 특성 레벨당 물리 공격력의 20% 추가대미지를 줍니다.
SKILL_20150717_004805	스킬 [스위프트스텝]이 활성화 중일 때, 스킬 [오블리크 샷] 사용 시 피격된 적들이 특성 레벨당 5% 확률로 7초 동안 [슬로우]에 걸립니다.
SKILL_20150717_004806	스킬 [풀드로우]로 꿰어진 적의 물리 방어력이 특성 레벨당 10% 만큼 감소합니다.
SKILL_20150717_004807	스킬 [브룸트랩]의 1회전 소요시간이 특성 레벨당 0.5초 증가하고, 회전수가 특성 레벨당 0.5 감소합니다.
SKILL_20150717_004808	스킬 [크레모어]의 광역 공격 비율이 특성 레벨당 1 증가합니다.
SKILL_20150717_004809	스킬 [푼지스테이크]로 공중에 뜬 적이 떨어지면서 물리 공격력의 50%만큼 대미지를 입으며, 떨어진 곳에 적들도 피해를 입습니다.
SKILL_20150717_004810	스킬 [리트리브]에 당하는 적은 물리 방어력이 특성 레벨당 10 감소합니다.
SKILL_20150717_004811	스킬 [해독]으로 [독]이 해제된 캐릭터는 특성 레벨당 2초 동안 [독]에 면역이 됩니다.
SKILL_20150717_004812	스킬 [독항아리]의 범위에서 벗어나도 특성 레벨당 2초 동안 [독]이 유지됩니다.
SKILL_20150717_004813	[스캔] 범위에 들어온 적은 일정 확률로 5초 동안 혼란에 걸립니다. 확률은 특성 레벨당 10% 증가합니다.
SKILL_20150717_004814	스킬 [최루] 범위 안에 있는 적들은 2초 마다 [특성 레벨] 만큼의 피해를 받습니다.
SKILL_20150717_004815	출혈 상태인 적이 [백스텝]에 공격당했을 때 10초 동안 [대량출혈]에 걸리며, 지속시간이 특성 레벨당 1초씩 증가합니다. 대량출혈 대미지는 캐릭터의 힘과 물리 공격력에 비례합니다.
SKILL_20150717_004816	[최루]가 적용되는 범위가 75로 늘어납니다.
SKILL_20150717_004817	스킬 [보드킨 포인트] 공격시 적의 물리 방어력이 특성 레벨당 1% 추가로 감소합니다
SKILL_20150717_004818	스킬 [크로스파이어]의 막타로 터진 공격에 피격된 적이 특성 레벨당 10% 확률로 6초 동안 [화염]에 걸립니다. 화염 대미지는 캐릭터의 물리 공격력에 비례합니다.
SKILL_20150717_004819	적이 [매직 애로우]의 불길에 맞고 있는 동안 확률적으로 [침묵] 상태에 빠집니다. 확률은 특성 레벨당 10%씩 증가합니다.
